,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737531535000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12041000.0,13311000.0,12041000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531540000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,1089000.0,994.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531545000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531550000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531555000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,347000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531560000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,862.0,256000.0,50.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531565000,9.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,142.0,45.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531570000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,52668000.0,7.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531575000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,16371000.0,11.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531580000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,5598000.0,21.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531585000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,37.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531590000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,2304000.0,269.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531595000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,15.0,84.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531600000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,84.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531605000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,84.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531610000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,7848000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531615000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531620000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531625000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,4887000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531630000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531635000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,62.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531640000,9.0,20.0,1.0,0.0,0.0,10.0,1.0,0.0,10.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531645000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,2304000.0,13310.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737531650000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,72.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
