Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,1000.0,0.0,0.0,-1.0,-1.0,1
5,1330.8166666666,807.0,340.0,445.0,456475.0,1612.0,1
10,2173.8833333333,629.0,189.0,372.0,2783533.0,2408.0,1
15,8599.86666666,745.0,362.0,248.0,10083932.0,1213.0,1
20,9798.31666666,809.0,505.0,376.0,10083932.0,1213.0,1
25,13449.68333333,842.0,730.0,642.0,24016598.0,5888.0,1
30,17130.816666659997,868.0,748.0,701.0,6563919.0,588.0,1
35,21364.11666666,887.0,774.0,751.0,16932795.0,1029.0,1
40,25936.4,901.0,786.0,773.0,13985315.0,1887.0,1
45,27030.2,912.0,807.0,794.0,19362367.0,1886.0,1
50,32934.83333333,921.0,875.0,860.0,17424009.0,2187.0,1
55,33141.08333333,928.0,886.0,873.0,26637698.0,1514.0,1
60,34967.88333333,934.0,968.0,958.0,26637698.0,1514.0,1
65,37467.88333333,951.0,1000.0,990.0,15266704.0,954.0,1
70,36624.81666666,996.0,1000.0,1000.0,15266704.0,954.0,1
75,30198.833333330003,998.0,1000.0,1000.0,15266704.0,954.0,1
80,31759.0,998.0,1000.0,1000.0,20365871.0,13788.0,1
85,31182.86666666,1000.0,1000.0,1000.0,14568596.0,955.0,1
90,27501.73333333,1000.0,1000.0,1000.0,14568596.0,955.0,1
95,23960.35,1000.0,1000.0,1000.0,14568596.0,955.0,1
100,20354.66666666,1000.0,1000.0,1000.0,24974478.0,3726.0,1
105,24521.016666659998,1000.0,1000.0,1000.0,7539572.0,694.0,1
110,22476.95,1000.0,1000.0,1000.0,14368074.0,3787.0,1
115,25403.4,1000.0,1000.0,1000.0,10476328.0,830.0,1
120,28196.73333333,1000.0,1000.0,1000.0,24630615.0,1288.0,1
125,29426.86666666,1000.0,1000.0,1000.0,23798956.0,2286.0,1
130,31345.05,1000.0,1000.0,1000.0,34322417.0,2291.0,1
135,36494.9,1000.0,1000.0,1000.0,34173334.0,2187.0,1
140,38277.9,1000.0,1000.0,1000.0,39005615.0,2018.0,1
145,36249.28333333,1000.0,1000.0,1000.0,41144417.0,2087.0,1
150,41786.55,1000.0,1000.0,1000.0,37667883.0,2693.0,1
155,41271.51666666,1000.0,1000.0,1000.0,46985478.0,1991.0,1
160,41288.16666666,1000.0,1000.0,1000.0,46985478.0,1991.0,1
165,37419.25,1000.0,1000.0,1000.0,53304581.0,2161.0,1
170,33558.68333333,1000.0,1000.0,1000.0,45878588.0,2161.0,1
175,30425.98333333,1000.0,1000.0,1000.0,45878588.0,2161.0,1
180,,,,,45878588.0,2161.0,0
280,0.0,1000.0,0.0,0.0,,,1
285,0.0,1000.0,0.0,0.0,,,1
290,879.3166666666,677.0,253.0,351.0,,,1
295,2292.5666666666,809.0,203.0,580.0,,,1
300,6963.76666666,873.0,412.0,466.0,,,1
305,11808.1,905.0,558.0,635.0,,,1
310,16344.98333333,924.0,630.0,665.0,,,1
315,18016.85,937.0,685.0,701.0,,,1
320,23292.0,946.0,713.0,695.0,,,1
325,23292.0,953.0,749.0,733.0,,,1
330,28823.883333330003,958.0,890.0,859.0,,,1
335,28823.883333330003,962.0,901.0,873.0,,,1
340,28823.883333330003,966.0,910.0,885.0,,,1
345,30205.633333330003,969.0,1000.0,1000.0,,,1
350,33215.41666666,995.0,1000.0,1000.0,,,1
355,31802.16666666,1000.0,1000.0,1000.0,,,1
360,27328.8,1000.0,1000.0,1000.0,,,1
365,27601.75,1000.0,1000.0,1000.0,,,1
370,23064.86666666,1000.0,1000.0,1000.0,,,1
375,23561.516666659998,1000.0,1000.0,1000.0,,,1
380,20917.36666666,1000.0,1000.0,1000.0,,,1
385,24150.91666666,1000.0,1000.0,1000.0,,,1
390,23724.316666659997,1000.0,1000.0,1000.0,,,1
395,26460.566666659997,1000.0,1000.0,1000.0,,,1
400,31039.083333330003,1000.0,1000.0,1000.0,,,1
405,35105.25,1000.0,1000.0,1000.0,,,1
410,36078.75,1000.0,1000.0,1000.0,,,1
415,36078.75,1000.0,1000.0,1000.0,,,1
420,37476.91666666,1000.0,1000.0,1000.0,,,1
425,36663.483333330005,1000.0,1000.0,1000.0,,,1
430,36663.483333330005,1000.0,1000.0,1000.0,,,1
435,36176.6,1000.0,1000.0,1000.0,,,1
440,37198.0,1000.0,1000.0,1000.0,,,1
445,33964.45,1000.0,1000.0,1000.0,,,1
450,29543.96666666,1000.0,1000.0,1000.0,,,1
455,26807.71666666,1000.0,1000.0,1000.0,,,1
460,25236.583333330003,1000.0,1000.0,1000.0,,,1
465,,,,,,,0
555,0.0,1000.0,0.0,0.0,-1.0,-1.0,1
560,0.0,1000.0,0.0,0.0,22637.0,1097.0,1
565,1353.8833333333,752.0,531.0,505.0,3293491.0,2928.0,1
570,2261.6,677.0,406.0,384.0,5713260.0,396.0,1
575,6270.766666670001,611.0,271.0,360.0,5713260.0,396.0,1
580,8559.133333329999,709.0,443.0,506.0,6272225.0,796.0,1
585,12425.633333329999,767.0,541.0,579.0,13512106.0,1197.0,1
590,14616.1,806.0,610.0,638.0,12112696.0,3332.0,1
595,19857.566666659997,834.0,747.0,773.0,16542894.0,1030.0,1
600,19857.566666659997,855.0,779.0,802.0,16542894.0,1030.0,1
605,22123.53333333,871.0,914.0,941.0,14863851.0,955.0,1
610,28489.3,884.0,885.0,929.0,20737204.0,1497.0,1
615,29941.5,894.0,884.0,933.0,20737204.0,1497.0,1
620,29941.5,903.0,894.0,939.0,20737204.0,1497.0,1
625,29607.11666666,924.0,1000.0,1000.0,23322844.0,1353.0,1
630,33115.18333333,957.0,1000.0,1000.0,21715437.0,1249.0,1
635,30865.61666666,1000.0,1000.0,1000.0,21715437.0,1249.0,1
640,28577.25,1000.0,1000.0,1000.0,19836361.0,10095.0,1
645,28002.95,1000.0,1000.0,1000.0,20344083.0,1178.0,1
650,29095.03333333,1000.0,1000.0,1000.0,20344083.0,1178.0,1
655,23853.566666659997,1000.0,1000.0,1000.0,19975460.0,8997.0,1
660,24908.85,1000.0,1000.0,1000.0,19975460.0,8997.0,1
665,24964.11666666,1000.0,1000.0,1000.0,8424145.0,1458.0,1
670,23514.9,1000.0,1000.0,1000.0,14340791.0,1194.0,1
675,27385.45,1000.0,1000.0,1000.0,22938250.0,1296.0,1
680,32504.633333330003,1000.0,1000.0,1000.0,21037709.0,1796.0,1
685,34773.08333333,1000.0,1000.0,1000.0,36863710.0,1596.0,1
690,32168.7,1000.0,1000.0,1000.0,36863710.0,1596.0,1
695,31221.333333330003,1000.0,1000.0,1000.0,35247773.0,1555.0,1
700,35764.05,1000.0,1000.0,1000.0,22179875.0,1054.0,1
705,32471.85,1000.0,1000.0,1000.0,22179875.0,1054.0,1
710,30078.2,1000.0,1000.0,1000.0,25316107.0,1359.0,1
715,34616.1,1000.0,1000.0,1000.0,18563161.0,1002.0,1
720,33560.81666666,1000.0,1000.0,1000.0,18563161.0,1002.0,1
725,31852.8,1000.0,1000.0,1000.0,25879926.0,9063.0,1
730,26936.25,1000.0,1000.0,1000.0,30262769.0,7486.0,1
735,,,,,10656358.0,725.0,0
835,0.0,1000.0,0.0,0.0,-1.0,-1.0,1
840,1261.7833333333,760.0,453.0,377.0,1419443.0,2256.0,1
845,2152.1333333333,602.0,226.0,376.0,5454438.0,410.0,1
850,2220.35,456.0,177.0,296.0,5454438.0,205.0,1
855,5406.5,578.0,386.0,442.0,7350294.0,2248.0,1
860,10609.33333333,663.0,491.0,493.0,7133262.0,877.0,1
865,10609.33333333,719.0,576.0,578.0,7133262.0,877.0,1
870,12620.41666666,759.0,803.0,783.0,18617690.0,1350.0,1
