,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1737112960000,-9.223372036854775e+18
1737112965000,-9.223372036854775e+18
1737112970000,-9.223372036854775e+18
1737112975000,-9.223372036854775e+18
1737112980000,-9.223372036854775e+18
1737112985000,-9.223372036854775e+18
1737112990000,-9.223372036854775e+18
1737112995000,-9.223372036854775e+18
1737113000000,-9.223372036854775e+18
1737113005000,-9.223372036854775e+18
1737113010000,-9.223372036854775e+18
1737113015000,-9.223372036854775e+18
1737113020000,-9.223372036854775e+18
1737113025000,-9.223372036854775e+18
1737113030000,-9.223372036854775e+18
1737113035000,-9.223372036854775e+18
1737113040000,-9.223372036854775e+18
1737113045000,-9.223372036854775e+18
1737113050000,-9.223372036854775e+18
1737113055000,-9.223372036854775e+18
1737113060000,-9.223372036854775e+18
1737113065000,-9.223372036854775e+18
1737113070000,-9.223372036854775e+18
1737113075000,-9.223372036854775e+18
1737113080000,-9.223372036854775e+18
1737113085000,-9.223372036854775e+18
1737113090000,-9.223372036854775e+18
1737113095000,-9.223372036854775e+18
1737113100000,-9.223372036854775e+18
1737113105000,-9.223372036854775e+18
1737113110000,-9.223372036854775e+18
1737113115000,-9.223372036854775e+18
1737113120000,-9.223372036854775e+18
1737113125000,-9.223372036854775e+18
1737113130000,-9.223372036854775e+18
1737113135000,-9.223372036854775e+18
1737113140000,-9.223372036854775e+18
1737113145000,-9.223372036854775e+18
1737113150000,-9.223372036854775e+18
1737113155000,-9.223372036854775e+18
1737113160000,-9.223372036854775e+18
1737113165000,-9.223372036854775e+18
1737113170000,-9.223372036854775e+18
1737113175000,-9.223372036854775e+18
1737113180000,-9.223372036854775e+18
1737113185000,-9.223372036854775e+18
1737113190000,-9.223372036854775e+18
1737113195000,-9.223372036854775e+18
1737113200000,-9.223372036854775e+18
1737113205000,-9.223372036854775e+18
1737113210000,
1737113235000,-9.223372036854776e+18
1737113240000,-9.223372036854776e+18
1737113245000,-9.223372036854776e+18
1737113250000,-9.223372036854776e+18
1737113255000,-9.223372036854776e+18
1737113260000,-9.223372036854776e+18
1737113265000,-9.223372036854776e+18
1737113270000,-9.223372036854776e+18
1737113275000,-9.223372036854776e+18
1737113280000,-9.223372036854776e+18
1737113285000,-9.223372036854776e+18
1737113290000,-9.223372036854776e+18
1737113295000,-9.223372036854776e+18
