,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1737112960000,1000.0,1000.0,,,,,,
1737112965000,0.0,0.0,,,,,,
1737112970000,55.0,33.0,,,,,,
1737112975000,153.0,89.0,,,,,,
1737112980000,337.0,216.0,,,,,,
1737112985000,469.0,328.0,,,,,,
1737112990000,550.0,414.0,,,,,,
1737112995000,614.0,475.0,,,,,,
1737113000000,657.0,524.0,,,,,,
1737113005000,694.0,577.0,,,,,,
1737113010000,724.0,602.0,,,,,,
1737113015000,749.0,639.0,,,,,,
1737113020000,769.0,662.0,,,,,,
1737113025000,857.0,753.0,,,,,,
1737113030000,927.0,798.0,,,,,,
1737113035000,981.0,862.0,,,,,,
1737113040000,990.0,894.0,,,,,,
1737113045000,990.0,899.0,,,,,,
1737113050000,994.0,912.0,,,,,,
1737113055000,994.0,919.0,,,,,,
1737113060000,998.0,924.0,,,,,,
1737113065000,999.0,924.0,,,,,,
1737113070000,1000.0,932.0,,,,,,
1737113075000,1000.0,921.0,,,,,,
1737113080000,1000.0,911.0,,,,,,
1737113085000,1000.0,898.0,,,,,,
1737113090000,1000.0,903.0,,,,,,
1737113095000,1000.0,889.0,,,,,,
1737113100000,1000.0,889.0,,,,,,
1737113105000,1000.0,893.0,,,,,,
1737113110000,1000.0,893.0,,,,,,
1737113115000,1000.0,900.0,,,,,,
1737113120000,1000.0,891.0,,,,,,
1737113125000,1000.0,891.0,,,,,,
1737113130000,1000.0,882.0,,,,,,
