,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737207205000,0.0
1737207210000,918.25
1737207215000,2476.3333333333
1737207220000,6940.8
1737207225000,11466.48333333
1737207230000,16747.16666666
1737207235000,20528.41666666
1737207240000,20528.41666666
1737207245000,29229.96666666
1737207250000,29229.96666666
1737207255000,29229.96666666
1737207260000,37167.91666666
1737207265000,37167.91666666
1737207270000,36249.66666666
1737207275000,34691.58333333
1737207280000,30227.11666666
1737207285000,25701.433333330002
1737207290000,20420.75
1737207295000,16639.5
1737207300000,16639.5
1737207305000,7937.95
1737207310000,7937.95
1737207315000,7937.95
1737207320000,0.0
1737207325000,0.0
1737207330000,0.0
1737207335000,0.0
1737207340000,0.0
1737207345000,0.0
1737207350000,0.0
1737207355000,1515.4833333333
1737207360000,1515.4833333333
1737207365000,1515.4833333333
1737207370000,1515.4833333333
1737207375000,1515.4833333333
1737207380000,1515.4833333333
1737207385000,1515.4833333333
1737207390000,1515.4833333333
1737207395000,1515.4833333333
1737207400000,1515.4833333333
1737207405000,1515.4833333333
1737207410000,1515.4833333333
1737207415000,0.0
1737207420000,0.0
1737207425000,0.0
1737207430000,0.0
1737207435000,0.0
1737207440000,0.0
1737207445000,0.0
1737207450000,
