Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,Predictions
0,0.0,0.0,,,
1,19613.530303027444,843.7094901998767,893.5263157894736,28.362601161168108,
2,37406.44090908493,1176.0951853207746,871.4025974025974,6.430781719992824,47372.0
3,57239.44415583407,1782.8135248192475,881.7445887445887,8.062184286430812,65378.0
4,67378.049145287,2309.0720487736985,792.7211538461538,9.054417382042338,84740.0
5,83154.80066665128,2613.4000744592636,764.3466666666667,8.688268736038824,81549.0
6,99006.2371621438,3004.4316270806266,741.3108108108108,8.816022683071129,109667.0
