,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737514415000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5973000.0,6604000.0,5973000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514420000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,554000.0,978.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514425000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,256000.0,997.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514430000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,256000.0,424.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514435000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514440000,9.0,20.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,10.0,218412000.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514445000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,14.0,9.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514450000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,10.0,41616000.0,12500000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514455000,,,,,,,,,,,,,,,
1737514470000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,96.0,100.0,1903.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514475000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,80253000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514480000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,78723000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514485000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,7092000.0,80.0,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514490000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,80.0,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514495000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,80.0,90.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514500000,,,,,,,,,,,,,,,
1737514520000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,218412000.0,118.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514525000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,17847000.0,118.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514530000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,1.0,80.0,1057.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514535000,,,,,,,,,,,,,,,
1737514570000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29647000.0,0.0,26823000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514575000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,61.0,89.0,181.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514580000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,47133000.0,491.0,861.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514585000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,3825000.0,491.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514590000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,2304000.0,491.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737514595000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,2304000.0,491.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
