,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source,Map,Map,Map,Map,Map,Map,Map,Sink:_Sink,Source:_Source,Map,Map,Map,Map,Map,Map,Map,Sink:_Sink,Source:_Source,Map,Map,Map,Map,Map,Map,Map,Sink:_Sink
,0,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,0
Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722247050000,0.0,10.0,1.0,6.0,2.0,2.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,361.0,38.0,452.0,124.0,67.0,33.0,,0.0
1722247055000,0.0,8.0,0.0,5.0,1.0,0.0,0.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,301.0,33.0,73.0,32.0,35.0,31.0,,0.0
1722247060000,0.0,8.0,1.0,4.0,0.0,0.0,1.0,,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,406.0,38.0,46.0,80.0,37.0,67.0,,0.0
1722247065000,0.0,9.0,7.0,0.0,3.0,2.0,0.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,653.0,402.0,40.0,201.0,31.0,63.0,,0.0
1722247070000,0.0,9.0,3.0,8.0,1.0,4.0,0.0,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,35.0,1550.0,34.0,38.0,42.0,,0.0
1722247075000,0.0,4.0,2.0,3.0,0.0,3.0,1.0,,1.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,,0.0,-9.223372036854775e+18,335.0,34.0,120.0,56.0,120.0,30.0,,0.0
1722247080000,0.0,11.0,3.0,2.0,0.0,0.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,402.0,31.0,50.0,31.0,37.0,100.0,,0.0
1722247085000,0.0,12.0,8.0,2.0,2.0,0.0,0.0,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,201.0,266823000.0,36.0,107.0,120.0,55.0,,0.0
1722247090000,0.0,13.0,2.0,5.0,0.0,0.0,1.0,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,335.0,40.0,201.0,26.0,34.0,30.0,,0.0
1722247095000,0.0,9.0,0.0,2.0,0.0,9.0,0.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,-9.223372036854775e+18,361.0,34.0,74.0,34.0,242.0,100.0,,0.0
1722247100000,0.0,11.0,2.0,4.0,0.0,3.0,0.0,,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,80.0,41.0,110.0,41.0,80.0,,0.0
1722247105000,0.0,9.0,5.0,5.0,3.0,1.0,1.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,402.0,1279.0,45.0,67.0,40.0,36.0,,0.0
1722247110000,0.0,9.0,3.0,4.0,3.0,2.0,1.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,70.0,351.0,33.0,41.0,32.0,,0.0
1722247115000,0.0,14.0,2.0,3.0,0.0,4.0,0.0,,1.0,19.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,871.0,37.0,120.0,31.0,241.0,44.0,,0.0
1722247120000,0.0,12.0,2.0,2.0,1.0,0.0,2.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,97.0,150.0,35.0,40.0,281.0,,0.0
1722247125000,0.0,8.0,9.0,4.0,2.0,0.0,0.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,303.0,48.0,115.0,124.0,39.0,,0.0
1722247130000,0.0,9.0,2.0,8.0,0.0,2.0,2.0,,2.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,33.0,321.0,30.0,40.0,34.0,,0.0
1722247135000,0.0,9.0,0.0,3.0,2.0,5.0,0.0,,5.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,402.0,35.0,75.0,96.0,342.0,66.0,,0.0
1722247140000,0.0,9.0,0.0,0.0,2.0,2.0,2.0,,1.0,13.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.0,-9.223372036854775e+18,365.0,31.0,43.0,33.0,78.0,120.0,,0.0
1722247145000,0.0,8.0,3.0,1.0,4.0,0.0,0.0,,2.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,484.0,469.0,36.0,160.0,113.0,32.0,,0.0
1722247150000,0.0,10.0,5.0,3.0,0.0,0.0,0.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,361.0,62.0,150.0,34.0,34.0,38.0,,0.0
1722247155000,0.0,13.0,3.0,3.0,0.0,1.0,0.0,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,502.0,35.0,45.0,32.0,80.0,36.0,,0.0
1722247160000,0.0,11.0,0.0,4.0,1.0,0.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,74.0,45.0,72.0,42.0,134.0,,0.0
1722247165000,0.0,11.0,7.0,0.0,4.0,0.0,0.0,,1.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,,0.0,-9.223372036854775e+18,442.0,502.0,105.0,160.0,39.0,33.0,,0.0
1722247170000,0.0,10.0,0.0,3.0,0.0,1.0,0.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,361.0,33.0,121.0,39.0,99.0,34.0,,0.0
1722247175000,0.0,10.0,0.0,0.0,2.0,2.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,-9.223372036854775e+18,536.0,40.0,39.0,67.0,119.0,47.0,,0.0
1722247180000,0.0,9.0,1.0,0.0,0.0,1.0,2.0,,1.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.0,-9.223372036854775e+18,402.0,35.0,35.0,40.0,79.0,65.0,,0.0
1722247185000,0.0,7.0,5.0,1.0,1.0,1.0,0.0,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,281.0,121.0,43.0,33.0,40.0,72.0,,0.0
1722247190000,0.0,12.0,0.0,8.0,0.0,0.0,0.0,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,502.0,45.0,538.0,38.0,34.0,36.0,,0.0
1722247195000,0.0,9.0,2.0,0.0,1.0,8.0,0.0,,2.0,13.0,1.0,2.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,552.0,52.0,120.0,67.0,160.0,45.0,,0.0
1722247200000,0.0,9.0,0.0,0.0,0.0,1.0,0.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,361.0,33.0,36.0,38.0,80.0,30.0,,1.0
1722247205000,0.0,13.0,8.0,1.0,3.0,2.0,1.0,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,653.0,1731.0,38.0,266.0,38.0,100.0,,1.0
1722247210000,0.0,10.0,0.0,6.0,0.0,2.0,0.0,,1.0,14.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,502.0,67.0,201.0,120.0,31.0,35.0,,1.0
1722247215000,0.0,10.0,3.0,2.0,0.0,5.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,36.0,129.0,35.0,273.0,34.0,,0.0
1722247220000,0.0,11.0,0.0,3.0,2.0,4.0,1.0,,2.0,15.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,402.0,75.0,39.0,51.0,61.0,31.0,,0.0
1722247225000,0.0,7.0,2.0,2.0,0.0,5.0,0.0,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,281.0,2375.0,38.0,33.0,134.0,100.0,,0.0
1722247230000,0.0,11.0,2.0,7.0,0.0,5.0,2.0,,1.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,505.0,120.0,281.0,47.0,160.0,70.0,,0.0
1722247235000,0.0,12.0,0.0,3.0,1.0,4.0,0.0,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,452.0,37.0,120.0,65.0,160.0,31.0,,0.0
1722247240000,0.0,9.0,0.0,5.0,0.0,2.0,2.0,,2.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,502.0,35.0,80.0,96.0,35.0,63.0,,0.0
1722247245000,0.0,9.0,2.0,1.0,3.0,0.0,1.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,361.0,50.0,47.0,301.0,112.0,67.0,,0.0
1722247250000,0.0,10.0,3.0,6.0,2.0,0.0,1.0,,1.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,76.0,351.0,36.0,131.0,85.0,,0.0
1722247255000,0.0,10.0,3.0,4.0,0.0,4.0,0.0,,2.0,15.0,2.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,482.0,80.0,79.0,65.0,242.0,34.0,,0.0
1722247260000,0.0,11.0,1.0,3.0,2.0,0.0,1.0,,1.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,804.0,83.0,39.0,68.0,38.0,32.0,,0.0
1722247265000,0.0,12.0,3.0,6.0,2.0,3.0,2.0,,1.0,17.0,1.0,2.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,1374.0,226.0,100.0,36.0,34.0,,0.0
1722247270000,0.0,11.0,2.0,2.0,0.0,2.0,1.0,,1.0,16.0,1.0,1.0,10.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,653.0,67.0,59294000.0,32.0,40.0,38.0,,0.0
1722247275000,0.0,12.0,1.0,3.0,0.0,8.0,0.0,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,361.0,44.0,40.0,38.0,282.0,67.0,,0.0
1722247280000,0.0,11.0,1.0,3.0,0.0,2.0,0.0,,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,34.0,100.0,32.0,36.0,68.0,,0.0
1722247285000,0.0,14.0,5.0,3.0,0.0,2.0,1.0,,1.0,19.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,653.0,335.0,140.0,25.0,35.0,68.0,,0.0
1722247290000,0.0,12.0,1.0,8.0,0.0,1.0,0.0,,1.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,180.0,251.0,31.0,32.0,28.0,,0.0
1722247295000,0.0,11.0,3.0,4.0,0.0,7.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,-9.223372036854775e+18,452.0,291.0,60.0,34.0,281.0,43.0,,0.0
1722247300000,0.0,10.0,0.0,1.0,0.0,2.0,2.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,36.0,36.0,42.0,32.0,134.0,,0.0
1722247305000,0.0,11.0,5.0,0.0,2.0,0.0,0.0,,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,502.0,47.0,67.0,68.0,39.0,,0.0
1722247310000,0.0,10.0,9.0,4.0,1.0,3.0,1.0,,1.0,15.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,502.0,904.0,154.0,37.0,32.0,58.0,,0.0
1722247315000,0.0,11.0,1.0,0.0,1.0,6.0,0.0,,3.0,16.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,555.0,25.0,39.0,34.0,206.0,29.0,,1.0
1722247320000,0.0,11.0,0.0,3.0,0.0,0.0,1.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,-9.223372036854775e+18,361.0,37.0,40.0,35.0,107.0,67.0,,0.0
1722247325000,0.0,11.0,8.0,0.0,4.0,0.0,1.0,,1.0,16.0,1.0,1.0,1.0,2.0,1.0,1.0,,0.0,-9.223372036854775e+18,561.0,469.0,40.0,107.0,80.0,67.0,,0.0
1722247330000,0.0,9.0,1.0,5.0,1.0,0.0,2.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,33.0,241.0,106.0,40.0,37.0,,0.0
1722247335000,0.0,11.0,0.0,2.0,0.0,4.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,502.0,37.0,42.0,37.0,239.0,67.0,,0.0
1722247340000,0.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,510.0,40.0,39.0,43.0,37.0,33.0,,0.0
1722247345000,0.0,10.0,4.0,6.0,5.0,0.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,452.0,100.0,59.0,227.0,44.0,35.0,,0.0
1722247350000,0.0,10.0,0.0,6.0,1.0,4.0,2.0,,5.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,502.0,40.0,606.0,118.0,127.0,82.0,,0.0
1722247355000,0.0,9.0,1.0,0.0,0.0,4.0,0.0,,1.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,502.0,35.0,37.0,24.0,199.0,39.0,,0.0
1722247360000,0.0,13.0,1.0,1.0,0.0,0.0,0.0,,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,871.0,32.0,121.0,67.0,43.0,100.0,,0.0
1722247365000,0.0,9.0,2.0,0.0,3.0,0.0,2.0,,6.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,361.0,402.0,41.0,175.0,128.0,25.0,,0.0
1722247370000,0.0,12.0,1.0,6.0,1.0,1.0,2.0,,1.0,17.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,442.0,39.0,241.0,63.0,99.0,39.0,,0.0
1722247375000,0.0,10.0,0.0,0.0,0.0,7.0,0.0,,2.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,38.0,120.0,34.0,249.0,33.0,,0.0
1722247380000,0.0,13.0,2.0,2.0,1.0,3.0,1.0,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,659.0,39.0,101.0,43.0,67.0,34.0,,0.0
1722247385000,0.0,13.0,5.0,2.0,5.0,0.0,1.0,,1.0,18.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,402.0,251.0,64.0,201.0,62.0,51.0,,0.0
1722247390000,0.0,10.0,5.0,3.0,0.0,1.0,0.0,,8.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,402.0,134.0,281.0,33.0,38.0,32.0,,0.0
1722247395000,0.0,11.0,2.0,3.0,0.0,7.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,-9.223372036854775e+18,452.0,37.0,70.0,29.0,230.0,34.0,,0.0
1722247400000,0.0,11.0,0.0,3.0,0.0,0.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,555.0,103.0,40.0,120.0,66.0,67.0,,0.0
1722247405000,0.0,8.0,6.0,0.0,4.0,3.0,0.0,,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,402.0,65.0,205.0,160.0,130.0,,0.0
1722247410000,0.0,9.0,1.0,6.0,1.0,2.0,0.0,,2.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,67.0,703.0,33.0,79.0,108.0,,0.0
1722247415000,0.0,6.0,1.0,2.0,1.0,3.0,0.0,,1.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,-9.223372036854775e+18,536.0,37.0,37.0,35.0,84.0,33.0,,0.0
1722247420000,0.0,8.0,0.0,6.0,1.0,3.0,0.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,361.0,120.0,38.0,142.0,40.0,100.0,,0.0
1722247425000,0.0,9.0,4.0,3.0,4.0,3.0,1.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,502.0,177.0,120.0,80.0,26.0,,0.0
1722247430000,0.0,10.0,1.0,6.0,1.0,2.0,2.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,72.0,160.0,36.0,40.0,62.0,,0.0
1722247435000,0.0,13.0,0.0,3.0,2.0,4.0,0.0,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,606.0,133.0,86.0,102.0,281.0,40.0,,0.0
1722247440000,0.0,8.0,2.0,1.0,2.0,6.0,1.0,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,36.0,35.0,67.0,121.0,67.0,,0.0
1722247445000,0.0,8.0,5.0,1.0,3.0,2.0,0.0,,1.0,13.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,536.0,43.0,100.0,32.0,93.0,,0.0
1722247450000,0.0,10.0,2.0,8.0,0.0,1.0,0.0,,2.0,25.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,552.0,33.0,201.0,29.0,40.0,100.0,,0.0
1722247455000,0.0,11.0,1.0,4.0,2.0,3.0,0.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,603.0,31.0,53.0,32.0,241.0,36.0,,0.0
1722247460000,0.0,11.0,2.0,4.0,0.0,1.0,2.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,737.0,39.0,117.0,35.0,241.0,96.0,,0.0
1722247465000,0.0,11.0,8.0,1.0,0.0,0.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,361.0,703.0,39.0,104.0,40.0,32.0,,0.0
1722247470000,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,301.0,64.0,45.0,37.0,36.0,30.0,,0.0
1722247475000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,72.0,35.0,39.0,35.0,37.0,35.0,,0.0
1722247480000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,11.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,82.0,41.0,40.0,38.0,38.0,32.0,,0.0
1722247485000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,42.0,36.0,34.0,29.0,40.0,36.0,,0.0
1722247490000,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,402.0,35.0,37.0,42.0,39.0,35.0,,0.0
1722247495000,0.0,6.0,1.0,0.0,0.0,0.0,0.0,,1.0,11.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,241.0,30.0,32.0,29.0,45.0,34.0,,0.0
1722247500000,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,100.0,35.0,37.0,34.0,45.0,35.0,,0.0
1722247505000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,50.0,46.0,38.0,35.0,47.0,39.0,,0.0
1722247510000,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,33.0,34.0,42.0,29.0,40.0,34.0,,0.0
1722247515000,0.0,4.0,1.0,3.0,0.0,0.0,0.0,,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,62.0,106.0,160.0,36.0,39.0,34.0,,0.0
1722247520000,0.0,7.0,0.0,1.0,0.0,0.0,0.0,,1.0,12.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,351.0,33.0,42.0,34.0,41.0,35.0,,0.0
1722247525000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,47.0,34.0,47.0,38.0,39.0,39.0,,0.0
1722247530000,0.0,14.0,4.0,7.0,2.0,4.0,1.0,,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,672.0,80.0,160.0,30.0,120.0,63.0,,0.0
1722247535000,0.0,0.0,0.0,,0.0,9.0,0.0,,1.0,0.0,1.0,0.0,,1.0,1.0,3.0,,0.0,-9.223372036854775e+18,502.0,26823000.0,,40.0,241.0,34.0,,0.0
1722247540000,,,0.0,0.0,,,,,,7.0,1.0,1.0,0.0,1.0,1.0,,,,,,10.0,14711000.0,7.0,,15.0,,
1722247545000,0.0,5.0,1.0,0.0,0.0,0.0,0.0,,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854775e+18,439.0,37.0,20.0,47.0,37.0,29.0,,0.0
1722247550000,0.0,,,0.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,,0.0,,283.0,34.0,43.0,,,,,0.0
1722247555000,0.0,8.0,2.0,2.0,4.0,0.0,0.0,,1.0,13.0,1.0,1.0,,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,804.0,38.0,,129.0,42.0,34.0,,0.0
1722247560000,0.0,10.0,0.0,0.0,2.0,7.0,2.0,,1.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,,0.0,-9.223372036854776e+18,361.0,50.0,47.0,29.0,1411.0,35.0,,0.0
1722247565000,0.0,9.0,1.0,1.0,1.0,1.0,0.0,,8.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,505.0,58.0,114.0,41.0,80.0,78.0,,0.0
1722247570000,0.0,10.0,0.0,0.0,1.0,0.0,1.0,,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,552.0,36.0,36.0,72.0,43.0,34.0,,0.0
1722247575000,0.0,10.0,0.0,0.0,0.0,2.0,0.0,,1.0,15.0,1.0,8.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,502.0,34.0,79.0,31.0,38.0,66.0,,0.0
1722247580000,0.0,6.0,4.0,0.0,0.0,1.0,0.0,,4.0,11.0,1.0,1.0,1.0,10.0,1.0,1.0,,0.0,-9.223372036854776e+18,355.0,35.0,30.0,28.0,40.0,70.0,,0.0
1722247585000,0.0,8.0,2.0,0.0,1.0,3.0,0.0,,10.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,385.0,34.0,73.0,73.0,38.0,33.0,,26.0
1722247590000,0.0,11.0,5.0,0.0,1.0,0.0,0.0,,5.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,904.0,335.0,36.0,41.0,45.0,53.0,,0.0
1722247595000,0.0,13.0,9.0,1.0,0.0,3.0,1.0,,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,871.0,1186.0,32.0,39.0,45.0,31.0,,0.0
1722247600000,0.0,9.0,4.0,1.0,3.0,7.0,0.0,,8.0,14.0,1.0,1.0,1.0,4.0,1.0,1.0,,0.0,-9.223372036854776e+18,452.0,37.0,28.0,45.0,301.0,46.0,,0.0
1722247605000,0.0,9.0,4.0,3.0,0.0,2.0,0.0,,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,-9.223372036854776e+18,603.0,49.0,58.0,97.0,108.0,33.0,,0.0
1722247610000,,,0.0,,1.0,,,,,9.0,,0.0,,1.0,,1.0,,,-9.223372036854775e+18,,73.0,,80.0,44.0,29.0,,0.0
1722247615000,0.0,11.0,6.0,1.0,1.0,1.0,0.0,,1.0,16.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.0,-9.223372036854775e+18,737.0,398.0,126.0,33.0,39.0,33.0,,1.0
1722247620000,,,,,,,,,,,,,,,,,,,,,,,,,,,
