,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737515390000,0.0
1737515395000,0.0
1737515400000,0.0
1737515405000,170.3833333333
1737515410000,576.0666666666
1737515415000,576.0666666666
1737515420000,2504.5166666666
1737515425000,10345.23333333
1737515430000,10861.66666666
1737515435000,18629.6
1737515440000,18629.6
1737515445000,18629.6
1737515450000,22522.03333333
1737515455000,31531.73333333
1737515460000,31531.73333333
1737515465000,31361.35
1737515470000,39798.68333333
1737515475000,39798.68333333
1737515480000,41824.68333333
1737515485000,36684.08333333
1737515490000,36576.8
1737515495000,33821.58333333
1737515500000,34090.66666666
1737515505000,35351.03333333
1737515510000,36929.68333333
1737515515000,33781.68333333
1737515520000,36777.55
1737515525000,38314.58333333
1737515530000,33971.53333333
1737515535000,34335.1
1737515540000,35342.15
1737515545000,33933.9
1737515550000,38337.26666666
1737515555000,33324.55
1737515560000,33055.466666659995
1737515565000,
1737515575000,0.0
1737515580000,0.0
1737515585000,667.0333333333
1737515590000,8438.26666666
1737515595000,14159.533333329999
1737515600000,14159.533333329999
1737515605000,19922.3
1737515610000,19922.3
1737515615000,25454.36666666
1737515620000,25454.36666666
1737515625000,31439.73333333
1737515630000,
