Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,1000.0,,,,,,0.0,0.0,,,1
5,0.0,,,,,,678.0,,,,,,0.0,0.0,,,1
10,669.3833333333,,,,,,781.0,,,,,,0.0,0.0,,,1
15,896.4166666666,,,,,,541.0,,,,,,0.0,0.0,,,1
20,896.4166666666,,,,,,401.0,,,,,,0.0,0.0,,,1
25,896.4166666666,,,,,,319.0,,,,,,0.0,0.0,,,1
30,2299.45,,,,,,340.0,,,,,,0.0,56.0,,,1
35,5679.45,,,,,,427.0,,,,,,111.0,158.0,,,1
40,9375.633333329999,,,,,,492.0,,,,,,204.0,221.0,,,1
45,15958.466666659999,,,,,,547.0,,,,,,261.0,270.0,,,1
50,17639.38333333,,,,,,593.0,,,,,,333.0,340.0,,,1
55,23626.1,,,,,,630.0,,,,,,361.0,360.0,,,1
60,23630.16666666,,,,,,661.0,,,,,,410.0,414.0,,,1
65,28120.36666666,,,,,,688.0,,,,,,548.0,552.0,,,1
70,29449.766666659998,,,,,,697.0,,,,,,623.0,623.0,,,1
75,29222.73333333,,,,,,776.0,,,,,,707.0,707.0,,,1
80,33365.33333333,,,,,,859.0,,,,,,916.0,912.0,,,1
85,36359.78333333,,,,,,941.0,,,,,,983.0,979.0,,,1
90,34956.75,,,,,,987.0,,,,,,1000.0,1000.0,,,1
95,33424.85,,,,,,991.0,,,,,,1000.0,1000.0,,,1
100,34653.08333333,,,,,,994.0,,,,,,1000.0,1000.0,,,1
105,28070.25,,,,,,995.0,,,,,,1000.0,1000.0,,,1
110,27623.65,,,,,,995.0,,,,,,1000.0,1000.0,,,1
115,21636.93333333,,,,,,995.0,,,,,,1000.0,1000.0,,,1
120,24324.266666659998,,,,,,995.0,,,,,,1000.0,1000.0,,,1
125,23756.583333330003,,,,,,994.0,,,,,,1000.0,1000.0,,,1
130,25110.316666659997,,,,,,994.0,,,,,,1000.0,1000.0,,,1
135,29742.25,,,,,,994.0,,,,,,1000.0,1000.0,,,1
140,27674.883333330003,,,,,,995.0,,,,,,1000.0,1000.0,,,1
145,29268.7,,,,,,997.0,,,,,,1000.0,1000.0,,,1
150,31650.766666659998,,,,,,997.0,,,,,,1000.0,1000.0,,,1
155,29802.66666666,,,,,,997.0,,,,,,1000.0,1000.0,,,1
160,31678.1,,,,,,998.0,,,,,,1000.0,1000.0,,,1
165,31678.1,,,,,,998.0,,,,,,1000.0,1000.0,,,1
170,31329.36666666,,,,,,997.0,,,,,,1000.0,1000.0,,,1
175,31748.15,,,,,,997.0,,,,,,1000.0,1000.0,,,1
180,29056.75,,,,,,997.0,,,,,,1000.0,1000.0,,,1
185,27044.833333330003,,,,,,995.0,,,,,,1000.0,1000.0,,,1
190,27711.73333333,,,,,,995.0,,,,,,1000.0,1000.0,,,1
195,27244.2,,,,,,994.0,,,,,,1000.0,1000.0,,,1
200,27944.21666666,,,,,,993.0,,,,,,1000.0,1000.0,,,1
205,27194.55,,,,,,991.0,,,,,,1000.0,1000.0,,,1
210,29987.816666659997,,,,,,991.0,,,,,,1000.0,1000.0,,,1
215,31532.35,,,,,,991.0,,,,,,1000.0,1000.0,,,1
220,26279.48333333,,,,,,991.0,,,,,,1000.0,1000.0,,,1
225,31373.316666659997,,,,,,991.0,,,,,,1000.0,1000.0,,,1
230,30487.73333333,,,,,,992.0,,,,,,1000.0,1000.0,,,1
235,30068.95,,,,,,992.0,,,,,,1000.0,1000.0,,,1
240,30068.95,,,,,,992.0,,,,,,1000.0,1000.0,,,1
245,28408.933333330002,,,,,,995.0,,,,,,1000.0,1000.0,,,1
250,29344.266666659998,,,,,,995.0,,,,,,1000.0,1000.0,,,1
