,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737206565000,1000.0
1737206570000,502.0
1737206575000,402.0
1737206580000,374.0
1737206585000,528.0
1737206590000,621.0
1737206595000,684.0
1737206600000,729.0
1737206605000,763.0
1737206610000,790.0
1737206615000,811.0
1737206620000,828.0
1737206625000,842.0
1737206630000,884.0
1737206635000,942.0
1737206640000,999.0
1737206645000,1000.0
1737206650000,1000.0
1737206655000,1000.0
1737206660000,1000.0
1737206665000,1000.0
1737206670000,1000.0
1737206675000,1000.0
1737206680000,1000.0
1737206685000,1000.0
1737206690000,1000.0
1737206695000,1000.0
1737206700000,1000.0
1737206705000,1000.0
1737206710000,1000.0
1737206715000,1000.0
1737206720000,1000.0
1737206725000,1000.0
1737206730000,1000.0
1737206735000,1000.0
1737206740000,1000.0
1737206745000,1000.0
1737206750000,1000.0
1737206755000,1000.0
1737206760000,1000.0
1737206765000,1000.0
1737206770000,1000.0
1737206775000,1000.0
1737206780000,1000.0
1737206785000,1000.0
1737206790000,1000.0
1737206795000,1000.0
1737206800000,1000.0
1737206805000,
