,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737206565000,0.0
1737206570000,930.9
1737206575000,2295.35
1737206580000,5265.41666667
1737206585000,9313.06666666
1737206590000,14291.633333329999
1737206595000,18667.816666659997
1737206600000,21337.08333333
1737206605000,26311.833333330003
1737206610000,26311.833333330003
1737206615000,29052.55
1737206620000,34512.78333333
1737206625000,34512.78333333
1737206630000,35862.25
1737206635000,38840.68333333
1737206640000,35870.61666666
1737206645000,37901.01666666
1737206650000,32922.45
1737206655000,31473.933333330002
1737206660000,31582.46666666
1737206665000,26698.7
1737206670000,28415.65
1737206675000,31350.766666659998
1737206680000,32024.48333333
1737206685000,37836.233333330005
1737206690000,37651.26666666
1737206695000,36792.3
1737206700000,37155.55
1737206705000,36841.75
1737206710000,36841.75
1737206715000,39391.233333330005
1737206720000,36613.43333333
1737206725000,41452.88333333
1737206730000,40417.01666666
1737206735000,34741.18333333
1737206740000,29641.78333333
1737206745000,29811.566666659997
1737206750000,34078.716666659995
1737206755000,35729.28333333
1737206760000,39237.4
1737206765000,35350.966666659995
1737206770000,35350.966666659995
1737206775000,36142.78333333
1737206780000,36142.78333333
1737206785000,36528.36666666
1737206790000,36065.95
1737206795000,38126.03333333
1737206800000,37576.15
1737206805000,
