,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1736809415000,1000.0,,,,,,,
1736809420000,1000.0,,,,,,,
1736809425000,826.0,,,,,,,
1736809430000,913.0,,,,,,,
1736809435000,942.0,,,,,,,
1736809440000,957.0,,,,,,,
1736809445000,965.0,,,,,,,
1736809450000,971.0,,,,,,,
1736809455000,975.0,,,,,,,
1736809460000,978.0,,,,,,,
1736809465000,981.0,,,,,,,
1736809470000,983.0,,,,,,,
1736809475000,984.0,,,,,,,
1736809480000,986.0,,,,,,,
1736809485000,1000.0,,,,,,,
1736809490000,1000.0,,,,,,,
1736809495000,1000.0,,,,,,,
1736809500000,1000.0,,,,,,,
1736809505000,1000.0,,,,,,,
1736809510000,1000.0,,,,,,,
1736809515000,1000.0,,,,,,,
1736809520000,1000.0,,,,,,,
1736809525000,1000.0,,,,,,,
1736809530000,1000.0,,,,,,,
1736809535000,1000.0,,,,,,,
1736809540000,1000.0,,,,,,,
1736809545000,1000.0,,,,,,,
1736809550000,1000.0,,,,,,,
1736809555000,1000.0,,,,,,,
1736809560000,1000.0,,,,,,,
1736809565000,1000.0,,,,,,,
1736809570000,1000.0,,,,,,,
1736809575000,1000.0,,,,,,,
1736809580000,999.0,,,,,,,
1736809585000,999.0,,,,,,,
1736809590000,1000.0,,,,,,,
1736809595000,1000.0,,,,,,,
1736809600000,1000.0,,,,,,,
1736809605000,1000.0,,,,,,,
1736809610000,1000.0,,,,,,,
