,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1736809415000,0.0,,,,,,,
1736809420000,0.0,,,,,,,
1736809425000,1283.75,,,,,,,
1736809430000,4011.75,,,,,,,
1736809435000,8488.23333333,,,,,,,
1736809440000,11364.71666666,,,,,,,
1736809445000,16855.21666666,,,,,,,
1736809450000,18945.08333333,,,,,,,
1736809455000,18945.08333333,,,,,,,
1736809460000,20797.35,,,,,,,
1736809465000,26147.41666666,,,,,,,
1736809470000,26147.41666666,,,,,,,
1736809475000,26147.41666666,,,,,,,
1736809480000,28701.583333330003,,,,,,,
1736809485000,31784.266666659998,,,,,,,
1736809490000,29056.266666659998,,,,,,,
1736809495000,24579.78333333,,,,,,,
1736809500000,25521.633333330003,,,,,,,
1736809505000,22974.83333333,,,,,,,
1736809510000,20884.96666666,,,,,,,
1736809515000,20884.96666666,,,,,,,
1736809520000,20209.5,,,,,,,
1736809525000,16389.566666659997,,,,,,,
1736809530000,22091.71666666,,,,,,,
1736809535000,24856.266666659998,,,,,,,
1736809540000,25029.78333333,,,,,,,
1736809545000,20663.35,,,,,,,
1736809550000,24856.7,,,,,,,
1736809555000,26355.266666659998,,,,,,,
1736809560000,22848.816666659997,,,,,,,
1736809565000,25131.9,,,,,,,
1736809570000,25131.9,,,,,,,
1736809575000,26913.883333330003,,,,,,,
1736809580000,29867.6,,,,,,,
1736809585000,28337.46666666,,,,,,,
1736809590000,23766.23333333,,,,,,,
1736809595000,23664.46666666,,,,,,,
