,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737515055000,0.0
1737515060000,0.0
1737515065000,0.0
1737515070000,125.3
1737515075000,436.75
1737515080000,559.5166666666
1737515085000,8180.36666666
1737515090000,14923.866666659998
1737515095000,
1737515110000,0.0
1737515115000,0.0
1737515120000,250.55
1737515125000,4743.61666667
1737515130000,6877.9166666599995
1737515135000,
1737515155000,0.0
1737515160000,6570.58333333
1737515165000,12513.766666659998
1737515170000,14209.033333329999
1737515175000,14209.033333329999
1737515180000,14209.033333329999
1737515185000,14209.033333329999
1737515190000,14209.033333329999
1737515195000,14209.033333329999
1737515200000,
1737515225000,0.0
1737515230000,0.0
1737515235000,998.0166666665999
1737515240000,5790.01666667
1737515245000,
