,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737492660000,0.0
1737492665000,0.0
1737492670000,0.0
1737492675000,0.0
1737492680000,382.8
1737492685000,555.8333333333
1737492690000,760.0333333333
1737492695000,3059.9333333332997
1737492700000,5354.01666667
1737492705000,10125.61666666
1737492710000,13349.0
1737492715000,13349.0
1737492720000,13349.0
1737492725000,19043.93333333
1737492730000,21790.2
1737492735000,21790.2
1737492740000,21407.4
1737492745000,22990.58333333
1737492750000,28483.86666666
1737492755000,28439.53333333
1737492760000,26145.45
1737492765000,22350.8
1737492770000,24960.566666659997
1737492775000,25209.98333333
1737492780000,25765.46666666
1737492785000,22213.78333333
1737492790000,21777.983333329998
1737492795000,26890.8
1737492800000,26890.8
1737492805000,29719.15
1737492810000,24972.85
1737492815000,23289.78333333
1737492820000,28600.516666659998
1737492825000,27623.566666659997
1737492830000,26314.21666666
1737492835000,27358.78333333
1737492840000,27803.183333330002
1737492845000,28816.25
1737492850000,30058.2
1737492855000,30636.066666659997
1737492860000,30636.066666659997
1737492865000,30242.0
1737492870000,30376.75
1737492875000,30597.566666659997
1737492880000,29995.2
1737492885000,29995.2
1737492890000,31135.25
1737492895000,30390.4
1737492900000,30965.78333333
1737492905000,
