Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,7772.036842102105,537.6794434178181,15314.01842105,760.6069977923107,
2,1,12573.758730156189,982.1658658386041,26788.565079361906,1831.5654347733118,32350.0
3,1,17982.464285711427,1428.8131578572702,35955.192857139526,6644.819715681989,44365.0
4,1,23263.74848484591,2783.3142957856126,43720.137878785,12054.1881051752,49111.0
5,1,26682.60757575409,3296.390320798531,46812.340909087274,18961.952747872645,64718.0
6,1,27260.029545451365,4317.1372584132905,45765.56742423864,20433.71790416827,75477.0
7,1,32035.431746029044,3541.759162560875,52559.676190472695,25305.243454982556,74998.0
8,1,31190.714166662998,3631.9039217583722,43778.34083333083,25650.514870244973,83397.0
