,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1704790770000,994.0,622.0,,,,,,,
1704790775000,994.0,623.0,,,,,,,
1704790780000,995.0,622.0,,,,,,,
1704790785000,995.0,629.0,,,,,,,
1704790790000,995.0,616.0,,,,,,,
1704790795000,1000.0,657.0,,,,,,,
1704790800000,1000.0,699.0,,,,,,,
1704790805000,1000.0,706.0,,,,,,,
1704790810000,1000.0,739.0,,,,,,,
1704790815000,1000.0,749.0,,,,,,,
1704790820000,1000.0,718.0,,,,,,,
1704790825000,1000.0,689.0,,,,,,,
1704790830000,1000.0,679.0,,,,,,,
1704790835000,1000.0,682.0,,,,,,,
1704790840000,1000.0,696.0,,,,,,,
1704790845000,1000.0,691.0,,,,,,,
1704790850000,1000.0,685.0,,,,,,,
1704790855000,1000.0,687.0,,,,,,,
1704790860000,1000.0,687.0,,,,,,,
1704790865000,1000.0,695.0,,,,,,,
1704790870000,997.0,708.0,,,,,,,
1704790875000,997.0,723.0,,,,,,,
1704790880000,997.0,730.0,,,,,,,
1704790885000,997.0,743.0,,,,,,,
1704790890000,997.0,757.0,,,,,,,
1704790895000,997.0,761.0,,,,,,,
1704790900000,997.0,757.0,,,,,,,
1704790905000,997.0,768.0,,,,,,,
1704790910000,997.0,767.0,,,,,,,
1704790915000,997.0,764.0,,,,,,,
1704790920000,997.0,773.0,,,,,,,
1704790925000,997.0,765.0,,,,,,,
1704790930000,1000.0,743.0,,,,,,,
1704790935000,1000.0,740.0,,,,,,,
1704790940000,1000.0,,,,,,,,
1704790945000,,,,,,,,,
1704790990000,1000.0,,1000.0,,,,,,
1704790995000,982.0,1000.0,572.0,,,,,,
1704791000000,882.0,663.0,704.0,,,,,,
1704791005000,922.0,717.0,659.0,,,,,,
1704791010000,941.0,591.0,568.0,,,,,,
1704791015000,953.0,512.0,536.0,,,,,,
1704791020000,961.0,487.0,534.0,,,,,,
1704791025000,967.0,492.0,553.0,,,,,,
1704791030000,971.0,522.0,576.0,,,,,,
1704791035000,974.0,551.0,560.0,,,,,,
1704791040000,977.0,541.0,562.0,,,,,,
1704791045000,979.0,550.0,580.0,,,,,,
1704791050000,981.0,566.0,579.0,,,,,,
1704791055000,982.0,573.0,587.0,,,,,,
1704791060000,1000.0,579.0,573.0,,,,,,
1704791065000,1000.0,571.0,563.0,,,,,,
1704791070000,1000.0,591.0,593.0,,,,,,
1704791075000,1000.0,624.0,615.0,,,,,,
1704791080000,1000.0,644.0,613.0,,,,,,
1704791085000,1000.0,647.0,616.0,,,,,,
1704791090000,1000.0,641.0,611.0,,,,,,
1704791095000,1000.0,636.0,634.0,,,,,,
1704791100000,1000.0,656.0,642.0,,,,,,
1704791105000,1000.0,659.0,629.0,,,,,,
1704791110000,1000.0,658.0,627.0,,,,,,
1704791115000,1000.0,658.0,624.0,,,,,,
1704791120000,1000.0,653.0,632.0,,,,,,
1704791125000,1000.0,658.0,655.0,,,,,,
1704791130000,1000.0,666.0,659.0,,,,,,
1704791135000,1000.0,673.0,657.0,,,,,,
1704791140000,1000.0,673.0,681.0,,,,,,
1704791145000,1000.0,693.0,682.0,,,,,,
1704791150000,1000.0,712.0,686.0,,,,,,
1704791155000,1000.0,725.0,684.0,,,,,,
1704791160000,1000.0,736.0,684.0,,,,,,
1704791165000,1000.0,765.0,685.0,,,,,,
1704791170000,1000.0,768.0,700.0,,,,,,
1704791175000,1000.0,776.0,721.0,,,,,,
1704791180000,1000.0,794.0,719.0,,,,,,
1704791185000,1000.0,798.0,715.0,,,,,,
1704791190000,1000.0,801.0,712.0,,,,,,
1704791195000,1000.0,803.0,712.0,,,,,,
1704791200000,1000.0,812.0,704.0,,,,,,
1704791205000,1000.0,811.0,1000.0,,,,,,
1704791210000,1000.0,1000.0,1000.0,,,,,,
1704791215000,,1000.0,,,,,,,
1704791220000,,,,,,,,,
1704791265000,,,1000.0,1000.0,,,,,
1704791270000,1000.0,559.0,637.0,641.0,,,,,
1704791275000,852.0,679.0,712.0,712.0,,,,,
1704791280000,844.0,556.0,545.0,534.0,,,,,
1704791285000,896.0,516.0,492.0,505.0,,,,,
1704791290000,922.0,516.0,487.0,503.0,,,,,
1704791295000,936.0,541.0,505.0,521.0,,,,,
1704791300000,947.0,567.0,535.0,550.0,,,,,
1704791305000,954.0,572.0,545.0,561.0,,,,,
1704791310000,960.0,567.0,546.0,559.0,,,,,
1704791315000,965.0,570.0,552.0,561.0,,,,,
1704791320000,968.0,587.0,575.0,579.0,,,,,
1704791325000,971.0,585.0,576.0,572.0,,,,,
1704791330000,974.0,586.0,572.0,563.0,,,,,
1704791335000,986.0,579.0,559.0,546.0,,,,,
1704791340000,1000.0,605.0,596.0,578.0,,,,,
1704791345000,1000.0,632.0,635.0,605.0,,,,,
1704791350000,1000.0,642.0,650.0,616.0,,,,,
1704791355000,1000.0,658.0,670.0,628.0,,,,,
1704791360000,1000.0,644.0,657.0,611.0,,,,,
1704791365000,1000.0,646.0,656.0,608.0,,,,,
1704791370000,1000.0,656.0,678.0,624.0,,,,,
1704791375000,998.0,679.0,691.0,639.0,,,,,
1704791380000,998.0,682.0,681.0,624.0,,,,,
1704791385000,998.0,693.0,686.0,630.0,,,,,
1704791390000,998.0,700.0,689.0,635.0,,,,,
1704791395000,998.0,705.0,699.0,648.0,,,,,
1704791400000,998.0,708.0,707.0,646.0,,,,,
1704791405000,998.0,705.0,686.0,637.0,,,,,
1704791410000,997.0,708.0,698.0,640.0,,,,,
1704791415000,997.0,700.0,692.0,648.0,,,,,
1704791420000,997.0,703.0,693.0,654.0,,,,,
1704791425000,997.0,700.0,695.0,652.0,,,,,
1704791430000,997.0,703.0,683.0,647.0,,,,,
1704791435000,999.0,691.0,677.0,643.0,,,,,
1704791440000,999.0,681.0,669.0,638.0,,,,,
1704791445000,999.0,688.0,675.0,645.0,,,,,
1704791450000,999.0,697.0,689.0,656.0,,,,,
1704791455000,999.0,702.0,694.0,659.0,,,,,
1704791460000,999.0,689.0,675.0,650.0,,,,,
1704791465000,999.0,680.0,677.0,644.0,,,,,
1704791470000,1000.0,681.0,669.0,645.0,,,,,
1704791475000,1000.0,679.0,661.0,628.0,,,,,
1704791480000,1000.0,,,,,,,,
1704791485000,,,,,,,,,
1704791525000,,,,,1000.0,,,,
1704791530000,783.0,1000.0,1000.0,1000.0,624.0,,,,
1704791535000,778.0,602.0,603.0,662.0,480.0,,,,
1704791540000,852.0,526.0,469.0,483.0,435.0,,,,
1704791545000,889.0,496.0,496.0,464.0,468.0,,,,
1704791550000,912.0,543.0,500.0,483.0,475.0,,,,
1704791555000,926.0,535.0,551.0,498.0,496.0,,,,
1704791560000,937.0,558.0,556.0,516.0,514.0,,,,
1704791565000,945.0,580.0,571.0,549.0,514.0,,,,
1704791570000,951.0,584.0,572.0,554.0,513.0,,,,
1704791575000,956.0,592.0,568.0,552.0,507.0,,,,
1704791580000,960.0,590.0,561.0,547.0,509.0,,,,
1704791585000,963.0,592.0,565.0,559.0,514.0,,,,
1704791590000,982.0,588.0,563.0,561.0,499.0,,,,
1704791595000,1000.0,577.0,559.0,550.0,519.0,,,,
1704791600000,1000.0,591.0,580.0,580.0,545.0,,,,
1704791605000,1000.0,607.0,588.0,600.0,554.0,,,,
1704791610000,1000.0,598.0,598.0,609.0,559.0,,,,
1704791615000,1000.0,598.0,580.0,613.0,561.0,,,,
1704791620000,1000.0,598.0,586.0,620.0,564.0,,,,
1704791625000,1000.0,596.0,585.0,623.0,578.0,,,,
1704791630000,1000.0,606.0,593.0,646.0,591.0,,,,
1704791635000,1000.0,594.0,593.0,648.0,618.0,,,,
1704791640000,1000.0,600.0,612.0,667.0,640.0,,,,
1704791645000,1000.0,602.0,632.0,665.0,650.0,,,,
1704791650000,1000.0,602.0,649.0,664.0,663.0,,,,
1704791655000,1000.0,614.0,661.0,678.0,665.0,,,,
1704791660000,1000.0,609.0,663.0,678.0,678.0,,,,
1704791665000,1000.0,615.0,674.0,688.0,673.0,,,,
1704791670000,1000.0,624.0,676.0,697.0,678.0,,,,
1704791675000,1000.0,633.0,694.0,705.0,667.0,,,,
1704791680000,1000.0,619.0,693.0,696.0,668.0,,,,
1704791685000,1000.0,619.0,701.0,688.0,661.0,,,,
1704791690000,1000.0,610.0,705.0,681.0,652.0,,,,
1704791695000,1000.0,608.0,706.0,678.0,631.0,,,,
1704791700000,1000.0,608.0,696.0,670.0,608.0,,,,
1704791705000,1000.0,599.0,667.0,662.0,599.0,,,,
1704791710000,1000.0,605.0,656.0,665.0,601.0,,,,
1704791715000,1000.0,610.0,653.0,663.0,614.0,,,,
1704791720000,1000.0,613.0,655.0,665.0,602.0,,,,
1704791725000,1000.0,619.0,657.0,673.0,592.0,,,,
1704791730000,1000.0,607.0,646.0,660.0,594.0,,,,
1704791735000,1000.0,611.0,642.0,656.0,601.0,,,,
1704791740000,,630.0,642.0,660.0,,,,,
1704791745000,,,,,,,,,
1704791790000,1000.0,1000.0,,1000.0,1000.0,1000.0,,,
1704791795000,703.0,536.0,1000.0,559.0,538.0,503.0,,,
1704791800000,699.0,330.0,602.0,370.0,358.0,363.0,,,
1704791805000,560.0,239.0,389.0,302.0,265.0,258.0,,,
1704791810000,670.0,290.0,276.0,336.0,318.0,314.0,,,
1704791815000,736.0,345.0,329.0,418.0,388.0,359.0,,,
1704791820000,780.0,363.0,372.0,428.0,404.0,380.0,,,
1704791825000,812.0,377.0,382.0,443.0,406.0,393.0,,,
1704791830000,835.0,403.0,395.0,457.0,423.0,429.0,,,
1704791835000,854.0,414.0,422.0,462.0,427.0,434.0,,,
1704791840000,868.0,414.0,430.0,470.0,429.0,442.0,,,
1704791845000,880.0,434.0,434.0,483.0,444.0,455.0,,,
1704791850000,890.0,444.0,450.0,491.0,453.0,470.0,,,
1704791855000,915.0,441.0,459.0,491.0,464.0,476.0,,,
1704791860000,941.0,466.0,455.0,518.0,486.0,495.0,,,
1704791865000,1000.0,506.0,476.0,554.0,525.0,537.0,,,
1704791870000,1000.0,517.0,516.0,572.0,528.0,542.0,,,
1704791875000,1000.0,520.0,518.0,556.0,515.0,545.0,,,
1704791880000,1000.0,535.0,517.0,572.0,527.0,569.0,,,
1704791885000,1000.0,535.0,534.0,579.0,529.0,582.0,,,
1704791890000,1000.0,541.0,534.0,596.0,542.0,579.0,,,
1704791895000,1000.0,543.0,531.0,610.0,544.0,580.0,,,
1704791900000,1000.0,562.0,533.0,619.0,560.0,600.0,,,
1704791905000,1000.0,568.0,545.0,624.0,561.0,609.0,,,
1704791910000,1000.0,587.0,557.0,640.0,577.0,620.0,,,
1704791915000,1000.0,591.0,577.0,657.0,560.0,613.0,,,
1704791920000,1000.0,607.0,575.0,668.0,575.0,624.0,,,
1704791925000,1000.0,596.0,587.0,663.0,566.0,608.0,,,
1704791930000,1000.0,592.0,574.0,657.0,567.0,608.0,,,
1704791935000,1000.0,601.0,576.0,684.0,580.0,622.0,,,
1704791940000,1000.0,593.0,586.0,678.0,581.0,617.0,,,
1704791945000,1000.0,619.0,577.0,693.0,598.0,624.0,,,
1704791950000,1000.0,628.0,596.0,691.0,596.0,628.0,,,
1704791955000,1000.0,628.0,601.0,690.0,599.0,632.0,,,
1704791960000,1000.0,618.0,604.0,684.0,588.0,619.0,,,
1704791965000,1000.0,621.0,596.0,695.0,598.0,631.0,,,
1704791970000,1000.0,608.0,592.0,693.0,581.0,621.0,,,
1704791975000,1000.0,611.0,568.0,688.0,584.0,627.0,,,
1704791980000,1000.0,609.0,577.0,700.0,595.0,628.0,,,
1704791985000,1000.0,627.0,573.0,723.0,607.0,652.0,,,
1704791990000,1000.0,645.0,589.0,732.0,617.0,658.0,,,
1704791995000,1000.0,644.0,596.0,727.0,618.0,653.0,,,
1704792000000,1000.0,651.0,599.0,742.0,621.0,650.0,,,
1704792005000,,,606.0,,,,,,
1704792010000,,,,,,,,,
1704792050000,,,,,,,1000.0,,
1704792055000,1000.0,1000.0,1000.0,596.0,579.0,1000.0,536.0,,
1704792060000,755.0,636.0,499.0,411.0,384.0,593.0,366.0,,
1704792065000,788.0,410.0,370.0,366.0,342.0,433.0,299.0,,
1704792070000,859.0,350.0,327.0,462.0,445.0,377.0,376.0,,
1704792075000,894.0,458.0,389.0,477.0,467.0,440.0,401.0,,
1704792080000,915.0,457.0,401.0,470.0,451.0,455.0,404.0,,
1704792085000,930.0,452.0,392.0,494.0,457.0,452.0,420.0,,
1704792090000,940.0,464.0,397.0,515.0,466.0,461.0,436.0,,
1704792095000,947.0,473.0,409.0,516.0,470.0,484.0,436.0,,
1704792100000,953.0,475.0,415.0,536.0,488.0,483.0,437.0,,
1704792105000,958.0,479.0,421.0,538.0,486.0,496.0,438.0,,
1704792110000,962.0,474.0,421.0,547.0,493.0,492.0,440.0,,
1704792115000,965.0,481.0,426.0,548.0,494.0,496.0,442.0,,
1704792120000,986.0,475.0,434.0,586.0,516.0,493.0,475.0,,
1704792125000,1000.0,502.0,467.0,610.0,532.0,512.0,506.0,,
1704792130000,1000.0,519.0,486.0,594.0,514.0,531.0,496.0,,
1704792135000,1000.0,494.0,479.0,617.0,512.0,522.0,504.0,,
1704792140000,1000.0,504.0,491.0,631.0,514.0,527.0,509.0,,
1704792145000,999.0,506.0,502.0,626.0,512.0,529.0,507.0,,
1704792150000,999.0,496.0,506.0,622.0,504.0,523.0,500.0,,
1704792155000,997.0,495.0,508.0,627.0,503.0,505.0,506.0,,
1704792160000,997.0,496.0,508.0,599.0,475.0,509.0,496.0,,
1704792165000,991.0,483.0,502.0,587.0,464.0,489.0,487.0,,
1704792170000,984.0,476.0,502.0,587.0,466.0,478.0,500.0,,
1704792175000,983.0,487.0,512.0,612.0,463.0,484.0,503.0,,
1704792180000,983.0,491.0,518.0,614.0,466.0,495.0,493.0,,
1704792185000,983.0,497.0,524.0,621.0,475.0,494.0,487.0,,
1704792190000,983.0,508.0,530.0,643.0,483.0,500.0,496.0,,
1704792195000,983.0,516.0,552.0,629.0,489.0,507.0,500.0,,
1704792200000,983.0,511.0,549.0,636.0,499.0,513.0,507.0,,
1704792205000,985.0,520.0,554.0,632.0,501.0,521.0,508.0,,
1704792210000,984.0,523.0,557.0,635.0,513.0,528.0,523.0,,
1704792215000,984.0,527.0,565.0,651.0,523.0,538.0,535.0,,
1704792220000,984.0,531.0,573.0,667.0,530.0,542.0,560.0,,
1704792225000,991.0,541.0,575.0,684.0,548.0,551.0,577.0,,
1704792230000,997.0,555.0,581.0,697.0,552.0,567.0,573.0,,
1704792235000,997.0,548.0,579.0,681.0,552.0,570.0,576.0,,
1704792240000,995.0,541.0,573.0,681.0,548.0,557.0,589.0,,
1704792245000,993.0,550.0,564.0,674.0,542.0,559.0,590.0,,
1704792250000,993.0,544.0,561.0,657.0,535.0,553.0,591.0,,
1704792255000,992.0,535.0,545.0,664.0,534.0,548.0,595.0,,
1704792260000,992.0,540.0,550.0,661.0,528.0,549.0,589.0,,
1704792265000,992.0,530.0,545.0,666.0,526.0,543.0,602.0,,
1704792270000,987.0,532.0,549.0,666.0,527.0,541.0,597.0,,
1704792275000,985.0,538.0,550.0,670.0,518.0,547.0,595.0,,
1704792280000,984.0,552.0,548.0,677.0,525.0,544.0,598.0,,
1704792285000,983.0,558.0,563.0,677.0,531.0,556.0,599.0,,
1704792290000,984.0,565.0,574.0,666.0,528.0,563.0,604.0,,
1704792295000,985.0,566.0,575.0,670.0,530.0,559.0,599.0,,
1704792300000,986.0,581.0,573.0,662.0,531.0,566.0,589.0,,
1704792305000,986.0,571.0,561.0,672.0,527.0,565.0,604.0,,
1704792310000,986.0,573.0,557.0,669.0,524.0,565.0,599.0,,
1704792315000,987.0,572.0,554.0,671.0,519.0,568.0,594.0,,
1704792320000,987.0,577.0,550.0,674.0,528.0,564.0,607.0,,
1704792325000,987.0,592.0,561.0,673.0,528.0,575.0,595.0,,
1704792330000,,,,,,,,,
1704792375000,,,1000.0,,,1000.0,,,
1704792380000,1000.0,1000.0,779.0,1000.0,797.0,716.0,1000.0,740.0,
1704792385000,804.0,658.0,543.0,698.0,567.0,544.0,704.0,485.0,
1704792390000,792.0,409.0,439.0,506.0,453.0,438.0,450.0,397.0,
1704792395000,844.0,332.0,483.0,412.0,498.0,480.0,372.0,456.0,
1704792400000,876.0,426.0,524.0,475.0,528.0,519.0,442.0,464.0,
1704792405000,896.0,436.0,489.0,526.0,450.0,447.0,434.0,398.0,
1704792410000,909.0,369.0,473.0,459.0,434.0,431.0,375.0,389.0,
1704792415000,921.0,368.0,465.0,440.0,419.0,422.0,371.0,375.0,
1704792420000,930.0,362.0,466.0,426.0,421.0,423.0,359.0,377.0,
1704792425000,937.0,371.0,469.0,428.0,433.0,429.0,368.0,382.0,
1704792430000,943.0,395.0,473.0,449.0,446.0,434.0,376.0,393.0,
1704792435000,947.0,401.0,474.0,453.0,452.0,437.0,384.0,397.0,
1704792440000,947.0,412.0,456.0,454.0,431.0,424.0,395.0,381.0,
1704792445000,980.0,401.0,466.0,441.0,442.0,427.0,378.0,399.0,
1704792450000,999.0,423.0,492.0,452.0,472.0,451.0,400.0,425.0,
1704792455000,999.0,457.0,495.0,479.0,472.0,458.0,427.0,416.0,
1704792460000,999.0,440.0,489.0,465.0,465.0,447.0,413.0,420.0,
1704792465000,999.0,447.0,501.0,453.0,497.0,477.0,430.0,451.0,
1704792470000,1000.0,484.0,523.0,482.0,524.0,500.0,463.0,474.0,
1704792475000,1000.0,507.0,539.0,507.0,553.0,522.0,484.0,498.0,
1704792480000,1000.0,541.0,539.0,534.0,556.0,524.0,515.0,500.0,
1704792485000,999.0,540.0,543.0,529.0,559.0,526.0,520.0,505.0,
1704792490000,999.0,537.0,546.0,518.0,573.0,528.0,526.0,505.0,
1704792495000,999.0,544.0,562.0,527.0,584.0,546.0,550.0,516.0,
1704792500000,999.0,556.0,565.0,545.0,607.0,544.0,563.0,516.0,
1704792505000,999.0,561.0,568.0,556.0,626.0,552.0,569.0,531.0,
1704792510000,999.0,588.0,570.0,573.0,637.0,579.0,580.0,549.0,
1704792515000,999.0,598.0,572.0,580.0,643.0,588.0,574.0,561.0,
1704792520000,999.0,612.0,563.0,588.0,652.0,598.0,592.0,572.0,
1704792525000,999.0,611.0,570.0,592.0,658.0,596.0,591.0,573.0,
1704792530000,998.0,609.0,564.0,595.0,656.0,594.0,597.0,567.0,
1704792535000,998.0,604.0,564.0,593.0,666.0,596.0,603.0,573.0,
1704792540000,998.0,599.0,562.0,604.0,670.0,596.0,600.0,576.0,
1704792545000,999.0,603.0,561.0,619.0,668.0,595.0,601.0,575.0,
1704792550000,999.0,606.0,570.0,624.0,663.0,599.0,601.0,580.0,
1704792555000,999.0,612.0,577.0,626.0,672.0,593.0,597.0,579.0,
1704792560000,999.0,615.0,572.0,625.0,650.0,586.0,600.0,574.0,
1704792565000,996.0,614.0,581.0,613.0,644.0,591.0,592.0,573.0,
1704792570000,996.0,603.0,575.0,606.0,637.0,564.0,592.0,550.0,
1704792575000,996.0,593.0,563.0,604.0,626.0,541.0,606.0,540.0,
1704792580000,996.0,581.0,565.0,602.0,619.0,529.0,592.0,527.0,
1704792585000,994.0,582.0,562.0,596.0,622.0,533.0,584.0,529.0,
1704792590000,1000.0,586.0,1000.0,,,1000.0,,1000.0,
1704792595000,1000.0,,565.0,1000.0,1000.0,1000.0,1000.0,1000.0,
1704792600000,,1000.0,,1000.0,58.0,,444.0,0.0,
1704792605000,,,,,,,,,
1704792650000,1000.0,1000.0,642.0,1000.0,1000.0,1000.0,644.0,1000.0,1000.0
1704792655000,936.0,547.0,556.0,645.0,580.0,600.0,537.0,646.0,580.0
1704792660000,829.0,575.0,372.0,562.0,532.0,552.0,365.0,562.0,492.0
1704792665000,886.0,392.0,344.0,381.0,364.0,375.0,360.0,382.0,334.0
1704792670000,904.0,360.0,355.0,344.0,343.0,339.0,359.0,359.0,306.0
1704792675000,923.0,334.0,324.0,319.0,332.0,318.0,322.0,325.0,275.0
1704792680000,936.0,302.0,312.0,292.0,304.0,289.0,313.0,298.0,252.0
1704792685000,945.0,302.0,324.0,285.0,335.0,307.0,332.0,289.0,254.0
1704792690000,952.0,313.0,354.0,299.0,344.0,315.0,342.0,310.0,272.0
1704792695000,958.0,330.0,364.0,311.0,358.0,336.0,353.0,322.0,295.0
1704792700000,962.0,334.0,374.0,319.0,363.0,346.0,368.0,336.0,304.0
1704792705000,965.0,344.0,382.0,329.0,372.0,357.0,373.0,348.0,319.0
1704792710000,968.0,354.0,369.0,341.0,382.0,366.0,358.0,359.0,338.0
1704792715000,974.0,355.0,364.0,326.0,377.0,355.0,354.0,341.0,330.0
1704792720000,997.0,338.0,412.0,319.0,371.0,341.0,401.0,337.0,329.0
1704792725000,997.0,386.0,429.0,373.0,426.0,390.0,409.0,388.0,375.0
1704792730000,1000.0,400.0,433.0,401.0,445.0,411.0,418.0,403.0,401.0
1704792735000,1000.0,418.0,464.0,430.0,458.0,428.0,448.0,433.0,440.0
1704792740000,1000.0,455.0,490.0,466.0,493.0,461.0,467.0,467.0,478.0
1704792745000,1000.0,489.0,498.0,491.0,502.0,473.0,472.0,498.0,505.0
1704792750000,1000.0,509.0,495.0,502.0,519.0,486.0,473.0,507.0,526.0
1704792755000,1000.0,515.0,513.0,507.0,526.0,488.0,487.0,514.0,528.0
1704792760000,1000.0,548.0,513.0,529.0,553.0,505.0,485.0,529.0,552.0
1704792765000,1000.0,556.0,514.0,534.0,566.0,505.0,491.0,536.0,558.0
1704792770000,1000.0,557.0,520.0,531.0,572.0,506.0,498.0,534.0,558.0
1704792775000,1000.0,561.0,539.0,544.0,579.0,514.0,508.0,551.0,572.0
1704792780000,1000.0,570.0,534.0,552.0,593.0,525.0,503.0,556.0,594.0
1704792785000,1000.0,564.0,550.0,539.0,584.0,523.0,517.0,553.0,591.0
1704792790000,1000.0,587.0,572.0,543.0,594.0,533.0,543.0,568.0,598.0
1704792795000,1000.0,602.0,578.0,545.0,608.0,544.0,539.0,574.0,603.0
1704792800000,1000.0,593.0,579.0,540.0,625.0,545.0,532.0,575.0,597.0
1704792805000,1000.0,567.0,584.0,536.0,616.0,541.0,530.0,566.0,591.0
1704792810000,1000.0,561.0,586.0,532.0,612.0,536.0,536.0,565.0,581.0
1704792815000,1000.0,558.0,575.0,535.0,612.0,544.0,526.0,574.0,584.0
1704792820000,1000.0,532.0,583.0,524.0,601.0,532.0,526.0,567.0,570.0
1704792825000,1000.0,526.0,606.0,527.0,604.0,533.0,529.0,568.0,570.0
1704792830000,1000.0,533.0,602.0,537.0,609.0,547.0,527.0,580.0,571.0
1704792835000,1000.0,528.0,595.0,541.0,615.0,546.0,528.0,577.0,562.0
1704792840000,1000.0,527.0,591.0,546.0,628.0,551.0,527.0,579.0,548.0
1704792845000,1000.0,536.0,582.0,545.0,630.0,544.0,512.0,582.0,551.0
1704792850000,1000.0,525.0,549.0,541.0,625.0,540.0,478.0,569.0,536.0
1704792855000,1000.0,505.0,528.0,521.0,606.0,522.0,465.0,549.0,510.0
1704792860000,,,,507.0,,,,,
