,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737519355000,0.0
1737519360000,0.0
1737519365000,0.0
1737519370000,0.0
1737519375000,803.8333333333
1737519380000,843.5833333333
1737519385000,1598.6666666666
1737519390000,9615.01666666
1737519395000,9884.83333333
1737519400000,18013.266666659998
1737519405000,18013.266666659998
1737519410000,18013.266666659998
1737519415000,25125.266666659998
1737519420000,25125.266666659998
1737519425000,25125.266666659998
1737519430000,32078.883333330003
1737519435000,35179.216666659995
1737519440000,35139.466666659995
1737519445000,40289.5
1737519450000,32664.883333330003
1737519455000,36110.56666666
1737519460000,29924.11666666
1737519465000,33644.7
1737519470000,35179.06666666
1737519475000,28973.21666666
1737519480000,35093.216666659995
1737519485000,39742.41666666
1737519490000,33934.06666666
1737519495000,33437.26666666
1737519500000,35472.5
1737519505000,31187.96666666
1737519510000,35666.66666666
1737519515000,32262.21666666
1737519520000,35559.3
1737519525000,31838.71666666
1737519530000,36196.81666666
1737519535000,35290.66666666
1737519540000,30617.23333333
1737519545000,34564.83333333
1737519550000,36335.58333333
1737519555000,38257.68333333
1737519560000,36222.45
1737519565000,39597.76666666
1737519570000,36127.4
1737519575000,38958.233333330005
1737519580000,35973.11666666
1737519585000,37505.966666659995
1737519590000,36242.233333330005
1737519595000,
