,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength
,Sink:_Sink
,0
Timestamp,
1722244430000,0.0
1722244435000,0.0
1722244440000,0.0
1722244445000,0.0
1722244450000,0.0
1722244455000,0.0
1722244460000,0.0
1722244465000,1.0
1722244470000,1.0
1722244475000,1.0
1722244480000,1.0
1722244485000,1.0
1722244490000,1.0
1722244495000,1.0
1722244500000,1.0
1722244505000,1.0
1722244510000,1.0
1722244515000,1.0
1722244520000,1.0
1722244525000,1.0
1722244530000,1.0
1722244535000,1.0
1722244540000,1.0
1722244545000,1.0
1722244550000,1.0
1722244555000,1.0
1722244560000,1.0
1722244565000,1.0
1722244570000,1.0
1722244575000,1.0
1722244580000,1.0
1722244585000,1.0
1722244590000,1.0
1722244595000,1.0
1722244600000,1.0
1722244605000,1.0
1722244610000,1.0
1722244615000,1.0
1722244620000,1.0
1722244625000,1.0
1722244630000,1.0
1722244635000,
1722244670000,0.0
1722244675000,1.0
1722244680000,1.0
1722244685000,1.0
1722244690000,1.0
1722244695000,1.0
1722244700000,1.0
1722244705000,1.0
1722244710000,1.0
1722244715000,1.0
1722244720000,1.0
1722244725000,1.0
1722244730000,1.0
1722244735000,1.0
1722244740000,1.0
1722244745000,1.0
1722244750000,1.0
1722244755000,1.0
1722244760000,1.0
1722244765000,1.0
1722244770000,1.0
1722244775000,1.0
1722244780000,1.0
1722244785000,1.0
1722244790000,1.0
1722244795000,1.0
1722244800000,1.0
1722244805000,1.0
1722244810000,1.0
1722244815000,1.0
1722244820000,1.0
1722244825000,1.0
1722244830000,1.0
1722244835000,1.0
1722244840000,1.0
1722244845000,1.0
1722244850000,1.0
1722244855000,1.0
1722244860000,
1722244865000,1.0
1722244870000,
1722244905000,1.0
1722244910000,1.0
1722244915000,1.0
1722244920000,1.0
1722244925000,10.0
1722244930000,1.0
1722244935000,1.0
1722244940000,1.0
1722244945000,10.0
1722244950000,1.0
1722244955000,1.0
1722244960000,1.0
1722244965000,1.0
1722244970000,1.0
1722244975000,1.0
1722244980000,1.0
1722244985000,10.0
1722244990000,1.0
1722244995000,1.0
1722245000000,1.0
1722245005000,10.0
1722245010000,1.0
1722245015000,1.0
1722245020000,1.0
1722245025000,1.0
1722245030000,1.0
1722245035000,1.0
1722245040000,1.0
1722245045000,1.0
1722245050000,1.0
1722245055000,1.0
1722245060000,1.0
1722245065000,1.0
1722245070000,1.0
1722245075000,1.0
1722245080000,1.0
1722245085000,1.0
