,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737519680000,1000.0
1737519685000,1000.0
1737519690000,0.0
1737519695000,0.0
1737519700000,0.0
1737519705000,0.0
1737519710000,0.0
1737519715000,160.0
1737519720000,280.0
1737519725000,370.0
1737519730000,440.0
1737519735000,496.0
1737519740000,542.0
1737519745000,580.0
1737519750000,723.0
1737519755000,805.0
1737519760000,881.0
1737519765000,965.0
1737519770000,999.0
1737519775000,1000.0
1737519780000,1000.0
1737519785000,1000.0
1737519790000,1000.0
1737519795000,1000.0
1737519800000,1000.0
1737519805000,1000.0
1737519810000,1000.0
1737519815000,1000.0
1737519820000,1000.0
1737519825000,1000.0
1737519830000,1000.0
1737519835000,1000.0
1737519840000,1000.0
1737519845000,1000.0
1737519850000,996.0
1737519855000,996.0
1737519860000,996.0
1737519865000,996.0
1737519870000,996.0
1737519875000,996.0
1737519880000,996.0
1737519885000,996.0
1737519890000,996.0
1737519895000,996.0
1737519900000,996.0
1737519905000,996.0
1737519910000,1000.0
1737519915000,1000.0
1737519920000,1000.0
1737519925000,
