Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,1000.0,0.0,0.0,3035955.0,269.0,1
5,857.5,394.0,0.0,0.0,4182912.0,195.0,1
10,2000.5833333332998,282.0,0.0,0.0,7391101.0,470.0,1
15,4590.71666667,297.0,0.0,36.0,13588051.0,1461.0,1
20,9734.51666666,465.0,169.0,232.0,22827840.0,1994.0,1
25,17165.96666666,572.0,324.0,345.0,22827840.0,1994.0,1
30,18594.18333333,643.0,436.0,448.0,21456260.0,473.0,1
35,24158.816666659997,694.0,638.0,633.0,21456260.0,473.0,1
40,24158.816666659997,733.0,683.0,679.0,14590427.0,403.0,1
45,24158.816666659997,762.0,718.0,714.0,15455102.0,399.0,1
50,32899.85,786.0,948.0,937.0,15455102.0,399.0,1
55,32899.85,806.0,952.0,942.0,22894888.0,518.0,1
60,32899.85,822.0,956.0,947.0,20770283.0,471.0,1
65,38627.81666666,872.0,1000.0,1000.0,20770283.0,471.0,1
70,37484.733333330005,942.0,1000.0,1000.0,20916874.0,468.0,1
75,40386.26666666,998.0,1000.0,1000.0,20916874.0,468.0,1
80,35242.466666659995,1000.0,1000.0,1000.0,10189345.0,430.0,1
85,30579.8,1000.0,1000.0,1000.0,10189345.0,430.0,1
90,32241.133333330003,1000.0,1000.0,1000.0,18005114.0,442.0,1
95,26994.9,1000.0,1000.0,1000.0,18005114.0,442.0,1
100,32132.65,1000.0,1000.0,1000.0,16510042.0,8200.0,1
105,32132.65,1000.0,1000.0,1000.0,25417259.0,770.0,1
110,27720.78333333,1000.0,1000.0,1000.0,25157837.0,1067.0,1
115,34716.58333333,1000.0,1000.0,1000.0,25157837.0,1067.0,1
120,36260.5,1000.0,1000.0,1000.0,35584936.0,581.0,1
125,35025.53333333,1000.0,1000.0,1000.0,35584936.0,581.0,1
130,35025.53333333,1000.0,1000.0,1000.0,17003815.0,393.0,1
135,31174.516666659998,1000.0,1000.0,1000.0,17003815.0,393.0,1
140,35840.733333330005,1000.0,1000.0,1000.0,21954131.0,436.0,1
145,33071.95,1000.0,1000.0,1000.0,21954131.0,436.0,1
150,36010.733333330005,1000.0,1000.0,1000.0,21954131.0,436.0,1
155,35692.33333333,1000.0,1000.0,1000.0,21327537.0,465.0,1
160,34993.91666666,1000.0,1000.0,1000.0,21327537.0,465.0,1
165,34993.91666666,1000.0,1000.0,1000.0,31413043.0,685.0,1
170,32536.816666659997,1000.0,1000.0,1000.0,35136682.0,1095.0,1
175,33233.733333330005,1000.0,1000.0,1000.0,35136682.0,1095.0,1
180,32575.083333330003,1000.0,1000.0,1000.0,32111943.0,855.0,1
185,28481.15,1000.0,1000.0,1000.0,32111943.0,855.0,1
190,33124.91666666,1000.0,1000.0,1000.0,10659259.0,405.0,1
195,31484.266666659998,1000.0,1000.0,1000.0,10659259.0,405.0,1
200,32606.9,1000.0,1000.0,1000.0,10659259.0,405.0,1
205,32606.9,1000.0,1000.0,1000.0,16525139.0,406.0,1
210,32054.21666666,1000.0,1000.0,1000.0,16525139.0,406.0,1
215,32054.21666666,1000.0,1000.0,1000.0,20119105.0,408.0,1
220,30185.41666666,1000.0,1000.0,1000.0,20119105.0,408.0,1
225,34044.76666666,1000.0,1000.0,1000.0,24070045.0,8630.0,1
230,32172.7,1000.0,1000.0,1000.0,18389022.0,429.0,1
235,28398.1,1000.0,1000.0,1000.0,18389022.0,429.0,1
240,,,,,18389022.0,429.0,0
245,,,,,,,0
