,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737522015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14918.0,0.0,14918.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,2684000.0,1362.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522025000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,1354.0,141.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522030000,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,672000.0,835.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522035000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,646000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522040000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522045000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,182367000.0,3.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522050000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,98046000.0,2.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522055000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,9.0,9.0,3.0,6.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522060000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,15354000.0,9.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522065000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,9.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522070000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,9.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522075000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2988000.0,102.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522080000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,102.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522085000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,102.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522090000,9.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,1.0,66.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522095000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,72.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522100000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,72.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522105000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,5040000.0,84.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522110000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,84.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522115000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,0.0,127.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522120000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,67.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522125000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,2304000.0,6655.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737522130000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,64.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
