,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737516705000,1000.0
1737516710000,1000.0
1737516715000,0.0
1737516720000,0.0
1737516725000,0.0
1737516730000,0.0
1737516735000,0.0
1737516740000,156.0
1737516745000,277.0
1737516750000,367.0
1737516755000,438.0
1737516760000,494.0
1737516765000,539.0
1737516770000,577.0
1737516775000,721.0
1737516780000,804.0
1737516785000,883.0
1737516790000,967.0
1737516795000,998.0
1737516800000,1000.0
1737516805000,1000.0
1737516810000,1000.0
1737516815000,1000.0
1737516820000,1000.0
1737516825000,999.0
1737516830000,999.0
1737516835000,999.0
1737516840000,999.0
1737516845000,999.0
1737516850000,999.0
1737516855000,999.0
1737516860000,999.0
1737516865000,999.0
1737516870000,999.0
1737516875000,999.0
1737516880000,999.0
1737516885000,1000.0
1737516890000,1000.0
1737516895000,1000.0
1737516900000,1000.0
1737516905000,1000.0
1737516910000,1000.0
1737516915000,1000.0
1737516920000,1000.0
1737516925000,1000.0
1737516930000,1000.0
1737516935000,1000.0
1737516940000,1000.0
1737516945000,
