Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,BackpressureTime,BackpressureTimeStdErr
52,194288.54345237513,3338.559944349225,229.86126373626374,2.768443404007988,4.553571428571429,1.3619134399549881
104,241324.31874999646,2473.87932242677,132.71213942307693,1.522858768273323,2.46875,0.1622857662331327
112,219505.3885416629,2745.174780803685,102.31752232142857,0.5270955188480466,1.59375,0.11574634679710198
120,233212.82166666267,1122.1639136279694,102.84166666666667,1.1008136721265507,2.3833333333333333,0.21690158205116047
