,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1702027555000,0.0,,,,,,
1702027560000,0.0,,,,,,
1702027565000,0.0,,,,,,
1702027570000,0.0,,,,,,
1702027575000,0.0,,,,,,
1702027580000,471.4666666666,,,,,,
1702027585000,783.4166666666,,,,,,
1702027590000,1833.0833333332998,,,,,,
1702027595000,3270.7833333332997,,,,,,
1702027600000,4123.45,,,,,,
1702027605000,5602.73333333,,,,,,
1702027610000,7505.15,,,,,,
1702027615000,9007.91666666,,,,,,
1702027620000,9262.58333333,,,,,,
1702027625000,11178.43333333,,,,,,
1702027630000,11376.9,,,,,,
1702027635000,13420.283333329999,,,,,,
1702027640000,13612.883333329999,,,,,,
1702027645000,14356.3,,,,,,
1702027650000,14658.783333329999,,,,,,
1702027655000,15258.66666666,,,,,,
1702027660000,15272.41666666,,,,,,
1702027665000,14635.81666666,,,,,,
1702027670000,14414.1,,,,,,
1702027675000,14750.85,,,,,,
1702027680000,16488.75,,,,,,
1702027685000,14812.3,,,,,,
1702027690000,15859.4,,,,,,
1702027695000,15954.2,,,,,,
1702027700000,16526.9,,,,,,
1702027705000,15955.98333333,,,,,,
1702027710000,16144.23333333,,,,,,
1702027715000,15877.116666659998,,,,,,
1702027720000,16472.66666666,,,,,,
1702027725000,16806.65,,,,,,
1702027730000,16005.68333333,,,,,,
1702027735000,15475.466666659999,,,,,,
1702027740000,15296.466666659999,,,,,,
1702027745000,16600.55,,,,,,
1702027750000,16587.45,,,,,,
1702027755000,15273.35,,,,,,
1702027760000,15659.81666666,,,,,,
1702027765000,16800.75,,,,,,
1702027770000,16873.25,,,,,,
1702027775000,16968.96666666,,,,,,
1702027780000,16585.08333333,,,,,,
1702027785000,15932.25,,,,,,
1702027790000,16852.88333333,,,,,,
1702027795000,16980.16666666,,,,,,
1702027800000,16896.9,,,,,,
1702027805000,16788.05,,,,,,
1702027810000,16120.33333333,,,,,,
1702027815000,16833.35,,,,,,
1702027820000,17022.15,,,,,,
1702027825000,16884.78333333,,,,,,
1702027830000,16184.93333333,,,,,,
1702027835000,15184.66666666,,,,,,
1702027840000,16045.43333333,,,,,,
1702027845000,16754.58333333,,,,,,
1702027850000,16109.283333329999,,,,,,
1702027855000,16912.516666659998,,,,,,
1702027860000,16684.9,,,,,,
1702027865000,15930.18333333,,,,,,
1702027870000,16460.66666666,,,,,,
1702027875000,16465.85,,,,,,
1702027880000,16294.866666659998,,,,,,
1702027885000,16703.516666659998,,,,,,
1702027890000,17014.7,,,,,,
1702027895000,17002.266666659998,,,,,,
1702027900000,16167.8,,,,,,
1702027905000,16692.88333333,,,,,,
1702027910000,17220.016666659998,,,,,,
1702027915000,16727.88333333,,,,,,
1702027920000,16839.5,,,,,,
1702027925000,17812.11666666,,,,,,
1702027930000,17341.816666659997,,,,,,
1702027935000,16928.233333329998,,,,,,
1702027940000,17115.5,,,,,,
1702027945000,16880.45,,,,,,
1702027950000,17245.316666659997,,,,,,
1702027955000,18105.15,,,,,,
1702027960000,18120.53333333,,,,,,
1702027965000,17429.4,,,,,,
1702027970000,17146.68333333,,,,,,
1702027975000,16985.68333333,,,,,,
1702027980000,16924.55,,,,,,
1702027985000,16977.816666659997,,,,,,
1702027990000,17751.16666666,,,,,,
1702027995000,17199.78333333,,,,,,
1702028000000,16927.61666666,,,,,,
1702028005000,,,,,,,
1702028050000,0.0,0.0,,,,,
1702028055000,0.0,0.0,,,,,
1702028060000,294.1333333333,0.0,,,,,
1702028065000,1065.5666666666,389.2166666666,,,,,
1702028070000,1122.3,1124.7833333333,,,,,
1702028075000,1934.0833333332998,1124.7833333333,,,,,
1702028080000,2727.55,1945.6166666666,,,,,
1702028085000,3616.8,2743.05,,,,,
1702028090000,4530.8,3628.26666667,,,,,
1702028095000,6277.183333329999,4744.08333333,,,,,
1702028100000,7399.45,6287.41666667,,,,,
1702028105000,8603.16666666,7521.65,,,,,
1702028110000,9668.0,8867.46666666,,,,,
1702028115000,11330.11666666,9929.71666666,,,,,
1702028120000,11872.18333333,11406.85,,,,,
1702028125000,12173.766666659998,11882.616666659998,,,,,
1702028130000,13577.516666659998,12490.616666659998,,,,,
1702028135000,13518.95,13657.18333333,,,,,
1702028140000,14012.633333329999,13851.58333333,,,,,
1702028145000,14315.48333333,14317.83333333,,,,,
1702028150000,14379.116666659998,14418.58333333,,,,,
1702028155000,14108.66666666,14536.18333333,,,,,
1702028160000,13720.08333333,14227.55,,,,,
1702028165000,13983.91666666,13906.2,,,,,
1702028170000,13917.4,13988.8,,,,,
1702028175000,13826.05,13825.383333329999,,,,,
1702028180000,13854.16666666,13901.0,,,,,
1702028185000,14003.616666659998,14164.4,,,,,
1702028190000,13938.633333329999,14061.216666659999,,,,,
1702028195000,14436.3,14022.016666659998,,,,,
1702028200000,14187.41666666,14531.016666659998,,,,,
1702028205000,14545.35,14056.766666659998,,,,,
1702028210000,14538.73333333,14884.516666659998,,,,,
1702028215000,14728.266666659998,14634.25,,,,,
1702028220000,14786.66666666,14832.633333329999,,,,,
1702028225000,14906.3,14873.81666666,,,,,
1702028230000,15321.866666659998,14902.81666666,,,,,
1702028235000,14802.3,15688.966666659999,,,,,
1702028240000,15498.633333329999,14916.133333329999,,,,,
1702028245000,15199.23333333,15443.2,,,,,
1702028250000,15399.8,15024.66666666,,,,,
1702028255000,15317.283333329999,15514.56666666,,,,,
1702028260000,15671.7,15494.73333333,,,,,
1702028265000,15467.83333333,15766.9,,,,,
1702028270000,15710.266666659998,15598.41666666,,,,,
1702028275000,15569.68333333,15572.533333329999,,,,,
1702028280000,15864.35,15676.016666659998,,,,,
1702028285000,15916.43333333,16055.716666659999,,,,,
1702028290000,15884.35,16012.366666659998,,,,,
1702028295000,16025.05,15993.383333329999,,,,,
1702028300000,15957.716666659999,16146.883333329999,,,,,
1702028305000,16086.616666659998,16055.616666659998,,,,,
1702028310000,16136.35,16457.55,,,,,
1702028315000,15944.33333333,16566.516666659998,,,,,
1702028320000,16437.28333333,15976.2,,,,,
1702028325000,16459.233333329998,16820.13333333,,,,,
1702028330000,16452.05,16319.85,,,,,
1702028335000,16243.06666666,16847.08333333,,,,,
1702028340000,16562.6,16280.83333333,,,,,
1702028345000,15944.366666659998,16651.233333329998,,,,,
1702028350000,16156.366666659998,16099.966666659999,,,,,
1702028355000,15941.33333333,16025.05,,,,,
1702028360000,15952.83333333,16334.23333333,,,,,
1702028365000,15914.23333333,15938.866666659998,,,,,
1702028370000,15682.68333333,16013.08333333,,,,,
1702028375000,16399.41666666,15492.383333329999,,,,,
1702028380000,15313.16666666,16282.133333329999,,,,,
1702028385000,14917.616666659998,15169.8,,,,,
1702028390000,14970.8,15209.216666659999,,,,,
1702028395000,14720.9,15068.616666659998,,,,,
1702028400000,14533.75,14849.43333333,,,,,
1702028405000,14838.56666666,14682.133333329999,,,,,
1702028410000,14561.8,14862.66666666,,,,,
1702028415000,14771.06666666,14855.15,,,,,
1702028420000,14905.533333329999,14571.55,,,,,
1702028425000,14844.366666659998,15056.05,,,,,
1702028430000,14849.8,14970.91666666,,,,,
1702028435000,14871.783333329999,14897.883333329999,,,,,
1702028440000,14900.283333329999,14959.16666666,,,,,
1702028445000,15393.08333333,15143.383333329999,,,,,
1702028450000,15735.25,15319.25,,,,,
1702028455000,15621.8,15753.466666659999,,,,,
1702028460000,15724.91666666,15849.06666666,,,,,
