,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737196830000,1000.0
1737196835000,880.0
1737196840000,880.0
1737196845000,694.0
1737196850000,694.0
1737196855000,771.0
1737196860000,815.0
1737196865000,846.0
1737196870000,866.0
1737196875000,883.0
1737196880000,896.0
1737196885000,907.0
1737196890000,915.0
1737196895000,922.0
1737196900000,932.0
1737196905000,976.0
1737196910000,999.0
1737196915000,999.0
1737196920000,999.0
1737196925000,999.0
1737196930000,1000.0
1737196935000,1000.0
1737196940000,1000.0
1737196945000,1000.0
1737196950000,1000.0
1737196955000,1000.0
1737196960000,1000.0
1737196965000,1000.0
1737196970000,1000.0
1737196975000,1000.0
1737196980000,1000.0
1737196985000,1000.0
1737196990000,1000.0
1737196995000,1000.0
1737197000000,1000.0
1737197005000,1000.0
1737197010000,1000.0
1737197015000,1000.0
1737197020000,1000.0
1737197025000,1000.0
1737197030000,1000.0
1737197035000,1000.0
1737197040000,1000.0
1737197045000,1000.0
1737197050000,1000.0
1737197055000,1000.0
1737197060000,1000.0
1737197065000,1000.0
1737197070000,1000.0
1737197075000,
