,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737221150000,0.0
1737221155000,660.1166666666
1737221160000,2303.8666666666
1737221165000,2303.8666666666
1737221170000,4545.33333333
1737221175000,11317.0
1737221180000,11317.0
1737221185000,11588.016666659998
1737221190000,20289.18333333
1737221195000,20289.18333333
1737221200000,20289.18333333
1737221205000,20289.18333333
1737221210000,27681.15
1737221215000,27021.03333333
1737221220000,28592.53333333
1737221225000,31942.6
1737221230000,30003.11666666
1737221235000,28162.75
1737221240000,28162.75
1737221245000,33895.716666659995
1737221250000,25194.55
1737221255000,27397.15
1737221260000,36707.8
1737221265000,42156.16666666
1737221270000,34835.56666666
1737221275000,36969.75
1737221280000,37724.35
1737221285000,34374.28333333
1737221290000,39875.45
1737221295000,34944.15
1737221300000,40585.33333333
1737221305000,34581.35
1737221310000,38015.16666666
1737221315000,35812.56666666
1737221320000,31939.65
1737221325000,33494.95
1737221330000,40712.93333333
1737221335000,41427.5
1737221340000,40043.7
1737221345000,40353.0
1737221350000,40395.85
1737221355000,40395.85
1737221360000,40588.85
1737221365000,40588.85
1737221370000,43119.51666666
1737221375000,43129.91666666
1737221380000,38254.03333333
1737221385000,31250.36666666
1737221390000,
