,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737221150000,1000.0
1737221155000,369.0
1737221160000,311.0
1737221165000,201.0
1737221170000,241.0
1737221175000,393.0
1737221180000,494.0
1737221185000,566.0
1737221190000,621.0
1737221195000,663.0
1737221200000,697.0
1737221205000,724.0
1737221210000,747.0
1737221215000,800.0
1737221220000,862.0
1737221225000,947.0
1737221230000,1000.0
1737221235000,1000.0
1737221240000,1000.0
1737221245000,1000.0
1737221250000,1000.0
1737221255000,1000.0
1737221260000,1000.0
1737221265000,1000.0
1737221270000,1000.0
1737221275000,1000.0
1737221280000,1000.0
1737221285000,1000.0
1737221290000,1000.0
1737221295000,1000.0
1737221300000,1000.0
1737221305000,1000.0
1737221310000,1000.0
1737221315000,1000.0
1737221320000,1000.0
1737221325000,1000.0
1737221330000,1000.0
1737221335000,1000.0
1737221340000,1000.0
1737221345000,1000.0
1737221350000,1000.0
1737221355000,1000.0
1737221360000,1000.0
1737221365000,1000.0
1737221370000,1000.0
1737221375000,1000.0
1737221380000,1000.0
1737221385000,1000.0
1737221390000,
