,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737201045000,0.0
1737201050000,0.0
1737201055000,721.0666666666
1737201060000,2175.8666666666
1737201065000,6418.233333329999
1737201070000,11569.216666659999
1737201075000,16137.33333333
1737201080000,17981.43333333
1737201085000,23246.083333330003
1737201090000,24872.48333333
1737201095000,29182.96666666
1737201100000,29182.96666666
1737201105000,29971.433333330002
1737201110000,34232.8
1737201115000,34607.83333333
1737201120000,33153.03333333
1737201125000,29407.633333330003
1737201130000,29281.316666659997
1737201135000,24950.36666666
1737201140000,23498.3
1737201145000,21558.016666659998
1737201150000,19931.61666666
1737201155000,18435.95
1737201160000,22649.53333333
1737201165000,25909.766666659998
1737201170000,25945.98333333
1737201175000,30711.66666666
1737201180000,33453.16666666
1737201185000,35776.716666659995
1737201190000,30752.05
1737201195000,35210.25
1737201200000,36258.81666666
1737201205000,32934.45
1737201210000,36526.01666666
1737201215000,35915.81666666
1737201220000,31702.23333333
1737201225000,28292.816666659997
1737201230000,23995.23333333
1737201235000,20576.63333333
1737201240000,22666.35
1737201245000,25105.95
1737201250000,29210.05
1737201255000,29031.183333330002
1737201260000,32798.08333333
1737201265000,33616.15
1737201270000,30737.46666666
1737201275000,32844.91666666
1737201280000,33404.03333333
1737201285000,33212.56666666
1737201290000,
