,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737201045000,1000.0
1737201050000,1000.0
1737201055000,721.0
1737201060000,751.0
1737201065000,814.0
1737201070000,860.0
1737201075000,888.0
1737201080000,907.0
1737201085000,920.0
1737201090000,930.0
1737201095000,938.0
1737201100000,944.0
1737201105000,950.0
1737201110000,954.0
1737201115000,977.0
1737201120000,995.0
1737201125000,1000.0
1737201130000,1000.0
1737201135000,1000.0
1737201140000,1000.0
1737201145000,1000.0
1737201150000,1000.0
1737201155000,1000.0
1737201160000,1000.0
1737201165000,1000.0
1737201170000,1000.0
1737201175000,1000.0
1737201180000,1000.0
1737201185000,1000.0
1737201190000,1000.0
1737201195000,1000.0
1737201200000,1000.0
1737201205000,1000.0
1737201210000,1000.0
1737201215000,1000.0
1737201220000,1000.0
1737201225000,1000.0
1737201230000,1000.0
1737201235000,1000.0
1737201240000,1000.0
1737201245000,1000.0
1737201250000,1000.0
1737201255000,1000.0
1737201260000,1000.0
1737201265000,1000.0
1737201270000,1000.0
1737201275000,1000.0
1737201280000,1000.0
1737201285000,1000.0
1737201290000,
