,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737231550000,0.0
1737231555000,943.8166666666
1737231560000,2189.75
1737231565000,2189.75
1737231570000,2806.4166666666
1737231575000,8995.1
1737231580000,13423.66666666
1737231585000,13423.66666666
1737231590000,18456.11666666
1737231595000,20042.88333333
1737231600000,20042.88333333
1737231605000,20042.88333333
1737231610000,28693.683333330002
1737231615000,27749.86666666
1737231620000,26707.75
1737231625000,32687.98333333
1737231630000,32071.316666659997
1737231635000,31192.6
1737231640000,26764.03333333
1737231645000,31858.28333333
1737231650000,27960.333333330003
1737231655000,26657.333333330003
1737231660000,31712.2
1737231665000,36794.08333333
1737231670000,32140.833333330003
1737231675000,32140.833333330003
1737231680000,38228.81666666
1737231685000,32248.583333330003
1737231690000,37577.15
1737231695000,32267.183333330002
1737231700000,37056.45
1737231705000,33204.65
1737231710000,32194.3
1737231715000,38021.83333333
1737231720000,32966.966666659995
1737231725000,29134.45
1737231730000,30145.683333330002
1737231735000,37437.66666666
1737231740000,38250.15
1737231745000,38807.716666659995
1737231750000,38847.95
1737231755000,38847.95
1737231760000,39832.1
1737231765000,38589.65
1737231770000,42477.06666666
1737231775000,38327.28333333
1737231780000,38602.45
1737231785000,38171.83333333
1737231790000,35719.01666666
1737231795000,
