,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1702027555000,1000.0,,,,,,
1702027560000,488.0,,,,,,
1702027565000,240.0,,,,,,
1702027570000,160.0,,,,,,
1702027575000,125.0,,,,,,
1702027580000,246.0,,,,,,
1702027585000,264.0,,,,,,
1702027590000,355.0,,,,,,
1702027595000,436.0,,,,,,
1702027600000,499.0,,,,,,
1702027605000,549.0,,,,,,
1702027610000,590.0,,,,,,
1702027615000,624.0,,,,,,
1702027620000,666.0,,,,,,
1702027625000,751.0,,,,,,
1702027630000,834.0,,,,,,
1702027635000,916.0,,,,,,
1702027640000,938.0,,,,,,
1702027645000,992.0,,,,,,
1702027650000,1000.0,,,,,,
1702027655000,1000.0,,,,,,
1702027660000,1000.0,,,,,,
1702027665000,1000.0,,,,,,
1702027670000,1000.0,,,,,,
1702027675000,1000.0,,,,,,
1702027680000,1000.0,,,,,,
1702027685000,1000.0,,,,,,
1702027690000,1000.0,,,,,,
1702027695000,1000.0,,,,,,
1702027700000,1000.0,,,,,,
1702027705000,1000.0,,,,,,
1702027710000,1000.0,,,,,,
1702027715000,1000.0,,,,,,
1702027720000,1000.0,,,,,,
1702027725000,1000.0,,,,,,
1702027730000,1000.0,,,,,,
1702027735000,1000.0,,,,,,
1702027740000,1000.0,,,,,,
1702027745000,1000.0,,,,,,
1702027750000,1000.0,,,,,,
1702027755000,1000.0,,,,,,
1702027760000,1000.0,,,,,,
1702027765000,1000.0,,,,,,
1702027770000,1000.0,,,,,,
1702027775000,1000.0,,,,,,
1702027780000,1000.0,,,,,,
1702027785000,1000.0,,,,,,
1702027790000,1000.0,,,,,,
1702027795000,1000.0,,,,,,
1702027800000,1000.0,,,,,,
1702027805000,1000.0,,,,,,
1702027810000,1000.0,,,,,,
1702027815000,1000.0,,,,,,
1702027820000,1000.0,,,,,,
1702027825000,1000.0,,,,,,
1702027830000,1000.0,,,,,,
1702027835000,1000.0,,,,,,
1702027840000,1000.0,,,,,,
1702027845000,1000.0,,,,,,
1702027850000,1000.0,,,,,,
1702027855000,1000.0,,,,,,
1702027860000,1000.0,,,,,,
1702027865000,1000.0,,,,,,
1702027870000,1000.0,,,,,,
1702027875000,1000.0,,,,,,
1702027880000,1000.0,,,,,,
1702027885000,1000.0,,,,,,
1702027890000,1000.0,,,,,,
1702027895000,1000.0,,,,,,
1702027900000,1000.0,,,,,,
1702027905000,1000.0,,,,,,
1702027910000,1000.0,,,,,,
1702027915000,1000.0,,,,,,
1702027920000,1000.0,,,,,,
1702027925000,1000.0,,,,,,
1702027930000,1000.0,,,,,,
1702027935000,1000.0,,,,,,
1702027940000,1000.0,,,,,,
1702027945000,1000.0,,,,,,
1702027950000,1000.0,,,,,,
1702027955000,1000.0,,,,,,
1702027960000,1000.0,,,,,,
1702027965000,1000.0,,,,,,
1702027970000,1000.0,,,,,,
1702027975000,1000.0,,,,,,
1702027980000,1000.0,,,,,,
1702027985000,1000.0,,,,,,
1702027990000,1000.0,,,,,,
1702027995000,1000.0,,,,,,
1702028000000,1000.0,,,,,,
1702028005000,,,,,,,
1702028055000,1000.0,1000.0,,,,,
1702028060000,879.0,719.0,,,,,
1702028065000,920.0,503.0,,,,,
1702028070000,940.0,438.0,,,,,
1702028075000,952.0,571.0,,,,,
1702028080000,960.0,555.0,,,,,
1702028085000,966.0,579.0,,,,,
1702028090000,970.0,597.0,,,,,
1702028095000,974.0,612.0,,,,,
1702028100000,976.0,625.0,,,,,
1702028105000,978.0,637.0,,,,,
1702028110000,980.0,649.0,,,,,
1702028115000,980.0,667.0,,,,,
1702028120000,1000.0,663.0,,,,,
1702028125000,1000.0,707.0,,,,,
1702028130000,1000.0,745.0,,,,,
1702028135000,1000.0,723.0,,,,,
1702028140000,1000.0,750.0,,,,,
1702028145000,1000.0,756.0,,,,,
1702028150000,1000.0,764.0,,,,,
1702028155000,1000.0,761.0,,,,,
1702028160000,1000.0,760.0,,,,,
1702028165000,1000.0,760.0,,,,,
1702028170000,1000.0,755.0,,,,,
1702028175000,1000.0,751.0,,,,,
1702028180000,1000.0,760.0,,,,,
1702028185000,1000.0,753.0,,,,,
1702028190000,1000.0,746.0,,,,,
1702028195000,1000.0,751.0,,,,,
1702028200000,1000.0,744.0,,,,,
1702028205000,1000.0,754.0,,,,,
1702028210000,1000.0,750.0,,,,,
1702028215000,1000.0,764.0,,,,,
1702028220000,1000.0,763.0,,,,,
1702028225000,1000.0,769.0,,,,,
1702028230000,1000.0,778.0,,,,,
1702028235000,1000.0,774.0,,,,,
1702028240000,1000.0,768.0,,,,,
1702028245000,1000.0,774.0,,,,,
1702028250000,1000.0,784.0,,,,,
1702028255000,1000.0,783.0,,,,,
1702028260000,1000.0,790.0,,,,,
1702028265000,1000.0,784.0,,,,,
1702028270000,1000.0,779.0,,,,,
1702028275000,1000.0,776.0,,,,,
1702028280000,1000.0,784.0,,,,,
1702028285000,1000.0,776.0,,,,,
1702028290000,1000.0,777.0,,,,,
1702028295000,1000.0,771.0,,,,,
1702028300000,1000.0,779.0,,,,,
1702028305000,1000.0,777.0,,,,,
1702028310000,1000.0,779.0,,,,,
1702028315000,1000.0,771.0,,,,,
1702028320000,1000.0,770.0,,,,,
1702028325000,1000.0,756.0,,,,,
1702028330000,1000.0,766.0,,,,,
1702028335000,1000.0,767.0,,,,,
1702028340000,1000.0,767.0,,,,,
1702028345000,1000.0,771.0,,,,,
1702028350000,1000.0,774.0,,,,,
1702028355000,1000.0,782.0,,,,,
1702028360000,1000.0,784.0,,,,,
1702028365000,1000.0,790.0,,,,,
1702028370000,1000.0,794.0,,,,,
1702028375000,1000.0,807.0,,,,,
1702028380000,1000.0,804.0,,,,,
1702028385000,1000.0,805.0,,,,,
1702028390000,1000.0,798.0,,,,,
1702028395000,1000.0,781.0,,,,,
1702028400000,1000.0,784.0,,,,,
1702028405000,1000.0,782.0,,,,,
1702028410000,1000.0,782.0,,,,,
1702028415000,1000.0,780.0,,,,,
1702028420000,1000.0,779.0,,,,,
1702028425000,1000.0,776.0,,,,,
1702028430000,1000.0,774.0,,,,,
1702028435000,1000.0,769.0,,,,,
1702028440000,1000.0,768.0,,,,,
1702028445000,1000.0,791.0,,,,,
1702028450000,1000.0,800.0,,,,,
1702028455000,1000.0,809.0,,,,,
1702028460000,1000.0,811.0,,,,,
1702028465000,1000.0,805.0,,,,,
1702028470000,1000.0,807.0,,,,,
1702028475000,1000.0,804.0,,,,,
1702028480000,1000.0,805.0,,,,,
1702028485000,1000.0,806.0,,,,,
1702028490000,1000.0,804.0,,,,,
1702028495000,1000.0,816.0,,,,,
1702028500000,1000.0,817.0,,,,,
1702028505000,1000.0,806.0,,,,,
1702028510000,,,,,,,
1702028555000,775.0,1000.0,1000.0,,,,
1702028560000,838.0,634.0,607.0,,,,
1702028565000,892.0,760.0,698.0,,,,
1702028570000,919.0,608.0,568.0,,,,
1702028575000,935.0,557.0,554.0,,,,
1702028580000,946.0,582.0,574.0,,,,
1702028585000,954.0,592.0,573.0,,,,
1702028590000,960.0,628.0,602.0,,,,
1702028595000,964.0,631.0,608.0,,,,
1702028600000,968.0,635.0,612.0,,,,
1702028605000,971.0,641.0,619.0,,,,
1702028610000,973.0,650.0,624.0,,,,
1702028615000,992.0,655.0,621.0,,,,
1702028620000,1000.0,669.0,630.0,,,,
1702028625000,1000.0,659.0,628.0,,,,
1702028630000,1000.0,695.0,663.0,,,,
