Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,1000.0,0.0,0.0,22637.0,425.0,1
5,0.0,281.0,0.0,0.0,22637.0,32.0,1
10,0.0,141.0,0.0,0.0,256301.0,312.0,1
15,137.5666666666,93.0,0.0,0.0,1272745.0,242.0,1
20,577.2,87.0,0.0,0.0,1663696.0,142.0,1
25,577.2,66.0,0.0,0.0,1487242.0,361.0,1
30,4901.75,141.0,30.0,51.0,12400625.0,900.0,1
35,9190.16666666,263.0,162.0,173.0,21074868.0,807.0,1
40,14459.216666659999,352.0,258.0,253.0,21074868.0,807.0,1
45,14678.83333333,424.0,408.0,402.0,24372256.0,725.0,1
50,22285.266666659998,480.0,458.0,436.0,24372256.0,725.0,1
55,22285.266666659998,528.0,508.0,487.0,24372256.0,725.0,1
60,22285.266666659998,567.0,549.0,530.0,18047083.0,563.0,1
65,27490.833333330003,627.0,812.0,783.0,18047083.0,563.0,1
70,28889.11666666,710.0,893.0,863.0,18047083.0,563.0,1
75,28751.55,794.0,976.0,947.0,18939931.0,557.0,1
80,32038.683333330002,872.0,1000.0,1000.0,16156698.0,491.0,1
85,35848.733333330005,956.0,1000.0,1000.0,16156698.0,491.0,1
90,31524.183333330002,997.0,1000.0,1000.0,18754972.0,513.0,1
95,33057.05,997.0,1000.0,1000.0,18754972.0,513.0,1
100,27788.0,999.0,1000.0,1000.0,17077302.0,500.0,1
105,33557.13333333,999.0,1000.0,1000.0,17077302.0,500.0,1
110,25950.7,1000.0,1000.0,1000.0,4870341.0,253.0,1
115,27384.683333330002,1000.0,1000.0,1000.0,17912774.0,784.0,1
120,34624.68333333,1000.0,1000.0,1000.0,19290308.0,1173.0,1
125,36008.35,1000.0,1000.0,1000.0,19290308.0,1173.0,1
130,35733.0,1000.0,1000.0,1000.0,22433751.0,534.0,1
135,40193.0,1000.0,1000.0,1000.0,29102764.0,909.0,1
140,37932.83333333,1000.0,1000.0,1000.0,29102764.0,909.0,1
145,35303.733333330005,1000.0,1000.0,1000.0,24817245.0,812.0,1
150,39727.28333333,1000.0,1000.0,1000.0,24817245.0,812.0,1
155,33906.0,1000.0,1000.0,1000.0,23188608.0,565.0,1
160,39771.68333333,1000.0,1000.0,1000.0,23188608.0,565.0,1
165,33782.93333333,1000.0,1000.0,1000.0,27171485.0,696.0,1
170,40081.33333333,1000.0,1000.0,1000.0,27171485.0,696.0,1
175,38647.35,1000.0,1000.0,1000.0,29732223.0,8305.0,1
180,32524.78333333,1000.0,1000.0,1000.0,23316446.0,5478.0,1
185,27155.48333333,1000.0,1000.0,1000.0,23178846.0,784.0,1
190,33843.38333333,1000.0,1000.0,1000.0,25266497.0,1166.0,1
195,35152.28333333,1000.0,1000.0,1000.0,38012269.0,1107.0,1
200,36365.65,1000.0,1000.0,1000.0,38012269.0,1107.0,1
205,36029.8,1000.0,1000.0,1000.0,38995784.0,792.0,1
210,36487.05,1000.0,1000.0,1000.0,38995784.0,792.0,1
215,36487.05,1000.0,1000.0,1000.0,27138891.0,595.0,1
220,36770.733333330005,1000.0,1000.0,1000.0,27138891.0,595.0,1
225,36770.733333330005,1000.0,1000.0,1000.0,20017209.0,421.0,1
230,35435.76666666,1000.0,1000.0,1000.0,20017209.0,421.0,1
235,36669.11666666,1000.0,1000.0,1000.0,29779324.0,9304.0,1
240,37070.5,1000.0,1000.0,1000.0,24999261.0,609.0,1
245,,,,,,,0
