,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1707959005000,984.0,780.0,,,,
1707959010000,984.0,773.0,,,,
1707959015000,984.0,786.0,,,,
1707959020000,984.0,769.0,,,,
1707959025000,984.0,776.0,,,,
1707959030000,984.0,776.0,,,,
1707959035000,986.0,772.0,,,,
1707959040000,986.0,770.0,,,,
1707959045000,986.0,768.0,,,,
1707959050000,1000.0,786.0,,,,
1707959055000,1000.0,780.0,,,,
1707959060000,999.0,799.0,,,,
1707959065000,999.0,794.0,,,,
1707959070000,999.0,793.0,,,,
1707959075000,998.0,787.0,,,,
1707959080000,998.0,790.0,,,,
1707959085000,998.0,790.0,,,,
1707959090000,998.0,796.0,,,,
1707959095000,998.0,801.0,,,,
1707959100000,998.0,795.0,,,,
1707959105000,998.0,795.0,,,,
1707959110000,984.0,769.0,,,,
1707959115000,984.0,781.0,,,,
1707959120000,984.0,783.0,,,,
1707959125000,984.0,755.0,,,,
1707959130000,983.0,770.0,,,,
1707959135000,984.0,744.0,,,,
1707959140000,,,,,,
1707959190000,,1000.0,1000.0,,,
1707959195000,1000.0,417.0,455.0,,,
1707959200000,958.0,673.0,662.0,,,
1707959205000,979.0,779.0,722.0,,,
1707959210000,966.0,648.0,604.0,,,
1707959215000,963.0,607.0,566.0,,,
1707959220000,970.0,611.0,571.0,,,
1707959225000,975.0,621.0,583.0,,,
1707959230000,979.0,619.0,574.0,,,
1707959235000,982.0,600.0,565.0,,,
1707959240000,984.0,600.0,562.0,,,
1707959245000,985.0,598.0,543.0,,,
1707959250000,987.0,604.0,557.0,,,
1707959255000,988.0,604.0,552.0,,,
1707959260000,992.0,577.0,534.0,,,
1707959265000,992.0,541.0,510.0,,,
1707959270000,997.0,557.0,520.0,,,
1707959275000,1000.0,557.0,522.0,,,
1707959280000,1000.0,548.0,516.0,,,
1707959285000,1000.0,529.0,498.0,,,
1707959290000,1000.0,526.0,511.0,,,
1707959295000,1000.0,544.0,526.0,,,
1707959300000,1000.0,532.0,510.0,,,
1707959305000,1000.0,546.0,537.0,,,
1707959310000,1000.0,547.0,540.0,,,
1707959315000,1000.0,576.0,574.0,,,
1707959320000,1000.0,578.0,582.0,,,
1707959325000,1000.0,590.0,599.0,,,
1707959330000,1000.0,598.0,613.0,,,
1707959335000,1000.0,603.0,618.0,,,
1707959340000,1000.0,608.0,628.0,,,
1707959345000,1000.0,615.0,641.0,,,
1707959350000,1000.0,623.0,655.0,,,
1707959355000,1000.0,637.0,646.0,,,
1707959360000,1000.0,659.0,674.0,,,
1707959365000,1000.0,643.0,664.0,,,
1707959370000,1000.0,638.0,658.0,,,
1707959375000,1000.0,625.0,652.0,,,
1707959380000,1000.0,636.0,644.0,,,
1707959385000,1000.0,639.0,643.0,,,
1707959390000,1000.0,668.0,671.0,,,
1707959395000,1000.0,661.0,663.0,,,
1707959400000,1000.0,648.0,642.0,,,
1707959405000,1000.0,639.0,629.0,,,
1707959410000,1000.0,639.0,616.0,,,
1707959415000,1000.0,633.0,633.0,,,
1707959420000,1000.0,637.0,642.0,,,
1707959425000,1000.0,648.0,652.0,,,
1707959430000,1000.0,650.0,656.0,,,
1707959435000,1000.0,646.0,660.0,,,
1707959440000,1000.0,621.0,660.0,,,
1707959445000,1000.0,622.0,672.0,,,
1707959450000,1000.0,620.0,684.0,,,
1707959455000,1000.0,628.0,705.0,,,
1707959460000,1000.0,633.0,719.0,,,
1707959465000,1000.0,638.0,729.0,,,
1707959470000,1000.0,630.0,728.0,,,
1707959475000,1000.0,633.0,723.0,,,
1707959480000,1000.0,609.0,685.0,,,
1707959485000,1000.0,597.0,683.0,,,
1707959490000,1000.0,597.0,676.0,,,
1707959495000,1000.0,615.0,674.0,,,
1707959500000,1000.0,616.0,657.0,,,
1707959505000,1000.0,610.0,642.0,,,
1707959510000,1000.0,608.0,625.0,,,
1707959515000,1000.0,593.0,597.0,,,
1707959520000,1000.0,596.0,587.0,,,
1707959525000,1000.0,590.0,577.0,,,
1707959530000,1000.0,602.0,583.0,,,
1707959535000,1000.0,593.0,582.0,,,
1707959540000,1000.0,610.0,616.0,,,
1707959545000,1000.0,618.0,622.0,,,
1707959550000,1000.0,611.0,615.0,,,
1707959555000,1000.0,601.0,605.0,,,
1707959560000,1000.0,607.0,616.0,,,
1707959565000,1000.0,617.0,626.0,,,
1707959570000,1000.0,609.0,618.0,,,
1707959575000,1000.0,626.0,634.0,,,
1707959580000,1000.0,636.0,646.0,,,
1707959585000,999.0,,642.0,,,
1707959590000,,,,,,
1707959640000,1000.0,1000.0,1000.0,1000.0,,
1707959645000,1000.0,1000.0,257.0,354.0,,
1707959650000,1000.0,365.0,629.0,677.0,,
1707959655000,1000.0,683.0,565.0,538.0,,
1707959660000,985.0,691.0,452.0,430.0,,
1707959665000,971.0,547.0,477.0,445.0,,
1707959670000,948.0,538.0,483.0,443.0,,
1707959675000,947.0,516.0,497.0,463.0,,
1707959680000,954.0,512.0,512.0,475.0,,
1707959685000,950.0,509.0,521.0,485.0,,
1707959690000,951.0,509.0,542.0,511.0,,
1707959695000,947.0,529.0,552.0,519.0,,
1707959700000,942.0,534.0,550.0,512.0,,
1707959705000,936.0,523.0,573.0,523.0,,
1707959710000,932.0,532.0,550.0,495.0,,
1707959715000,932.0,500.0,581.0,549.0,,
1707959720000,930.0,508.0,616.0,580.0,,
1707959725000,928.0,541.0,619.0,595.0,,
1707959730000,939.0,556.0,629.0,615.0,,
1707959735000,937.0,579.0,633.0,621.0,,
1707959740000,932.0,598.0,640.0,634.0,,
1707959745000,933.0,618.0,649.0,645.0,,
1707959750000,932.0,637.0,667.0,646.0,,
1707959755000,932.0,642.0,678.0,652.0,,
1707959760000,936.0,648.0,690.0,669.0,,
1707959765000,937.0,666.0,705.0,684.0,,
1707959770000,934.0,684.0,710.0,692.0,,
1707959775000,933.0,688.0,698.0,668.0,,
1707959780000,934.0,674.0,711.0,684.0,,
1707959785000,935.0,691.0,708.0,678.0,,
1707959790000,932.0,686.0,720.0,677.0,,
1707959795000,932.0,683.0,731.0,684.0,,
1707959800000,932.0,681.0,735.0,690.0,,
1707959805000,931.0,684.0,734.0,693.0,,
1707959810000,933.0,680.0,718.0,695.0,,
1707959815000,936.0,678.0,710.0,696.0,,
1707959820000,932.0,680.0,696.0,686.0,,
1707959825000,933.0,671.0,687.0,687.0,,
1707959830000,937.0,668.0,664.0,666.0,,
1707959835000,938.0,654.0,658.0,670.0,,
1707959840000,939.0,657.0,655.0,663.0,,
1707959845000,942.0,645.0,676.0,675.0,,
1707959850000,942.0,662.0,672.0,680.0,,
1707959855000,944.0,671.0,660.0,673.0,,
1707959860000,942.0,668.0,643.0,658.0,,
1707959865000,945.0,658.0,638.0,652.0,,
1707959870000,941.0,657.0,636.0,648.0,,
1707959875000,946.0,659.0,661.0,660.0,,
1707959880000,944.0,675.0,669.0,661.0,,
1707959885000,941.0,674.0,681.0,659.0,,
1707959890000,940.0,672.0,691.0,671.0,,
1707959895000,937.0,686.0,695.0,674.0,,
1707959900000,936.0,685.0,698.0,675.0,,
1707959905000,929.0,689.0,685.0,662.0,,
1707959910000,927.0,675.0,678.0,654.0,,
1707959915000,930.0,667.0,687.0,659.0,,
1707959920000,931.0,674.0,699.0,671.0,,
1707959925000,930.0,686.0,705.0,674.0,,
1707959930000,928.0,692.0,700.0,666.0,,
1707959935000,925.0,683.0,694.0,669.0,,
1707959940000,926.0,679.0,692.0,677.0,,
1707959945000,926.0,684.0,684.0,682.0,,
1707959950000,924.0,688.0,683.0,675.0,,
1707959955000,924.0,676.0,678.0,661.0,,
1707959960000,925.0,673.0,674.0,659.0,,
1707959965000,934.0,670.0,683.0,671.0,,
1707959970000,933.0,679.0,693.0,678.0,,
1707959975000,931.0,686.0,689.0,670.0,,
1707959980000,925.0,681.0,681.0,659.0,,
1707959985000,927.0,670.0,680.0,661.0,,
1707959990000,931.0,663.0,689.0,672.0,,
1707959995000,933.0,675.0,682.0,668.0,,
1707960000000,931.0,679.0,685.0,663.0,,
1707960005000,926.0,676.0,683.0,656.0,,
1707960010000,930.0,667.0,683.0,661.0,,
1707960015000,930.0,674.0,695.0,681.0,,
1707960020000,931.0,695.0,692.0,680.0,,
1707960025000,927.0,703.0,683.0,678.0,,
1707960030000,930.0,708.0,684.0,685.0,,
1707960035000,924.0,718.0,671.0,685.0,,
1707960040000,,,,,,
1707960090000,1000.0,1000.0,1000.0,1000.0,1000.0,
1707960095000,787.0,459.0,525.0,574.0,528.0,
1707960100000,894.0,563.0,493.0,450.0,460.0,
1707960105000,891.0,462.0,402.0,382.0,376.0,
1707960110000,918.0,440.0,404.0,391.0,379.0,
1707960115000,930.0,442.0,412.0,405.0,396.0,
1707960120000,935.0,440.0,416.0,411.0,406.0,
1707960125000,938.0,425.0,404.0,404.0,397.0,
1707960130000,935.0,426.0,409.0,413.0,405.0,
1707960135000,936.0,434.0,412.0,421.0,410.0,
1707960140000,936.0,435.0,416.0,423.0,415.0,
1707960145000,940.0,439.0,421.0,434.0,416.0,
1707960150000,942.0,448.0,430.0,440.0,423.0,
1707960155000,956.0,455.0,428.0,443.0,417.0,
1707960160000,952.0,444.0,437.0,469.0,432.0,
1707960165000,953.0,470.0,462.0,492.0,458.0,
1707960170000,953.0,486.0,471.0,513.0,472.0,
1707960175000,953.0,506.0,485.0,533.0,491.0,
1707960180000,951.0,512.0,490.0,546.0,497.0,
1707960185000,945.0,511.0,493.0,545.0,500.0,
1707960190000,947.0,521.0,503.0,560.0,504.0,
1707960195000,949.0,536.0,524.0,578.0,523.0,
1707960200000,952.0,545.0,544.0,596.0,536.0,
1707960205000,951.0,542.0,544.0,593.0,537.0,
1707960210000,947.0,535.0,539.0,594.0,535.0,
1707960215000,947.0,533.0,545.0,591.0,543.0,
1707960220000,948.0,541.0,538.0,594.0,535.0,
1707960225000,956.0,544.0,548.0,602.0,540.0,
1707960230000,953.0,543.0,541.0,598.0,532.0,
1707960235000,955.0,545.0,554.0,603.0,535.0,
1707960240000,956.0,549.0,555.0,598.0,535.0,
1707960245000,961.0,568.0,565.0,615.0,544.0,
1707960250000,963.0,558.0,564.0,600.0,541.0,
1707960255000,963.0,542.0,546.0,583.0,522.0,
1707960260000,960.0,545.0,530.0,577.0,513.0,
1707960265000,962.0,562.0,543.0,594.0,527.0,
1707960270000,966.0,573.0,556.0,604.0,531.0,
1707960275000,967.0,568.0,548.0,597.0,522.0,
1707960280000,964.0,553.0,547.0,583.0,513.0,
1707960285000,959.0,546.0,535.0,573.0,509.0,
1707960290000,959.0,550.0,554.0,577.0,520.0,
1707960295000,955.0,537.0,535.0,557.0,499.0,
1707960300000,960.0,563.0,561.0,585.0,524.0,
1707960305000,959.0,552.0,558.0,578.0,523.0,
1707960310000,957.0,554.0,543.0,574.0,513.0,
1707960315000,954.0,570.0,558.0,591.0,531.0,
1707960320000,955.0,567.0,569.0,592.0,536.0,
1707960325000,952.0,556.0,559.0,577.0,524.0,
1707960330000,948.0,547.0,549.0,569.0,520.0,
1707960335000,948.0,546.0,566.0,579.0,536.0,
1707960340000,949.0,560.0,564.0,588.0,542.0,
1707960345000,953.0,572.0,578.0,606.0,555.0,
1707960350000,955.0,575.0,578.0,609.0,558.0,
1707960355000,955.0,565.0,578.0,608.0,554.0,
1707960360000,955.0,545.0,559.0,593.0,536.0,
1707960365000,956.0,544.0,552.0,592.0,531.0,
1707960370000,954.0,543.0,555.0,589.0,533.0,
1707960375000,956.0,538.0,548.0,587.0,526.0,
1707960380000,958.0,540.0,547.0,592.0,531.0,
1707960385000,959.0,534.0,543.0,592.0,528.0,
1707960390000,960.0,530.0,539.0,584.0,523.0,
1707960395000,961.0,529.0,528.0,580.0,514.0,
1707960400000,962.0,519.0,528.0,571.0,513.0,
1707960405000,958.0,503.0,511.0,551.0,493.0,
1707960410000,959.0,516.0,512.0,557.0,500.0,
1707960415000,958.0,518.0,508.0,555.0,500.0,
1707960420000,955.0,509.0,502.0,542.0,493.0,
1707960425000,956.0,522.0,514.0,553.0,503.0,
1707960430000,956.0,522.0,513.0,555.0,503.0,
1707960435000,955.0,521.0,511.0,550.0,504.0,
1707960440000,950.0,514.0,499.0,539.0,496.0,
1707960445000,950.0,513.0,500.0,538.0,498.0,
1707960450000,949.0,521.0,500.0,544.0,498.0,
1707960455000,947.0,524.0,493.0,541.0,495.0,
1707960460000,945.0,520.0,503.0,539.0,507.0,
1707960465000,943.0,521.0,504.0,542.0,510.0,
1707960470000,943.0,504.0,497.0,530.0,497.0,
1707960475000,945.0,514.0,498.0,539.0,502.0,
1707960480000,948.0,530.0,521.0,559.0,519.0,
1707960485000,948.0,528.0,520.0,556.0,518.0,
1707960490000,948.0,519.0,516.0,548.0,515.0,
1707960495000,948.0,515.0,512.0,544.0,508.0,
1707960500000,952.0,518.0,519.0,548.0,508.0,
1707960505000,954.0,516.0,517.0,544.0,505.0,
1707960510000,954.0,515.0,519.0,545.0,510.0,
1707960515000,957.0,528.0,527.0,560.0,510.0,
1707960520000,956.0,538.0,521.0,566.0,511.0,
1707960525000,960.0,542.0,539.0,576.0,524.0,
1707960530000,960.0,542.0,543.0,583.0,529.0,
1707960535000,961.0,534.0,543.0,575.0,527.0,
1707960540000,960.0,539.0,534.0,573.0,525.0,
1707960545000,958.0,534.0,533.0,571.0,524.0,
1707960550000,960.0,542.0,532.0,578.0,525.0,
1707960555000,963.0,550.0,548.0,590.0,542.0,
1707960560000,962.0,542.0,546.0,585.0,540.0,
1707960565000,961.0,552.0,552.0,589.0,547.0,
1707960570000,964.0,561.0,552.0,585.0,546.0,
1707960575000,964.0,545.0,548.0,566.0,543.0,
1707960580000,962.0,536.0,554.0,558.0,543.0,
1707960585000,954.0,528.0,537.0,548.0,525.0,
1707960590000,954.0,526.0,530.0,540.0,519.0,
1707960595000,951.0,529.0,529.0,543.0,519.0,
1707960600000,952.0,531.0,539.0,551.0,525.0,
1707960605000,,,,,,
1707960655000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1707960660000,703.0,1000.0,122.0,110.0,197.0,87.0
1707960665000,841.0,118.0,167.0,153.0,190.0,153.0
1707960670000,877.0,180.0,175.0,184.0,200.0,196.0
1707960675000,884.0,197.0,206.0,199.0,213.0,249.0
1707960680000,896.0,210.0,284.0,279.0,283.0,305.0
1707960685000,897.0,285.0,337.0,315.0,316.0,333.0
1707960690000,903.0,334.0,360.0,334.0,334.0,346.0
1707960695000,903.0,355.0,370.0,341.0,338.0,350.0
1707960700000,899.0,360.0,383.0,358.0,357.0,363.0
1707960705000,905.0,374.0,410.0,381.0,378.0,383.0
1707960710000,911.0,394.0,414.0,390.0,377.0,396.0
1707960715000,908.0,398.0,412.0,392.0,379.0,403.0
1707960720000,908.0,399.0,458.0,436.0,413.0,453.0
1707960725000,930.0,476.0,506.0,477.0,449.0,501.0
1707960730000,930.0,476.0,508.0,472.0,452.0,504.0
1707960735000,929.0,474.0,511.0,482.0,464.0,503.0
1707960740000,924.0,482.0,499.0,476.0,463.0,501.0
1707960745000,924.0,473.0,495.0,473.0,467.0,495.0
1707960750000,925.0,464.0,500.0,487.0,484.0,508.0
1707960755000,925.0,471.0,506.0,503.0,497.0,521.0
1707960760000,933.0,479.0,498.0,497.0,493.0,515.0
1707960765000,938.0,471.0,496.0,506.0,506.0,525.0
1707960770000,938.0,477.0,497.0,505.0,519.0,519.0
1707960775000,935.0,477.0,516.0,527.0,535.0,530.0
1707960780000,939.0,493.0,507.0,528.0,522.0,522.0
1707960785000,939.0,483.0,503.0,526.0,534.0,527.0
1707960790000,941.0,490.0,525.0,546.0,547.0,537.0
1707960795000,937.0,512.0,545.0,560.0,555.0,552.0
1707960800000,945.0,528.0,550.0,553.0,543.0,545.0
1707960805000,945.0,522.0,554.0,567.0,551.0,564.0
1707960810000,944.0,532.0,550.0,568.0,529.0,556.0
1707960815000,947.0,523.0,549.0,563.0,528.0,554.0
1707960820000,943.0,525.0,570.0,572.0,533.0,569.0
1707960825000,942.0,539.0,555.0,551.0,511.0,549.0
1707960830000,942.0,523.0,570.0,561.0,517.0,561.0
1707960835000,941.0,539.0,572.0,550.0,501.0,556.0
1707960840000,942.0,527.0,579.0,552.0,528.0,571.0
1707960845000,942.0,546.0,571.0,554.0,537.0,574.0
1707960850000,942.0,538.0,572.0,553.0,543.0,573.0
1707960855000,937.0,543.0,567.0,556.0,548.0,572.0
1707960860000,940.0,543.0,578.0,574.0,570.0,591.0
1707960865000,949.0,562.0,576.0,567.0,566.0,582.0
1707960870000,949.0,554.0,585.0,562.0,589.0,595.0
1707960875000,945.0,565.0,596.0,567.0,599.0,602.0
1707960880000,947.0,571.0,588.0,571.0,606.0,606.0
1707960885000,948.0,567.0,606.0,583.0,615.0,628.0
1707960890000,952.0,577.0,597.0,575.0,604.0,625.0
1707960895000,953.0,564.0,610.0,579.0,622.0,651.0
1707960900000,952.0,590.0,607.0,573.0,597.0,642.0
1707960905000,952.0,572.0,617.0,572.0,580.0,633.0
1707960910000,950.0,573.0,608.0,573.0,577.0,632.0
1707960915000,952.0,567.0,612.0,572.0,583.0,633.0
1707960920000,953.0,569.0,605.0,562.0,573.0,624.0
1707960925000,951.0,561.0,613.0,567.0,569.0,632.0
1707960930000,948.0,570.0,607.0,565.0,559.0,626.0
1707960935000,948.0,565.0,606.0,568.0,551.0,628.0
1707960940000,947.0,569.0,601.0,561.0,538.0,616.0
1707960945000,941.0,562.0,603.0,567.0,542.0,612.0
1707960950000,940.0,566.0,599.0,561.0,539.0,603.0
1707960955000,939.0,559.0,595.0,564.0,541.0,591.0
1707960960000,938.0,550.0,595.0,563.0,537.0,575.0
1707960965000,938.0,545.0,599.0,568.0,542.0,572.0
1707960970000,940.0,550.0,602.0,570.0,538.0,573.0
1707960975000,942.0,546.0,595.0,564.0,524.0,568.0
1707960980000,940.0,540.0,602.0,569.0,524.0,569.0
