,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737200720000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200725000,1.0,16.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,1.0,48.0,366.0,6602000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200730000,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,134.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200735000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3287000.0,797.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200740000,5.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,4.0,84.0,44.0,1276.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200745000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,48636000.0,48.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200750000,7.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,2.0,7.0,118.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200755000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,38376000.0,224.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200760000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,3096000.0,224.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200765000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,224.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200770000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,224.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200775000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,15.0,167.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200780000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,8469000.0,143.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200785000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,143.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200790000,9.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,2.0,287.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200795000,9.0,19.0,1.0,0.0,0.0,10.0,2.0,0.0,9.0,9.0,17622000.0,125.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200800000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,125.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200805000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,9.0,2.0,246.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200810000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,5580000.0,182.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200815000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,182.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200820000,8.0,20.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,8.0,1.0,168.0,642.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200825000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,8352000.0,201.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200830000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,8.0,5980.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737200835000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,3870000.0,113.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
