Timestamp,flink_jobmanager_job_lastCheckpointDuration
0,-1.0
5,-1.0
10,-1.0
15,4561.0
20,640.0
25,343.0
30,596.0
35,1147.0
40,1256.0
45,1730.0
50,2247.0
55,1544.0
60,2345.0
65,1142.0
70,2557.0
75,1747.0
80,2356.0
85,1345.0
90,2730.0
95,1133.0
100,1518.0
105,2460.0
110,1743.0
115,1136.0
120,1697.0
125,2168.0
130,1744.0
135,1843.0
140,1954.0
145,1940.0
150,1107.0
155,1431.0
160,1920.0
165,1160.0
170,1654.0
175,1735.0
180,1244.0
185,2299.0
190,1419.0
195,1477.0
200,2617.0
205,2140.0
210,1068.0
215,1425.0
220,2238.0
225,974.0
230,1743.0
235,1341.0
240,945.0
245,1977.0
250,1623.0
255,1347.0
260,2040.0
265,1239.0
270,2443.0
275,1341.0
280,1439.0
285,1740.0
290,1639.0
295,1540.0
300,2840.0
305,939.0
310,2241.0
315,1519.0
320,1280.0
325,2077.0
330,1463.0
335,941.0
340,2039.0
345,1347.0
350,2113.0
355,1004.0
360,1349.0
365,2201.0
370,992.0
375,1541.0
380,1541.0
385,
435,-1.0
440,-1.0
445,-1.0
450,1499.0
455,2269.0
460,1369.0
465,1687.0
470,2467.0
475,1558.0
480,1359.0
485,1966.0
490,1695.0
495,1982.0
500,1450.0
505,2168.0
510,1867.0
515,1976.0
520,2065.0
525,1466.0
530,1567.0
535,2370.0
540,1245.0
545,1873.0
550,2364.0
555,1786.0
560,2165.0
565,1891.0
570,2872.0
575,2068.0
580,2787.0
585,2567.0
590,2168.0
595,3367.0
600,2707.0
605,2579.0
610,2357.0
615,3004.0
620,3202.0
625,3880.0
630,2907.0
635,3171.0
640,2470.0
645,3422.0
650,3367.0
655,3974.0
660,3611.0
665,3611.0
670,3611.0
675,3611.0
680,3611.0
685,3611.0
690,1440.0
695,984.0
700,1544.0
705,1079.0
710,992.0
715,1250.0
720,1880.0
725,2090.0
730,1071.0
735,1943.0
740,1967.0
745,1866.0
750,2265.0
755,1966.0
760,1476.0
765,1772.0
770,2657.0
775,1976.0
780,1866.0
785,2630.0
790,3061.0
795,1830.0
800,2666.0
805,2297.0
810,1909.0
815,2167.0
820,3569.0
825,2567.0
830,2118.0
835,
890,-1.0
895,-1.0
900,-1.0
905,-1.0
910,-1.0
915,-1.0
920,-1.0
925,-1.0
930,2122.0
935,2387.0
940,2909.0
945,2276.0
950,3424.0
955,3310.0
960,3021.0
965,3783.0
970,2613.0
975,2982.0
980,2656.0
