,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5
Timestamp,,,,,,
1709756435000,0.0,,,,,
1709756440000,0.0,,,,,
1709756445000,25.366666666666,,,,,
1709756450000,510.65,,,,,
1709756455000,954.1833333333,,,,,
1709756460000,954.1833333333,,,,,
1709756465000,2301.35,,,,,
1709756470000,3937.83333333,,,,,
1709756475000,6738.95,,,,,
1709756480000,9579.9,,,,,
1709756485000,12826.56666666,,,,,
1709756490000,15930.56666666,,,,,
1709756495000,18426.983333329998,,,,,
1709756500000,21700.43333333,,,,,
1709756505000,24965.183333330002,,,,,
1709756510000,26800.433333330002,,,,,
1709756515000,28925.333333330003,,,,,
1709756520000,32321.633333330003,,,,,
1709756525000,34317.45,,,,,
1709756530000,35475.41666666,,,,,
1709756535000,35654.11666666,,,,,
1709756540000,36267.91666666,,,,,
1709756545000,35950.85,,,,,
1709756550000,36606.26666666,,,,,
1709756555000,37166.45,,,,,
1709756560000,36790.86666666,,,,,
1709756565000,37114.51666666,,,,,
1709756570000,38045.43333333,,,,,
1709756575000,38729.28333333,,,,,
1709756580000,38833.733333330005,,,,,
1709756585000,38064.716666659995,,,,,
1709756590000,38077.9,,,,,
1709756595000,38813.2,,,,,
1709756600000,38269.06666666,,,,,
1709756605000,38613.26666666,,,,,
1709756610000,38322.68333333,,,,,
1709756615000,38040.08333333,,,,,
1709756620000,38184.93333333,,,,,
1709756625000,37077.4,,,,,
1709756630000,37272.43333333,,,,,
1709756635000,37288.55,,,,,
1709756640000,36389.31666666,,,,,
1709756645000,37291.53333333,,,,,
1709756650000,37668.16666666,,,,,
1709756655000,36833.45,,,,,
1709756660000,37167.6,,,,,
1709756665000,37059.91666666,,,,,
1709756670000,36841.38333333,,,,,
1709756675000,37390.85,,,,,
1709756680000,37520.65,,,,,
1709756685000,38669.36666666,,,,,
1709756690000,37120.1,,,,,
1709756695000,37615.28333333,,,,,
1709756700000,38092.18333333,,,,,
1709756705000,38035.7,,,,,
1709756710000,38296.31666666,,,,,
1709756715000,37832.05,,,,,
1709756720000,37349.56666666,,,,,
1709756725000,37297.8,,,,,
1709756730000,37787.38333333,,,,,
1709756735000,37627.466666659995,,,,,
1709756740000,37643.01666666,,,,,
1709756745000,37444.93333333,,,,,
1709756750000,38998.05,,,,,
1709756755000,37810.43333333,,,,,
1709756760000,38424.51666666,,,,,
1709756765000,37838.233333330005,,,,,
1709756770000,37332.966666659995,,,,,
1709756775000,38954.38333333,,,,,
1709756780000,38884.63333333,,,,,
1709756785000,39262.93333333,,,,,
1709756790000,39021.05,,,,,
1709756795000,39068.6,,,,,
1709756800000,38579.9,,,,,
1709756805000,38914.466666659995,,,,,
1709756810000,38838.61666666,,,,,
1709756815000,38163.1,,,,,
1709756820000,,,,,,
1709756865000,,0.0,,,,
1709756870000,0.0,0.0,,,,
1709756875000,90.0666666666,56.4166666667,,,,
1709756880000,772.3666666666,323.6,,,,
1709756885000,1351.7,674.25,,,,
1709756890000,3155.5166666665996,1559.5333333332999,,,,
1709756895000,6085.75,2905.9,,,,
1709756900000,9030.0,4232.3,,,,
1709756905000,11096.85,5115.13333333,,,,
1709756910000,14141.55,6442.33333333,,,,
1709756915000,17270.95,7976.633333329999,,,,
1709756920000,19888.41666666,9022.283333329999,,,,
1709756925000,23498.75,10815.6,,,,
1709756930000,26492.583333330003,12380.75,,,,
1709756935000,30680.2,13949.116666659998,,,,
1709756940000,32057.516666659998,14698.8,,,,
1709756945000,35426.65,16230.23333333,,,,
1709756950000,37325.85,17113.63333333,,,,
1709756955000,37423.15,17188.95,,,,
1709756960000,37088.43333333,17128.733333329998,,,,
1709756965000,38508.16666666,17929.566666659997,,,,
1709756970000,37635.4,17609.41666666,,,,
1709756975000,38487.233333330005,17941.0,,,,
1709756980000,39031.1,18434.28333333,,,,
1709756985000,37756.41666666,17581.08333333,,,,
1709756990000,37398.95,17410.21666666,,,,
1709756995000,36740.4,17399.86666666,,,,
1709757000000,37024.91666666,17583.3,,,,
1709757005000,35090.483333330005,16664.35,,,,
1709757010000,34635.28333333,16470.78333333,,,,
1709757015000,35240.88333333,16625.35,,,,
1709757020000,34020.1,16007.883333329999,,,,
1709757025000,32962.06666666,15560.633333329999,,,,
1709757030000,33481.51666666,15845.25,,,,
1709757035000,31564.61666666,14662.616666659998,,,,
1709757040000,30819.4,14230.85,,,,
1709757045000,31238.61666666,14781.716666659999,,,,
