,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5
Timestamp,,,,,,
1709756440000,1000.0,,,,,
1709756445000,959.0,,,,,
1709756450000,980.0,,,,,
1709756455000,836.0,,,,,
1709756460000,625.0,,,,,
1709756465000,582.0,,,,,
1709756470000,646.0,,,,,
1709756475000,697.0,,,,,
1709756480000,735.0,,,,,
1709756485000,764.0,,,,,
1709756490000,788.0,,,,,
1709756495000,807.0,,,,,
1709756500000,823.0,,,,,
1709756505000,827.0,,,,,
1709756510000,827.0,,,,,
1709756515000,865.0,,,,,
1709756520000,948.0,,,,,
1709756525000,998.0,,,,,
1709756530000,1000.0,,,,,
1709756535000,1000.0,,,,,
1709756540000,1000.0,,,,,
1709756545000,1000.0,,,,,
1709756550000,1000.0,,,,,
1709756555000,1000.0,,,,,
1709756560000,1000.0,,,,,
1709756565000,1000.0,,,,,
1709756570000,1000.0,,,,,
1709756575000,1000.0,,,,,
1709756580000,1000.0,,,,,
1709756585000,1000.0,,,,,
1709756590000,1000.0,,,,,
1709756595000,1000.0,,,,,
1709756600000,1000.0,,,,,
1709756605000,1000.0,,,,,
1709756610000,1000.0,,,,,
1709756615000,1000.0,,,,,
1709756620000,1000.0,,,,,
1709756625000,1000.0,,,,,
1709756630000,1000.0,,,,,
1709756635000,1000.0,,,,,
1709756640000,1000.0,,,,,
1709756645000,1000.0,,,,,
1709756650000,1000.0,,,,,
1709756655000,1000.0,,,,,
1709756660000,1000.0,,,,,
1709756665000,1000.0,,,,,
1709756670000,1000.0,,,,,
1709756675000,1000.0,,,,,
1709756680000,1000.0,,,,,
1709756685000,1000.0,,,,,
1709756690000,1000.0,,,,,
1709756695000,1000.0,,,,,
1709756700000,1000.0,,,,,
1709756705000,1000.0,,,,,
1709756710000,1000.0,,,,,
1709756715000,1000.0,,,,,
1709756720000,1000.0,,,,,
1709756725000,1000.0,,,,,
1709756730000,1000.0,,,,,
1709756735000,1000.0,,,,,
1709756740000,1000.0,,,,,
1709756745000,1000.0,,,,,
1709756750000,1000.0,,,,,
1709756755000,1000.0,,,,,
1709756760000,1000.0,,,,,
1709756765000,1000.0,,,,,
1709756770000,1000.0,,,,,
1709756775000,1000.0,,,,,
1709756780000,1000.0,,,,,
1709756785000,1000.0,,,,,
1709756790000,1000.0,,,,,
1709756795000,1000.0,,,,,
1709756800000,1000.0,,,,,
1709756805000,1000.0,,,,,
1709756810000,1000.0,,,,,
1709756815000,1000.0,,,,,
1709756820000,,,,,,
1709756870000,1000.0,1000.0,,,,
1709756875000,765.0,201.0,,,,
1709756880000,883.0,229.0,,,,
1709756885000,922.0,289.0,,,,
1709756890000,942.0,325.0,,,,
1709756895000,953.0,353.0,,,,
1709756900000,961.0,383.0,,,,
1709756905000,967.0,383.0,,,,
1709756910000,971.0,390.0,,,,
1709756915000,974.0,395.0,,,,
1709756920000,977.0,399.0,,,,
1709756925000,979.0,402.0,,,,
1709756930000,981.0,406.0,,,,
1709756935000,1000.0,432.0,,,,
1709756940000,1000.0,462.0,,,,
1709756945000,1000.0,465.0,,,,
1709756950000,1000.0,472.0,,,,
1709756955000,1000.0,483.0,,,,
1709756960000,1000.0,477.0,,,,
1709756965000,1000.0,479.0,,,,
1709756970000,1000.0,488.0,,,,
1709756975000,1000.0,489.0,,,,
1709756980000,1000.0,495.0,,,,
1709756985000,1000.0,496.0,,,,
1709756990000,1000.0,488.0,,,,
1709756995000,1000.0,482.0,,,,
1709757000000,1000.0,479.0,,,,
1709757005000,1000.0,467.0,,,,
1709757010000,1000.0,455.0,,,,
1709757015000,1000.0,442.0,,,,
1709757020000,1000.0,452.0,,,,
1709757025000,1000.0,451.0,,,,
1709757030000,1000.0,439.0,,,,
1709757035000,1000.0,444.0,,,,
1709757040000,1000.0,443.0,,,,
1709757045000,1000.0,435.0,,,,
1709757050000,1000.0,456.0,,,,
1709757055000,1000.0,449.0,,,,
1709757060000,1000.0,432.0,,,,
1709757065000,1000.0,459.0,,,,
1709757070000,1000.0,464.0,,,,
1709757075000,1000.0,457.0,,,,
1709757080000,1000.0,446.0,,,,
1709757085000,1000.0,450.0,,,,
1709757090000,1000.0,467.0,,,,
1709757095000,1000.0,508.0,,,,
1709757100000,1000.0,550.0,,,,
1709757105000,1000.0,604.0,,,,
1709757110000,1000.0,637.0,,,,
1709757115000,1000.0,645.0,,,,
1709757120000,1000.0,673.0,,,,
