Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 6)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 0)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
390,19409.68333333,19354.43333333,,,,,,1000.0,735.0,,,,,,877.0,1381.0,392.0,2
395,19624.96666666,19437.2,,,,,,1000.0,733.0,,,,,,878.0,1381.0,361.0,2
400,19693.28333333,19614.2,,,,,,1000.0,744.0,,,,,,877.0,1381.0,402.0,2
405,19903.516666659998,19708.63333333,,,,,,1000.0,746.0,,,,,,874.0,1381.0,450.0,2
410,20045.3,19894.93333333,,,,,,1000.0,752.0,,,,,,875.0,1381.0,293.0,2
415,20196.53333333,20036.7,,,,,,1000.0,756.0,,,,,,873.0,1381.0,373.0,2
420,20007.16666666,20174.9,,,,,,1000.0,759.0,,,,,,877.0,1381.0,365.0,2
425,20091.15,20024.316666659997,,,,,,1000.0,754.0,,,,,,878.0,1381.0,492.0,2
430,20337.7,20081.83333333,,,,,,1000.0,756.0,,,,,,879.0,1381.0,379.0,2
435,20330.11666666,20359.2,,,,,,1000.0,765.0,,,,,,878.0,1381.0,354.0,2
440,20482.78333333,20339.66666666,,,,,,1000.0,763.0,,,,,,878.0,1381.0,351.0,2
445,20554.71666666,20478.03333333,,,,,,1000.0,768.0,,,,,,877.0,1381.0,309.0,2
450,20586.38333333,20570.18333333,,,,,,1000.0,771.0,,,,,,875.0,1381.0,352.0,2
455,20617.816666659997,20584.2,,,,,,1000.0,772.0,,,,,,875.0,1381.0,370.0,2
460,20883.16666666,20613.66666666,,,,,,1000.0,769.0,,,,,,876.0,1381.0,337.0,2
465,20939.61666666,20868.36666666,,,,,,1000.0,778.0,,,,,,881.0,1381.0,350.0,2
470,21011.18333333,20921.766666659998,,,,,,1000.0,780.0,,,,,,881.0,1381.0,369.0,2
475,21039.766666659998,21001.983333329998,,,,,,1000.0,783.0,,,,,,877.0,1381.0,368.0,2
480,21287.63333333,21042.96666666,,,,,,1000.0,785.0,,,,,,872.0,1381.0,312.0,2
485,21288.28333333,21265.83333333,,,,,,1000.0,793.0,,,,,,875.0,1381.0,311.0,2
490,21212.03333333,21293.566666659997,,,,,,1000.0,794.0,,,,,,872.0,1381.0,362.0,2
495,21274.0,21198.35,,,,,,1000.0,791.0,,,,,,873.0,1381.0,358.0,2
500,21356.45,21253.3,,,,,,1000.0,793.0,,,,,,871.0,1381.0,350.0,2
505,21373.9,21373.78333333,,,,,,1000.0,797.0,,,,,,871.0,1381.0,344.0,2
510,21415.6,21353.25,,,,,,1000.0,797.0,,,,,,872.0,1381.0,348.0,2
515,21446.36666666,21378.71666666,,,,,,1000.0,797.0,,,,,,873.0,1381.0,349.0,2
520,21546.95,21444.766666659998,,,,,,1000.0,800.0,,,,,,875.0,1381.0,341.0,2
525,21598.7,21543.55,,,,,,1000.0,807.0,,,,,,871.0,1381.0,367.0,2
530,21548.86666666,21599.45,,,,,,1000.0,810.0,,,,,,873.0,1381.0,354.0,2
535,21560.7,21542.566666659997,,,,,,1000.0,807.0,,,,,,877.0,1381.0,469.0,2
540,21561.86666666,21554.78333333,,,,,,1000.0,808.0,,,,,,879.0,1381.0,349.0,2
545,21585.63333333,21573.88333333,,,,,,1000.0,809.0,,,,,,878.0,1381.0,356.0,2
550,21671.96666666,21589.41666666,,,,,,1000.0,809.0,,,,,,877.0,1381.0,361.0,2
555,21665.75,21689.86666666,,,,,,1000.0,812.0,,,,,,876.0,1381.0,455.0,2
560,21644.2,21664.18333333,,,,,,1000.0,810.0,,,,,,878.0,1381.0,393.0,2
565,21552.016666659998,21639.66666666,,,,,,1000.0,809.0,,,,,,874.0,1381.0,348.0,2
570,21452.46666666,21568.96666666,,,,,,1000.0,806.0,,,,,,873.0,1381.0,560.0,2
575,,21486.65,,,,,,,804.0,,,,,,,1381.0,613.0,1
580,,,,,,,,,,,,,,,,,,0
620,0.0,,0.0,,,,,,,,,,,,0.0,,,2
625,63.8833333333,0.0,89.0,,,,,612.0,1000.0,486.0,,,,,83.0,,-1.0,3
630,900.1666666666,88.0833333333,935.3333333333,,,,,806.0,526.0,512.0,,,,,277.0,-1.0,-1.0,3
635,2318.3666666666,935.3333333333,2384.7333333333,,,,,871.0,523.0,581.0,,,,,454.0,1381.0,309.0,3
640,3845.73333333,2368.7333333333,3907.33333333,,,,,903.0,596.0,623.0,,,,,545.0,1381.0,418.0,3
645,5362.43333333,3895.45,5443.83333333,,,,,923.0,634.0,649.0,,,,,598.0,1381.0,410.0,3
650,6924.51666666,5427.91666667,6941.85,,,,,936.0,654.0,661.0,,,,,622.0,1381.0,415.0,3
655,8382.133333329999,6941.86666666,8426.68333333,,,,,945.0,666.0,668.0,,,,,642.0,1381.0,415.0,3
660,9803.5,8426.6,9869.7,,,,,952.0,672.0,680.0,,,,,656.0,1381.0,345.0,3
665,11402.66666666,9860.45,11462.06666666,,,,,957.0,679.0,693.0,,,,,673.0,1381.0,428.0,3
670,12936.68333333,11457.83333333,12968.98333333,,,,,962.0,694.0,696.0,,,,,682.0,1381.0,438.0,3
675,14339.6,12968.98333333,14398.18333333,,,,,965.0,699.0,700.0,,,,,690.0,1381.0,449.0,3
680,15811.8,14381.73333333,15919.033333329999,,,,,968.0,704.0,703.0,,,,,699.0,1381.0,386.0,3
685,17436.05,15902.633333329999,17481.4,,,,,1000.0,706.0,729.0,,,,,756.0,1381.0,330.0,3
690,18297.83333333,17465.16666666,18280.38333333,,,,,1000.0,730.0,752.0,,,,,783.0,1381.0,363.0,3
695,18535.816666659997,18275.66666666,18517.13333333,,,,,1000.0,755.0,760.0,,,,,782.0,1381.0,408.0,3
700,18749.91666666,18532.8,18747.93333333,,,,,1000.0,763.0,770.0,,,,,778.0,1381.0,359.0,3
705,18937.316666659997,18735.5,18913.11666666,,,,,1000.0,769.0,775.0,,,,,782.0,1381.0,341.0,3
710,18921.233333329998,18930.35,18927.88333333,,,,,1000.0,778.0,776.0,,,,,784.0,1381.0,366.0,3
715,19110.03333333,18927.86666666,19107.38333333,,,,,1000.0,778.0,785.0,,,,,785.0,1381.0,389.0,3
720,19121.91666666,19078.91666666,19129.516666659998,,,,,1000.0,787.0,781.0,,,,,789.0,1381.0,331.0,3
725,19152.08333333,19121.78333333,19167.43333333,,,,,1000.0,790.0,781.0,,,,,788.0,1381.0,370.0,3
730,19211.93333333,19156.21666666,19201.016666659998,,,,,1000.0,789.0,783.0,,,,,792.0,1381.0,347.0,3
735,19330.816666659997,19194.766666659998,19328.95,,,,,1000.0,790.0,783.0,,,,,789.0,1381.0,390.0,3
740,19376.266666659998,19339.016666659998,19333.61666666,,,,,1000.0,790.0,782.0,,,,,791.0,1381.0,413.0,3
745,19447.4,19333.2,19438.55,,,,,1000.0,789.0,786.0,,,,,799.0,1381.0,369.0,3
750,19497.95,19391.03333333,19497.96666666,,,,,1000.0,793.0,786.0,,,,,802.0,1381.0,361.0,3
755,19580.95,19496.0,19585.483333329998,,,,,1000.0,796.0,789.0,,,,,805.0,1381.0,360.0,3
760,19566.483333329998,19568.78333333,19558.28333333,,,,,1000.0,797.0,789.0,,,,,810.0,1381.0,319.0,3
765,19617.15,19581.316666659997,19607.58333333,,,,,1000.0,797.0,790.0,,,,,812.0,1381.0,360.0,3
770,19771.78333333,19601.733333329998,19755.85,,,,,1000.0,800.0,800.0,,,,,818.0,1381.0,368.0,3
775,19875.266666659998,19746.38333333,19900.38333333,,,,,1000.0,807.0,804.0,,,,,825.0,1381.0,341.0,3
780,20189.63333333,19911.4,20167.33333333,,,,,1000.0,811.0,814.0,,,,,823.0,1381.0,350.0,3
785,20286.61666666,20175.93333333,20278.66666666,,,,,1000.0,818.0,817.0,,,,,827.0,1381.0,369.0,3
790,20443.316666659997,20280.88333333,20435.88333333,,,,,1000.0,821.0,824.0,,,,,829.0,1381.0,365.0,3
795,20689.3,20427.18333333,20681.016666659998,,,,,1000.0,826.0,835.0,,,,,838.0,1381.0,408.0,3
800,20932.233333329998,20682.733333329998,20916.61666666,,,,,1000.0,836.0,845.0,,,,,841.0,1381.0,345.0,3
805,20888.46666666,20935.28333333,20884.7,,,,,1000.0,847.0,847.0,,,,,840.0,1381.0,360.0,3
810,20883.483333329998,20941.78333333,20886.93333333,,,,,1000.0,845.0,848.0,,,,,842.0,1381.0,378.0,3
815,20907.46666666,20883.61666666,20917.63333333,,,,,1000.0,843.0,850.0,,,,,842.0,1381.0,326.0,3
820,20937.0,20903.566666659997,20953.2,,,,,1000.0,842.0,850.0,,,,,841.0,1381.0,361.0,3
825,20929.46666666,20943.25,20937.96666666,,,,,1000.0,844.0,849.0,,,,,839.0,1381.0,314.0,3
830,20989.61666666,20932.33333333,20988.36666666,,,,,1000.0,842.0,848.0,,,,,837.0,1381.0,347.0,3
835,21010.2,20983.733333329998,21001.91666666,,,,,1000.0,842.0,856.0,,,,,834.0,1381.0,343.0,3
840,20939.13333333,20998.766666659998,20939.983333329998,,,,,1000.0,848.0,854.0,,,,,837.0,1381.0,341.0,3
845,20813.7,20944.36666666,20824.96666666,,,,,1000.0,847.0,849.0,,,,,831.0,1381.0,339.0,3
850,20664.03333333,20821.2,20678.71666666,,,,,1000.0,841.0,843.0,,,,,827.0,1381.0,406.0,3
855,20525.983333329998,20693.68333333,20539.85,,,,,1000.0,835.0,835.0,,,,,819.0,1381.0,418.0,3
860,20417.316666659997,20515.766666659998,20427.83333333,,,,,1000.0,829.0,830.0,,,,,818.0,1381.0,357.0,3
865,20442.016666659998,20402.3,20442.16666666,,,,,1000.0,825.0,826.0,,,,,815.0,1381.0,423.0,3
870,20366.2,20432.11666666,20403.05,,,,,1000.0,826.0,824.0,,,,,817.0,1381.0,336.0,3
875,20260.36666666,20413.05,20265.05,,,,,1000.0,824.0,816.0,,,,,810.0,1381.0,368.0,3
880,20269.65,20279.11666666,20260.516666659998,,,,,1000.0,819.0,814.0,,,,,810.0,1381.0,541.0,3
885,20268.25,20243.66666666,20286.41666666,,,,,1000.0,818.0,819.0,,,,,810.0,1381.0,331.0,3
890,20238.9,20279.08333333,20247.7,,,,,1000.0,818.0,817.0,,,,,813.0,1381.0,356.0,3
895,,20254.9,,,,,,,818.0,,,,,,,1381.0,385.0,1
900,,,,,,,,,,,,,,,,,,0
940,,0.0,0.0,0.0,,,,,,,,,,,,,,3
945,0.0,0.0,87.95,88.1833333333,,,,1000.0,1000.0,356.0,386.0,,,,0.0,-1.0,-1.0,4
950,53.2166666667,61.0,733.4333333333,719.7166666666,,,,485.0,410.0,341.0,383.0,,,,0.0,1381.0,268.0,4
955,612.6,681.3,1979.05,1968.3833333332998,,,,743.0,378.0,429.0,486.0,,,,146.0,1381.0,776.0,4
960,1834.9666666666,1877.7666666666,3373.06666667,3373.08333333,,,,829.0,447.0,483.0,554.0,,,,262.0,1381.0,403.0,4
965,3254.55,3291.3666666665995,4759.96666667,4760.73333333,,,,872.0,509.0,517.0,589.0,,,,323.0,1381.0,437.0,4
970,4635.95,4675.88333333,6225.133333329999,6241.766666670001,,,,897.0,542.0,557.0,623.0,,,,345.0,1381.0,486.0,4
975,6142.96666667,6165.383333329999,7511.733333329999,7511.75,,,,915.0,572.0,570.0,627.0,,,,371.0,1381.0,305.0,4
980,7374.91666666,7424.883333329999,8902.85,8889.15,,,,927.0,576.0,586.0,647.0,,,,378.0,1381.0,314.0,4
985,8767.05,8806.41666666,10282.75,10283.61666666,,,,936.0,592.0,592.0,658.0,,,,387.0,1381.0,436.0,4
990,10201.35,10201.65,11699.716666659999,11698.41666666,,,,943.0,605.0,597.0,667.0,,,,389.0,1381.0,426.0,4
995,11571.81666666,11607.31666666,13218.55,13233.83333333,,,,949.0,611.0,611.0,683.0,,,,404.0,1381.0,476.0,4
1000,13159.58333333,13161.08333333,14861.266666659998,14861.283333329999,,,,954.0,625.0,623.0,700.0,,,,422.0,1381.0,380.0,4
1005,14725.41666666,14792.65,16397.91666666,16390.63333333,,,,958.0,642.0,656.0,741.0,,,,437.0,1381.0,389.0,4
1010,16303.4,16325.31666666,17373.816666659997,17387.55,,,,1000.0,673.0,690.0,782.0,,,,484.0,1381.0,334.0,4
1015,17363.9,17337.15,17590.16666666,17568.03333333,,,,1000.0,709.0,695.0,787.0,,,,507.0,1381.0,392.0,4
1020,17604.53333333,17602.45,17878.28333333,17864.5,,,,1000.0,718.0,710.0,799.0,,,,513.0,1381.0,602.0,4
1025,17845.65,17863.83333333,18084.96666666,18061.566666659997,,,,1000.0,727.0,717.0,807.0,,,,520.0,1381.0,400.0,4
1030,18094.4,18043.16666666,18253.0,18239.13333333,,,,1000.0,731.0,716.0,811.0,,,,527.0,1381.0,397.0,4
1035,18201.15,18217.1,18557.7,18551.066666659997,,,,1000.0,737.0,720.0,827.0,,,,540.0,1381.0,352.0,4
1040,18564.03333333,18550.9,18590.96666666,18605.2,,,,1000.0,751.0,717.0,824.0,,,,555.0,1381.0,377.0,4
1045,18625.53333333,18628.46666666,18788.13333333,18771.566666659997,,,,1000.0,752.0,727.0,833.0,,,,562.0,1381.0,504.0,4
1050,18728.316666659997,18765.43333333,19037.75,19033.91666666,,,,1000.0,757.0,736.0,843.0,,,,574.0,1381.0,339.0,4
1055,19013.05,19034.05,19074.766666659998,19052.516666659998,,,,1000.0,774.0,733.0,841.0,,,,581.0,1381.0,389.0,4
1060,18999.516666659998,19041.88333333,18957.4,18957.38333333,,,,1000.0,772.0,728.0,833.0,,,,581.0,1381.0,368.0,4
1065,18997.566666659997,18971.78333333,18994.05,18999.61666666,,,,1000.0,765.0,727.0,834.0,,,,580.0,1381.0,390.0,4
1070,18998.15,19007.066666659997,18975.25,18975.28333333,,,,1000.0,765.0,726.0,831.0,,,,579.0,1381.0,382.0,4
1075,18969.13333333,18974.18333333,19113.95,19145.7,,,,1000.0,762.0,731.0,837.0,,,,579.0,1381.0,307.0,4
1080,19127.733333329998,19112.45,19102.5,19116.71666666,,,,1000.0,767.0,725.0,834.0,,,,580.0,1381.0,482.0,4
1085,19129.93333333,19108.71666666,19179.75,19198.63333333,,,,1000.0,767.0,729.0,841.0,,,,576.0,1381.0,371.0,4
1090,19171.233333329998,19209.483333329998,19099.483333329998,19089.91666666,,,,1000.0,771.0,727.0,837.0,,,,587.0,1381.0,367.0,4
1095,19121.25,19133.85,19205.5,19182.8,,,,1000.0,768.0,732.0,841.0,,,,581.0,1381.0,408.0,4
1100,19200.983333329998,19182.8,19389.83333333,19389.816666659997,,,,1000.0,770.0,738.0,850.0,,,,584.0,1381.0,389.0,4
1105,19375.71666666,19367.483333329998,19477.91666666,19458.1,,,,1000.0,776.0,739.0,851.0,,,,586.0,1381.0,316.0,4
1110,19489.816666659997,19459.55,19503.25,19499.483333329998,,,,1000.0,776.0,741.0,853.0,,,,590.0,1381.0,424.0,4
1115,19509.6,19498.25,19591.983333329998,19611.483333329998,,,,1000.0,772.0,743.0,858.0,,,,587.0,1381.0,367.0,4
1120,19600.4,19592.8,19770.71666666,19759.68333333,,,,1000.0,775.0,750.0,866.0,,,,596.0,1381.0,336.0,4
1125,19731.15,19732.35,19795.2,19781.5,,,,1000.0,781.0,751.0,869.0,,,,604.0,1381.0,370.0,4
1130,19789.71666666,19779.91666666,19862.71666666,19850.96666666,,,,1000.0,783.0,755.0,874.0,,,,604.0,1381.0,277.0,4
1135,19853.733333329998,19848.1,19943.2,19940.11666666,,,,1000.0,785.0,759.0,878.0,,,,612.0,1381.0,369.0,4
1140,19911.13333333,19916.066666659997,19953.13333333,19938.13333333,,,,1000.0,787.0,758.0,879.0,,,,618.0,1381.0,393.0,4
1145,19932.15,19922.8,19928.58333333,19919.95,,,,1000.0,787.0,757.0,875.0,,,,617.0,1381.0,408.0,4
1150,19923.03333333,19916.86666666,19808.78333333,20006.58333333,,,,1000.0,788.0,766.0,880.0,,,,615.0,1381.0,382.0,4
1155,20045.1,19904.85,19998.33333333,20020.88333333,,,,1000.0,795.0,781.0,879.0,,,,617.0,1381.0,318.0,4
1160,20012.46666666,20028.41666666,20076.91666666,20069.65,,,,999.0,800.0,782.0,883.0,,,,609.0,1381.0,550.0,4
1165,20068.816666659997,20064.75,20090.03333333,20118.78333333,,,,999.0,801.0,781.0,882.0,,,,615.0,1381.0,341.0,4
1170,20091.35,20118.85,20009.83333333,20018.733333329998,,,,999.0,810.0,777.0,878.0,,,,620.0,1381.0,392.0,4
1175,20027.5,20021.266666659998,19988.63333333,19949.983333329998,,,,999.0,806.0,776.0,875.0,,,,625.0,1381.0,308.0,4
1180,19966.13333333,19950.35,19934.85,19945.9,,,,999.0,802.0,773.0,874.0,,,,606.0,1381.0,382.0,4
1185,19941.43333333,19941.43333333,19930.18333333,19922.983333329998,,,,999.0,803.0,771.0,868.0,,,,598.0,1381.0,398.0,4
1190,19917.91666666,19915.516666659998,19920.86666666,19940.7,,,,999.0,802.0,770.0,866.0,,,,608.0,1381.0,370.0,4
1195,19935.43333333,19937.41666666,19857.36666666,19860.516666659998,,,,999.0,804.0,766.0,863.0,,,,608.0,1381.0,315.0,4
1200,19865.15,19885.33333333,19854.11666666,19869.35,,,,999.0,802.0,765.0,862.0,,,,605.0,1381.0,538.0,4
1205,19871.61666666,19884.316666659997,19883.08333333,19895.483333329998,,,,999.0,803.0,764.0,862.0,,,,613.0,1381.0,408.0,4
1210,19891.0,19904.8,20146.5,19950.8,,,,999.0,802.0,759.0,863.0,,,,609.0,1381.0,338.0,4
1215,19884.86666666,,,,,,,1000.0,,,1000.0,,,,602.0,1381.0,287.0,1
1220,,0.0,0.0,695.6166666666,,,,602.0,1000.0,1000.0,259.0,,,,,1381.0,390.0,3
1225,,,673.55,,,,,,,150.0,,,,,,1381.0,575.0,1
1230,,,,,,,,,,,,,,,,,,0
1270,0.0,0.0,0.0,,0.0,,,,1000.0,,,,,,0.0,,,4
1275,0.0,99.15,117.5333333333,0.0,0.0,,,1000.0,499.0,367.0,1000.0,1000.0,,,0.0,-1.0,-1.0,5
1280,96.4333333333,930.0166666666,958.5,114.4333333333,119.8,,,543.0,519.0,443.0,375.0,415.0,,,0.0,-1.0,-1.0,5
1285,876.15,2297.1166666666,2297.8833333333,958.3333333333,951.4166666666,,,772.0,573.0,516.0,457.0,435.0,,,267.0,1381.0,894.0,5
1290,2275.6166666666,3646.65,3685.95,2297.15,2297.1333333333,,,848.0,593.0,558.0,528.0,517.0,,,402.0,1381.0,465.0,5
1295,3614.5,4981.88333333,5020.73333333,3686.01666667,3678.3,,,886.0,601.0,575.0,565.0,554.0,,,474.0,1381.0,430.0,5
1300,4959.93333333,6305.45,6323.266666670001,5009.58333333,5013.93333333,,,909.0,606.0,584.0,579.0,573.0,,,514.0,1381.0,343.0,5
1305,6254.866666670001,7699.933333329999,7715.56666666,6322.566666670001,6315.616666670001,,,924.0,614.0,600.0,590.0,582.0,,,536.0,1381.0,500.0,5
1310,7688.6,8925.283333329999,8944.75,7714.733333329999,7706.56666666,,,935.0,612.0,603.0,600.0,605.0,,,555.0,1381.0,431.0,5
1315,8885.25,10445.133333329999,10475.26666666,8944.73333333,8937.75,,,943.0,626.0,617.0,603.0,605.0,,,571.0,1381.0,503.0,5
1320,10391.48333333,11864.33333333,11898.016666659998,10474.73333333,10467.56666666,,,950.0,631.0,624.0,617.0,622.0,,,582.0,1381.0,352.0,5
1325,11836.45,13318.116666659998,13355.033333329999,11886.966666659999,11884.216666659999,,,955.0,642.0,631.0,624.0,627.0,,,595.0,1381.0,446.0,5
1330,13328.2,14946.0,14990.3,13355.05,13328.73333333,,,959.0,656.0,649.0,636.0,641.0,,,600.0,1381.0,516.0,5
1335,14934.33333333,16501.566666659997,16507.96666666,14986.98333333,14980.783333329999,,,962.0,680.0,683.0,649.0,656.0,,,606.0,1381.0,355.0,5
1340,16481.75,17308.066666659997,17304.46666666,16522.38333333,16509.8,,,1000.0,700.0,706.0,684.0,687.0,,,663.0,1381.0,405.0,5
1345,17335.733333329998,17501.816666659997,17529.983333329998,17312.86666666,17312.55,,,1000.0,708.0,713.0,703.0,717.0,,,674.0,1381.0,399.0,5
