Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,18844.62685184969,1015.9923626273558,
2,35935.51069181723,1578.3719442301133,47142.0
3,52237.65251571314,2232.3486405499243,65886.0
4,67807.63589742467,2773.573266969836,77997.0
5,85348.76538460114,3470.0187083354176,96437.0
6,88207.12327042087,3853.581077267495,113477.0
7,96046.87499997852,4474.532317700395,119965.0
