,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5
Timestamp,,,,,,
1709768940000,8933.85,8198.133333329999,61417.2,8534.46666666,8425.81666666,7995.85
1709768945000,8821.73333333,8232.33333333,63016.483333330005,8475.43333333,8374.21666666,8021.36666666
1709768950000,8845.91666666,8191.983333329999,63789.68333333,8486.93333333,8351.0,7983.933333329999
1709768955000,8640.16666666,8077.683333329999,63010.33333333,8415.83333333,8163.08333333,7884.233333329999
1709768960000,8849.6,8214.56666666,63783.46666666,8482.83333333,8363.883333329999,8014.25
1709768965000,8842.98333333,8218.23333333,64162.33333333,8489.1,8364.15,8018.76666666
1709768970000,8858.08333333,8211.68333333,63408.05,8488.25,8394.783333329999,8004.66666666
1709768975000,8846.06666666,8202.65,63930.93333333,8488.05,8364.33333333,8000.86666666
1709768980000,8833.43333333,8207.2,64846.866666660004,8487.08333333,8351.56666666,8001.95
1709768985000,8852.283333329999,8294.96666666,65095.68333333,8498.96666666,8376.883333329999,8082.81666666
1709768990000,8846.26666666,8220.56666666,65052.96666666,8487.16666666,8351.33333333,8002.58333333
