,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1737575515000,36045.65,35876.0,,,,,,,,,,,,,,,,,,,,,,,,
1737575520000,36490.5,34945.28333333,,,,,,,,,,,,,,,,,,,,,,,,
1737575525000,36240.4,33268.36666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575530000,37412.95,35752.6,,,,,,,,,,,,,,,,,,,,,,,,
1737575535000,33277.76666666,34754.08333333,,,,,,,,,,,,,,,,,,,,,,,,
1737575540000,29818.183333330002,31800.816666659997,,,,,,,,,,,,,,,,,,,,,,,,
1737575545000,32031.3,31771.8,,,,,,,,,,,,,,,,,,,,,,,,
1737575550000,35408.75,35242.466666659995,,,,,,,,,,,,,,,,,,,,,,,,
1737575555000,35186.8,34934.53333333,,,,,,,,,,,,,,,,,,,,,,,,
1737575560000,35240.51666666,35053.1,,,,,,,,,,,,,,,,,,,,,,,,
1737575565000,35580.8,35350.61666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575570000,35124.9,34851.45,,,,,,,,,,,,,,,,,,,,,,,,
1737575575000,35430.43333333,34176.25,,,,,,,,,,,,,,,,,,,,,,,,
1737575580000,34674.68333333,33495.86666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575585000,32792.58333333,34907.983333330005,,,,,,,,,,,,,,,,,,,,,,,,
1737575590000,33697.58333333,35043.63333333,,,,,,,,,,,,,,,,,,,,,,,,
1737575595000,34934.63333333,35028.983333330005,,,,,,,,,,,,,,,,,,,,,,,,
1737575600000,35953.38333333,35779.65,,,,,,,,,,,,,,,,,,,,,,,,
1737575605000,32831.51666666,33111.81666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575610000,34060.38333333,31200.6,,,,,,,,,,,,,,,,,,,,,,,,
1737575615000,34761.55,34620.76666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575620000,34076.9,33912.8,,,,,,,,,,,,,,,,,,,,,,,,
1737575625000,33616.31666666,33559.0,,,,,,,,,,,,,,,,,,,,,,,,
1737575630000,34362.63333333,34466.26666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575635000,34002.31666666,35006.61666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575640000,34592.66666666,36161.76666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575645000,36456.75,34567.33333333,,,,,,,,,,,,,,,,,,,,,,,,
1737575650000,35515.58333333,33886.58333333,,,,,,,,,,,,,,,,,,,,,,,,
1737575655000,34919.733333330005,34318.76666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575660000,33525.06666666,33176.76666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575665000,35937.8,35880.233333330005,,,,,,,,,,,,,,,,,,,,,,,,
1737575670000,32352.583333330003,34963.45,,,,,,,,,,,,,,,,,,,,,,,,
1737575675000,29755.433333330002,29645.55,,,,,,,,,,,,,,,,,,,,,,,,
1737575680000,32030.816666659997,30968.71666666,,,,,,,,,,,,,,,,,,,,,,,,
1737575685000,34448.483333330005,34267.983333330005,,,,,,,,,,,,,,,,,,,,,,,,
1737575690000,31436.41666666,31218.066666659997,,,,,,,,,,,,,,,,,,,,,,,,
1737575695000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737575715000,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1737575720000,0.0,1057.9666666666,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1737575725000,3870.63333333,4386.66666667,3855.63333333,3828.61666667,,,,,,,,,,,,,,,,,,,,,,
1737575730000,5865.8,7035.88333333,6082.2,5722.41666667,,,,,,,,,,,,,,,,,,,,,,
1737575735000,8398.6,8368.3,8385.95,8323.0,,,,,,,,,,,,,,,,,,,,,,
1737575740000,10516.2,11164.25,10935.6,10447.08333333,,,,,,,,,,,,,,,,,,,,,,
1737575745000,12199.41666666,13072.43333333,12175.46666666,12081.71666666,,,,,,,,,,,,,,,,,,,,,,
1737575750000,16737.73333333,16677.95,16725.88333333,16573.33333333,,,,,,,,,,,,,,,,,,,,,,
1737575755000,19013.93333333,19728.43333333,19370.88333333,18899.38333333,,,,,,,,,,,,,,,,,,,,,,
1737575760000,21449.58333333,22399.61666666,21382.36666666,21217.9,,,,,,,,,,,,,,,,,,,,,,
1737575765000,24340.76666666,24195.03333333,24262.75,24070.51666666,,,,,,,,,,,,,,,,,,,,,,
1737575770000,26134.26666666,27003.46666666,26147.5,25848.35,,,,,,,,,,,,,,,,,,,,,,
1737575775000,28782.51666666,29757.76666666,28682.18333333,28480.1,,,,,,,,,,,,,,,,,,,,,,
1737575780000,31687.65,30445.98333333,31577.43333333,31338.71666666,,,,,,,,,,,,,,,,,,,,,,
1737575785000,29376.05,29757.06666666,29452.96666666,29059.3,,,,,,,,,,,,,,,,,,,,,,
1737575790000,29941.75,29334.56666666,29612.31666666,29698.55,,,,,,,,,,,,,,,,,,,,,,
1737575795000,30393.68333333,30209.26666666,30283.43333333,30061.66666666,,,,,,,,,,,,,,,,,,,,,,
1737575800000,29867.96666666,30227.88333333,29337.1,29505.88333333,,,,,,,,,,,,,,,,,,,,,,
1737575805000,30946.61666666,30068.03333333,30834.63333333,30597.13333333,,,,,,,,,,,,,,,,,,,,,,
1737575810000,28238.51666666,28398.68333333,28109.3,27912.13333333,,,,,,,,,,,,,,,,,,,,,,
1737575815000,30467.11666666,30197.8,30289.45,29981.0,,,,,,,,,,,,,,,,,,,,,,
1737575820000,30301.58333333,30432.75,30204.98333333,29956.83333333,,,,,,,,,,,,,,,,,,,,,,
1737575825000,30313.68333333,30395.13333333,30229.45,29992.16666666,,,,,,,,,,,,,,,,,,,,,,
1737575830000,30551.3,30156.81666666,30734.06666666,30323.03333333,,,,,,,,,,,,,,,,,,,,,,
1737575835000,30321.83333333,30197.51666666,30235.66666666,29967.93333333,,,,,,,,,,,,,,,,,,,,,,
1737575840000,30260.05,30093.33333333,30160.96666666,29921.66666666,,,,,,,,,,,,,,,,,,,,,,
1737575845000,30704.98333333,30387.73333333,30711.03333333,30406.3,,,,,,,,,,,,,,,,,,,,,,
1737575850000,30261.46666666,30706.56666666,30153.36666666,29920.85,,,,,,,,,,,,,,,,,,,,,,
1737575855000,30208.86666666,30064.66666666,30112.7,29867.01666666,,,,,,,,,,,,,,,,,,,,,,
1737575860000,31451.58333333,30392.38333333,31651.58333333,31032.01666666,,,,,,,,,,,,,,,,,,,,,,
1737575865000,30275.5,31284.8,30138.98333333,29913.15,,,,,,,,,,,,,,,,,,,,,,
1737575870000,31792.36666666,31258.33333333,31677.55,31422.56666666,,,,,,,,,,,,,,,,,,,,,,
1737575875000,29494.8,28963.13333333,29400.06666666,29190.28333333,,,,,,,,,,,,,,,,,,,,,,
1737575880000,28939.73333333,28933.56666666,28946.85,28603.45,,,,,,,,,,,,,,,,,,,,,,
1737575885000,30283.8,31383.86666666,30175.41666666,29943.7,,,,,,,,,,,,,,,,,,,,,,
1737575890000,31330.883333330003,30370.883333330003,30857.45,30881.91666666,,,,,,,,,,,,,,,,,,,,,,
1737575895000,30958.85,30581.95,31181.23333333,30758.25,,,,,,,,,,,,,,,,,,,,,,
1737575900000,30446.96666666,31543.28333333,30385.46666666,30133.316666659997,,,,,,,,,,,,,,,,,,,,,,
1737575905000,31255.2,30390.816666659997,30902.96666666,30883.98333333,,,,,,,,,,,,,,,,,,,,,,
1737575910000,31069.066666659997,30595.333333330003,31272.28333333,30830.3,,,,,,,,,,,,,,,,,,,,,,
1737575915000,30365.833333330003,31774.95,30282.96666666,30044.11666666,,,,,,,,,,,,,,,,,,,,,,
1737575920000,30625.4,30113.46666666,30213.98333333,30358.86666666,,,,,,,,,,,,,,,,,,,,,,
1737575925000,31030.7,30158.05,31217.333333330003,30732.78333333,,,,,,,,,,,,,,,,,,,,,,
1737575930000,29985.53333333,31281.05,29892.9,29665.583333330003,,,,,,,,,,,,,,,,,,,,,,
1737575935000,30904.48333333,30399.03333333,30508.91666666,30638.083333330003,,,,,,,,,,,,,,,,,,,,,,
1737575940000,31809.61666666,30433.45,31905.683333330002,31395.96666666,,,,,,,,,,,,,,,,,,,,,,
1737575945000,28929.45,28709.66666666,29083.383333330003,28604.36666666,,,,,,,,,,,,,,,,,,,,,,
1737575950000,30400.15,30957.183333330002,30301.1,30061.61666666,,,,,,,,,,,,,,,,,,,,,,
1737575955000,31166.91666666,30023.16666666,30746.35,30698.61666666,,,,,,,,,,,,,,,,,,,,,,
1737575960000,30383.0,30276.266666659998,30623.333333330003,30016.1,,,,,,,,,,,,,,,,,,,,,,
1737575965000,30354.86666666,30176.11666666,30237.03333333,29999.35,,,,,,,,,,,,,,,,,,,,,,
1737575970000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737575990000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1737575995000,0.0,2411.6166666666,0.0,0.0,0.0,0.0,1672.6833333332997,0.0,,,,,,,,,,,,,,,,,,
1737576000000,3183.2166666666,4392.5,3151.85,2404.5,3156.3333333333,2423.9,3783.71666667,2392.4,,,,,,,,,,,,,,,,,,
1737576005000,5430.58333333,6037.58333333,5376.61666667,4382.73333333,5382.13333333,4458.23333333,5740.81666667,4370.96666667,,,,,,,,,,,,,,,,,,
1737576010000,7154.983333329999,8302.2,7472.0,6085.15,7128.3,6048.983333329999,7447.9,6015.5,,,,,,,,,,,,,,,,,,
1737576015000,9406.65,11163.85,9391.05,8284.56666666,9107.86666666,8318.11666666,10319.6,8262.133333329999,,,,,,,,,,,,,,,,,,
1737576020000,12008.3,13000.033333329999,11895.05,11137.21666666,11901.68333333,11188.08333333,12446.15,11098.35,,,,,,,,,,,,,,,,,,
1737576025000,14123.98333333,14855.866666659998,14067.283333329999,12970.15,14007.5,13064.25,14160.56666666,12766.116666659998,,,,,,,,,,,,,,,,,,
1737576030000,16302.55,17133.75,16288.3,14820.18333333,16106.31666666,14900.66666666,16149.16666666,14804.16666666,,,,,,,,,,,,,,,,,,
1737576035000,18472.766666659998,19257.066666659997,18409.45,17093.36666666,18210.88333333,17169.2,18238.566666659997,17074.36666666,,,,,,,,,,,,,,,,,,
1737576040000,20326.08333333,21370.61666666,20411.58333333,19199.11666666,20151.41666666,19293.88333333,20338.05,19177.58333333,,,,,,,,,,,,,,,,,,
1737576045000,22680.733333329998,23643.183333330002,22635.53333333,21320.33333333,22495.41666666,21413.05,22550.91666666,21291.5,,,,,,,,,,,,,,,,,,
1737576050000,24593.833333330003,25738.78333333,24592.73333333,23587.41666666,24391.45,23690.03333333,24650.75,23560.266666659998,,,,,,,,,,,,,,,,,,
1737576055000,26557.1,25691.4,26551.316666659997,25679.25,26480.45,25788.1,25162.48333333,25644.85,,,,,,,,,,,,,,,,,,
1737576060000,25549.66666666,25876.85,25555.16666666,25630.48333333,25346.1,25734.6,25195.516666659998,25608.766666659998,,,,,,,,,,,,,,,,,,
1737576065000,25532.98333333,26211.1,25321.95,25817.53333333,25333.2,25873.86666666,25316.16666666,25745.05,,,,,,,,,,,,,,,,,,
1737576070000,25986.15,26028.23333333,25367.016666659998,26117.98333333,25744.583333330003,26343.6,25793.41666666,26043.8,,,,,,,,,,,,,,,,,,
1737576075000,25998.1,25240.583333330003,25703.816666659997,25982.61666666,26007.71666666,26154.65,25105.23333333,25929.816666659997,,,,,,,,,,,,,,,,,,
1737576080000,25487.03333333,25566.25,25278.7,25102.083333330003,25292.583333330003,25208.28333333,25235.383333330003,25093.16666666,,,,,,,,,,,,,,,,,,
1737576085000,26016.566666659997,26588.933333330002,25722.41666666,25375.766666659998,25805.66666666,25610.633333330003,25736.4,25691.433333330002,,,,,,,,,,,,,,,,,,
1737576090000,26099.9,26583.9,25970.78333333,26525.516666659998,25996.516666659998,26621.683333330002,25922.28333333,26489.95,,,,,,,,,,,,,,,,,,
1737576095000,26023.2,26456.1,25980.3,26505.21666666,25911.75,26628.23333333,25970.516666659998,26470.21666666,,,,,,,,,,,,,,,,,,
1737576100000,26289.8,26583.333333330003,25926.633333330003,26391.766666659998,26086.066666659997,26504.86666666,26014.28333333,26364.55,,,,,,,,,,,,,,,,,,
1737576105000,26046.65,26445.8,25668.9,26527.933333330002,25839.383333330003,26696.3,25973.86666666,26481.45,,,,,,,,,,,,,,,,,,
1737576110000,26291.45,26531.566666659997,25845.383333330003,26380.66666666,26076.66666666,26488.583333330003,26172.383333330003,26334.25,,,,,,,,,,,,,,,,,,
1737576115000,26662.7,26180.28333333,26188.46666666,26499.266666659998,26293.516666659998,26662.3,26123.566666659997,26410.05,,,,,,,,,,,,,,,,,,
1737576120000,26902.71666666,25932.28333333,26444.03333333,26013.433333330002,26616.85,26133.48333333,25905.53333333,25977.516666659998,,,,,,,,,,,,,,,,,,
1737576125000,26738.16666666,26210.566666659997,26555.5,25864.86666666,26516.1,25972.6,25773.1,25875.516666659998,,,,,,,,,,,,,,,,,,
1737576130000,26554.1,26330.16666666,26450.71666666,26113.933333330002,26129.4,26173.333333330003,25610.8,26182.383333330003,,,,,,,,,,,,,,,,,,
1737576135000,26088.73333333,26550.083333330003,26116.183333330002,26245.98333333,25975.71666666,26297.78333333,25599.266666659998,26243.333333330003,,,,,,,,,,,,,,,,,,
1737576140000,26201.5,26566.333333330003,26239.583333330003,26560.98333333,25986.86666666,26687.433333330002,25529.45,26542.8,,,,,,,,,,,,,,,,,,
1737576145000,25690.266666659998,25689.433333330002,25690.53333333,26628.15,25485.35,26575.433333330002,25497.46666666,26430.91666666,,,,,,,,,,,,,,,,,,
1737576150000,26263.1,25951.633333330003,25801.35,25628.2,25954.7,25732.73333333,25770.566666659997,25588.333333330003,,,,,,,,,,,,,,,,,,
1737576155000,26686.35,26187.0,26213.48333333,25904.11666666,26345.4,26006.53333333,26121.28333333,25870.266666659998,,,,,,,,,,,,,,,,,,
1737576160000,26758.85,26223.48333333,26396.183333330002,26138.3,26443.55,26245.183333330002,25967.41666666,26095.11666666,,,,,,,,,,,,,,,,,,
1737576165000,26725.78333333,26118.03333333,26579.91666666,26150.86666666,26502.41666666,26217.583333330003,25868.73333333,26129.95,,,,,,,,,,,,,,,,,,
1737576170000,26695.766666659998,26299.516666659998,26556.75,26056.816666659997,26387.383333330003,26166.98333333,25649.8,26029.15,,,,,,,,,,,,,,,,,,
1737576175000,26530.91666666,26437.25,26412.1,26203.516666659998,26239.71666666,26262.86666666,25459.73333333,26225.73333333,,,,,,,,,,,,,,,,,,
1737576180000,25917.23333333,26855.71666666,25710.433333330002,26476.583333330003,25770.98333333,26576.91666666,25906.9,26454.816666659997,,,,,,,,,,,,,,,,,,
1737576185000,26186.9,26642.3,26066.816666659997,26791.766666659998,25966.633333330003,26903.53333333,26178.6,26745.066666659997,,,,,,,,,,,,,,,,,,
1737576190000,26454.883333330003,26777.016666659998,26327.9,26579.333333330003,26444.65,26691.816666659997,26250.5,26542.25,,,,,,,,,,,,,,,,,,
1737576195000,26739.41666666,26762.066666659997,26246.083333330003,26714.46666666,26425.46666666,26826.2,26214.816666659997,26666.583333330003,,,,,,,,,,,,,,,,,,
1737576200000,26753.11666666,26643.21666666,26243.7,26701.91666666,26536.85,26798.2,26359.333333330003,26652.1,,,,,,,,,,,,,,,,,,
1737576205000,26854.03333333,26998.03333333,26392.1,26582.21666666,26636.8,26692.266666659998,26401.3,26546.45,,,,,,,,,,,,,,,,,,
1737576210000,26290.333333330003,26500.9,26048.4,26940.9,26125.3,27055.1,25996.03333333,26894.133333330003,,,,,,,,,,,,,,,,,,
1737576215000,25906.2,26283.03333333,25619.266666659998,26490.683333330002,25829.933333330002,26628.8,25770.25,26387.46666666,,,,,,,,,,,,,,,,,,
1737576220000,26730.016666659998,26870.15,26490.36666666,26215.066666659997,26512.566666659997,26318.3,26154.41666666,26114.316666659997,,,,,,,,,,,,,,,,,,
1737576225000,26394.7,27117.65,26367.11666666,26805.86666666,26400.2,26904.583333330003,26412.45,26770.266666659998,,,,,,,,,,,,,,,,,,
1737576230000,26503.516666659998,26875.66666666,26167.133333330003,27051.816666659997,26369.11666666,27164.75,26424.15,27015.7,,,,,,,,,,,,,,,,,,
1737576235000,26497.133333330003,26375.05,26153.16666666,26814.683333330002,26369.1,26925.383333330003,26751.86666666,26769.8,,,,,,,,,,,,,,,,,,
1737576240000,,,,26382.53333333,,,,,,,,,,,,,,,,,,,,,,
1737576245000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737576265000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1737576270000,1316.2166666666,0.0,0.0,0.0,0.0,1608.9166666666,0.0,1977.05,1001.8,1905.1166666666,0.0,963.8166666666,903.7333333333,0.0,0.0,0.0,,,,,,,,,,
1737576275000,2771.55,1942.8666666666,1892.7333333333,1662.1833333332997,1968.2833333332999,3120.75,1679.4,3511.15,2427.4666666666,3224.6166666665995,1679.1,2449.3833333333,2327.7833333332997,1918.5166666666,1915.0,1894.9,,,,,,,,,,
1737576280000,4234.38333333,3531.41666667,3485.21666667,3222.0333333332997,3530.36666667,4527.05,3231.65,5003.38333333,3871.38333333,4990.25,3211.7333333333,3910.46666667,3856.6,3446.73333333,3242.2,3436.86666667,,,,,,,,,,
1737576285000,5961.6,5030.06666667,4968.21666667,4663.55,5030.31666667,6214.433333329999,4611.08333333,6732.383333329999,5625.46666667,6653.433333329999,4637.33333333,5632.46666667,5507.55,4913.08333333,5014.03333333,4975.06666667,,,,,,,,,,
1737576290000,7518.01666666,6773.9,6683.95,6409.41666667,6781.25,7909.33333333,6367.28333333,8387.65,7226.11666666,8093.683333329999,6374.25,7275.983333329999,7157.71666666,6620.35,6687.45,6620.91666667,,,,,,,,,,
1737576295000,9256.033333329999,8406.33333333,8271.55,8156.36666666,8443.73333333,9437.76666666,8099.633333329999,10000.68333333,8807.86666666,9826.68333333,8139.183333329999,8902.45,8715.71666666,8228.633333329999,8138.3,8267.83333333,,,,,,,,,,
1737576300000,10647.3,10061.9,9917.18333333,9732.8,10070.31666666,10867.75,9618.46666666,11407.81666666,10232.95,11392.383333329999,9675.383333329999,10351.16666666,10181.9,9833.68333333,9881.3,9845.783333329999,,,,,,,,,,
1737576305000,12201.016666659998,11487.26666666,11328.01666666,11220.1,11494.48333333,12600.83333333,11088.05,13100.016666659998,11750.31666666,12959.4,11154.6,11882.133333329999,11681.5,11223.55,11467.2,11335.41666666,,,,,,,,,,
1737576310000,13991.5,13240.7,13056.016666659998,12976.43333333,13190.283333329999,14117.7,12874.83333333,14733.283333329999,13508.116666659998,14590.85,12960.56666666,13589.216666659999,13358.5,12950.83333333,13041.06666666,12923.6,,,,,,,,,,
