Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 7)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,,1000.0,,,,,,,,0.0,0.0,-1.0,-1.0,1
5,0.0,,,,,,,,619.0,,,,,,,,0.0,0.0,22464.0,84.0,1
10,0.0,,,,,,,,325.0,,,,,,,,0.0,0.0,22464.0,83.0,1
15,30.75,,,,,,,,252.0,,,,,,,,0.0,0.0,655401.0,2662.0,1
20,580.2333333333,,,,,,,,400.0,,,,,,,,111.0,53.0,1641107.0,2170.0,1
25,1385.35,,,,,,,,446.0,,,,,,,,226.0,42.0,3099433.0,1421.0,1
30,2846.9833333333,,,,,,,,537.0,,,,,,,,322.0,186.0,4501376.0,922.0,1
35,4613.43333333,,,,,,,,602.0,,,,,,,,414.0,291.0,6860523.0,2022.0,1
40,5987.08333333,,,,,,,,652.0,,,,,,,,498.0,386.0,11594737.0,1313.0,1
45,7237.55,,,,,,,,691.0,,,,,,,,552.0,448.0,13389628.0,4522.0,1
50,8240.21666666,,,,,,,,722.0,,,,,,,,658.0,559.0,4117381.0,863.0,1
55,9968.783333329999,,,,,,,,747.0,,,,,,,,691.0,599.0,8064026.0,6281.0,1
60,10962.58333333,,,,,,,,768.0,,,,,,,,768.0,687.0,12272890.0,1420.0,1
65,11978.6,,,,,,,,800.0,,,,,,,,849.0,768.0,6542711.0,4675.0,1
70,12867.633333329999,,,,,,,,881.0,,,,,,,,994.0,913.0,8108848.0,1030.0,1
75,14365.16666666,,,,,,,,955.0,,,,,,,,1000.0,993.0,11789285.0,6233.0,1
80,15001.266666659998,,,,,,,,968.0,,,,,,,,1000.0,1000.0,5948716.0,768.0,1
85,14934.66666666,,,,,,,,999.0,,,,,,,,1000.0,1000.0,7754978.0,2375.0,1
90,15325.6,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,11310246.0,4899.0,1
95,14797.41666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,13160901.0,1433.0,1
100,14000.033333329999,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,8092535.0,869.0,1
