,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737526925000,0.0
1737526930000,0.0
1737526935000,0.0
1737526940000,0.0
1737526945000,86.7833333333
1737526950000,643.2
1737526955000,695.5166666666
1737526960000,6767.26666666
1737526965000,11598.81666666
1737526970000,16405.28333333
1737526975000,20883.33333333
1737526980000,24929.23333333
1737526985000,32177.4
1737526990000,32177.4
1737526995000,37950.05
1737527000000,44882.716666659995
1737527005000,44795.93333333
1737527010000,44239.51666666
1737527015000,51835.55
1737527020000,45763.8
1737527025000,43690.13333333
1737527030000,42355.88333333
1737527035000,38233.08333333
1737527040000,39864.91666666
1737527045000,32616.75
1737527050000,34074.31666666
1737527055000,28333.35
1737527060000,28696.91666666
1737527065000,34826.8
1737527070000,43701.35
1737527075000,38581.56666666
1737527080000,41670.61666666
1737527085000,41359.66666666
1737527090000,40523.66666666
1737527095000,43885.66666666
1737527100000,38520.2
1737527105000,43828.466666659995
1737527110000,42370.9
1737527115000,42935.78333333
1737527120000,38876.5
1737527125000,38789.01666666
1737527130000,37005.5
1737527135000,42879.63333333
1737527140000,41555.4
1737527145000,41637.68333333
1737527150000,42087.38333333
1737527155000,41150.41666666
1737527160000,44995.53333333
1737527165000,39687.26666666
1737527170000,
