,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737526930000,1000.0
1737526935000,0.0
1737526940000,0.0
1737526945000,0.0
1737526950000,0.0
1737526955000,0.0
1737526960000,27.0
1737526965000,166.0
1737526970000,270.0
1737526975000,351.0
1737526980000,416.0
1737526985000,469.0
1737526990000,514.0
1737526995000,656.0
1737527000000,740.0
1737527005000,822.0
1737527010000,899.0
1737527015000,979.0
1737527020000,1000.0
1737527025000,1000.0
1737527030000,1000.0
1737527035000,1000.0
1737527040000,1000.0
1737527045000,1000.0
1737527050000,1000.0
1737527055000,1000.0
1737527060000,1000.0
1737527065000,1000.0
1737527070000,1000.0
1737527075000,1000.0
1737527080000,1000.0
1737527085000,1000.0
1737527090000,1000.0
1737527095000,1000.0
1737527100000,1000.0
1737527105000,1000.0
1737527110000,1000.0
1737527115000,1000.0
1737527120000,1000.0
1737527125000,1000.0
1737527130000,1000.0
1737527135000,1000.0
1737527140000,1000.0
1737527145000,1000.0
1737527150000,1000.0
1737527155000,1000.0
1737527160000,1000.0
1737527165000,1000.0
1737527170000,
