,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737504205000,1000.0
1737504210000,1000.0
1737504215000,0.0
1737504220000,0.0
1737504225000,0.0
1737504230000,0.0
1737504235000,0.0
1737504240000,113.0
1737504245000,240.0
1737504250000,335.0
1737504255000,
1737504270000,1000.0
1737504275000,895.0
1737504280000,948.0
1737504285000,
1737504300000,1000.0
1737504305000,1000.0
1737504310000,870.0
1737504315000,935.0
1737504320000,957.0
1737504325000,968.0
1737504330000,974.0
1737504335000,979.0
1737504340000,982.0
1737504345000,
1737504375000,1000.0
1737504380000,1000.0
1737504385000,837.0
1737504390000,919.0
1737504395000,946.0
1737504400000,
