,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737504205000,0.0
1737504210000,0.0
1737504215000,0.0
1737504220000,0.0
1737504225000,507.35
1737504230000,664.7333333333
1737504235000,4707.8
1737504240000,14888.48333333
1737504245000,14888.48333333
1737504250000,14888.48333333
1737504255000,
1737504270000,0.0
1737504275000,211.8166666666
1737504280000,4639.45
1737504285000,
1737504300000,0.0
1737504305000,0.0
1737504310000,10411.5
1737504315000,16366.48333333
1737504320000,17239.83333333
1737504325000,17239.83333333
1737504330000,17239.83333333
1737504335000,17239.83333333
1737504340000,17239.83333333
1737504345000,
1737504375000,0.0
1737504380000,0.0
1737504385000,608.6333333333
1737504390000,6944.06666666
1737504395000,6957.23333333
1737504400000,
