,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737498575000,1000.0
1737498580000,0.0
1737498585000,0.0
1737498590000,0.0
1737498595000,0.0
1737498600000,0.0
1737498605000,143.0
1737498610000,262.0
1737498615000,355.0
1737498620000,426.0
1737498625000,483.0
1737498630000,530.0
1737498635000,569.0
1737498640000,712.0
1737498645000,792.0
1737498650000,869.0
1737498655000,952.0
1737498660000,996.0
1737498665000,998.0
1737498670000,1000.0
1737498675000,1000.0
1737498680000,1000.0
1737498685000,1000.0
1737498690000,1000.0
1737498695000,1000.0
1737498700000,1000.0
1737498705000,1000.0
1737498710000,1000.0
1737498715000,1000.0
1737498720000,1000.0
1737498725000,1000.0
1737498730000,1000.0
1737498735000,1000.0
1737498740000,1000.0
1737498745000,1000.0
1737498750000,1000.0
1737498755000,1000.0
1737498760000,1000.0
1737498765000,1000.0
1737498770000,1000.0
1737498775000,1000.0
1737498780000,1000.0
1737498785000,1000.0
1737498790000,1000.0
1737498795000,1000.0
1737498800000,1000.0
1737498805000,1000.0
1737498810000,1000.0
1737498815000,
