,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737498250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6602000.0,8069000.0,6602000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498255000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,672000.0,994.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498260000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,256000.0,998.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498265000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,256000.0,998.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498270000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,256000.0,749.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498275000,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,43.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498280000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,10.0,98046000.0,3.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498285000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,33750000.0,14.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498290000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,33066000.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498295000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,15066000.0,33.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498300000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,6840000.0,41.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498305000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,54.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498310000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,17622000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498315000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498320000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,1.0,393.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498325000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,11169000.0,96.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498330000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,96.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498335000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,96.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498340000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,7.0,167.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498345000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,167.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498350000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,2.0,195.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498355000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2574000.0,72.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498360000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,72.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737498365000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,415.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
