,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737207860000,0.0
1737207865000,507.6666666666
1737207870000,2048.9
1737207875000,2048.9
1737207880000,6288.41666667
1737207885000,9229.4
1737207890000,21116.78333333
1737207895000,21513.766666659998
1737207900000,21513.766666659998
1737207905000,22325.8
1737207910000,29005.95
1737207915000,29005.95
1737207920000,29005.95
1737207925000,32289.45
1737207930000,32849.65
1737207935000,32849.65
1737207940000,34355.18333333
1737207945000,31414.2
1737207950000,26096.383333330003
1737207955000,25699.4
1737207960000,26376.5
1737207965000,26102.0
1737207970000,25759.566666659997
1737207975000,25759.566666659997
1737207980000,31953.46666666
1737207985000,28162.3
1737207990000,31596.6
1737207995000,31596.6
1737208000000,29597.083333330003
1737208005000,31714.53333333
1737208010000,25444.133333330003
1737208015000,31120.86666666
1737208020000,30443.766666659998
1737208025000,36120.15
1737208030000,29782.433333330002
1737208035000,31250.41666666
1737208040000,31249.816666659997
1737208045000,31249.816666659997
1737208050000,25714.083333330003
1737208055000,25714.083333330003
1737208060000,21968.55
1737208065000,19851.1
1737208070000,19551.93333333
1737208075000,19213.0
1737208080000,19213.0
1737208085000,16720.63333333
1737208090000,19294.88333333
1737208095000,17826.9
1737208100000,
