,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1737111785000,0.0,0.0,,,,,,
1737111790000,68.1666666666,73.4166666666,,,,,,
1737111795000,332.7333333333,332.5333333333,,,,,,
1737111800000,333.25,333.0333333333,,,,,,
1737111805000,1460.65,1534.7666666666,,,,,,
1737111810000,4024.96666667,4223.71666667,,,,,,
1737111815000,5947.65,6068.91666667,,,,,,
1737111820000,7376.683333329999,7334.35,,,,,,
1737111825000,8896.41666666,9042.133333329999,,,,,,
1737111830000,9741.35,9740.65,,,,,,
1737111835000,11280.05,11507.6,,,,,,
1737111840000,12482.23333333,12428.98333333,,,,,,
1737111845000,12482.23333333,12428.98333333,,,,,,
1737111850000,16191.95,16422.11666666,,,,,,
1737111855000,16436.71666666,16414.05,,,,,,
1737111860000,16436.2,16413.55,,,,,,
1737111865000,17217.93333333,17144.93333333,,,,,,
1737111870000,16958.816666659997,16652.88333333,,,,,,
1737111875000,15036.133333329999,14807.68333333,,,,,,
1737111880000,13977.4,14240.93333333,,,,,,
1737111885000,14904.133333329999,14646.4,,,,,,
1737111890000,14059.2,13947.883333329999,,,,,,
1737111895000,14350.66666666,14191.216666659999,,,,,,
1737111900000,17370.016666659998,17324.53333333,,,,,,
1737111905000,19416.266666659998,19316.1,,,,,,
1737111910000,15638.383333329999,15387.43333333,,,,,,
1737111915000,18142.28333333,18000.316666659997,,,,,,
1737111920000,18142.28333333,18000.316666659997,,,,,,
