,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1737803380000,30635.46666666,31699.25,,
1737803385000,27617.45,27381.15,,
1737803390000,31234.46666666,30125.566666659997,,
1737803395000,34214.05,31990.183333330002,,
1737803400000,,31081.383333330003,,
1737803405000,,,,
1737803425000,0.0,0.0,,
1737803430000,1170.1,0.0,0.0,
1737803435000,6052.96666667,2728.3666666666,1770.3333333332998,
1737803440000,9937.26666666,7856.66666666,7600.85,
1737803445000,11946.9,9773.4,9741.56666666,
1737803450000,12447.716666659999,11883.16666666,11685.31666666,
1737803455000,17718.13333333,14435.966666659999,12673.866666659998,
1737803460000,21436.63333333,19179.4,18414.6,
1737803465000,23354.73333333,21128.93333333,21042.08333333,
1737803470000,25501.833333330003,24175.98333333,22881.4,
1737803475000,27588.86666666,26905.91666666,25450.55,
1737803480000,30662.91666666,28858.316666659997,27981.9,
1737803485000,33480.58333333,30991.96666666,30882.9,
1737803490000,34180.0,32925.86666666,32808.51666666,
1737803495000,31191.73333333,32277.48333333,32868.966666659995,
1737803500000,29670.016666659998,31014.883333330003,28894.183333330002,
1737803505000,30636.183333330002,30620.066666659997,29983.5,
1737803510000,33147.78333333,30869.883333330003,30910.7,
1737803515000,29743.8,30406.78333333,32007.45,
1737803520000,26867.8,27751.45,28094.333333330003,
1737803525000,29152.9,27127.5,26460.35,
1737803530000,31241.05,30130.083333330003,30001.683333330002,
1737803535000,31862.383333330003,29758.65,31005.53333333,
1737803540000,30697.766666659998,29621.66666666,30264.3,
1737803545000,30279.21666666,29610.566666659997,29232.85,
1737803550000,29995.266666659998,31078.11666666,29659.41666666,
1737803555000,30361.316666659997,31230.65,30002.98333333,
1737803560000,31630.41666666,29560.1,31233.333333330003,
1737803565000,30796.2,29929.333333330003,30338.2,
1737803570000,30148.4,29410.566666659997,29302.21666666,
1737803575000,30041.183333330002,30176.85,29564.98333333,
1737803580000,31786.28333333,31163.61666666,29664.683333330002,
1737803585000,30222.516666659998,32065.133333330003,32520.41666666,
1737803590000,27895.683333330002,27088.0,28216.85,
1737803595000,31304.316666659997,28692.633333330003,27101.333333330003,
1737803600000,31399.95,31009.95,30679.66666666,
1737803605000,30888.066666659997,31937.03333333,30771.333333330003,
1737803610000,32071.36666666,30877.95,30850.883333330003,
1737803615000,32707.516666659998,30843.25,32069.96666666,
1737803620000,30859.333333330003,30214.9,30546.35,
1737803625000,30878.11666666,30830.3,29962.333333330003,
1737803630000,30668.083333330003,32376.98333333,30467.95,
1737803635000,31416.9,31344.583333330003,31228.23333333,
1737803640000,32104.6,30476.3,31991.583333330003,
1737803645000,31345.2,30015.316666659997,29904.16666666,
1737803650000,31307.8,31710.9,30661.0,
1737803655000,27843.91666666,31010.55,30338.98333333,
1737803660000,28399.75,27658.333333330003,27771.53333333,
1737803665000,31003.78333333,29215.15,28289.75,
1737803670000,31384.46666666,30412.21666666,31488.23333333,
1737803675000,29595.96666666,30445.45,30310.083333330003,
1737803680000,,,,
1737803700000,,0.0,0.0,0.0
1737803705000,0.0,0.0,0.0,0.0
1737803710000,3787.1,4553.95,6043.233333329999,4544.85
1737803715000,6072.566666670001,6285.03333333,7537.75,6497.0
1737803720000,8642.15,9003.15,10530.68333333,8945.95
1737803725000,10561.033333329999,10771.15,12125.31666666,10858.45
1737803730000,12509.8,12539.08333333,14949.1,12583.48333333
1737803735000,15152.516666659998,16346.1,18824.58333333,16716.983333329998
1737803740000,19023.68333333,18911.18333333,20437.25,18809.233333329998
1737803745000,21292.61666666,21761.233333329998,23591.4,21640.5
1737803750000,23662.05,23783.36666666,25004.36666666,23993.73333333
1737803755000,26327.516666659998,26175.45,27871.71666666,26033.1
1737803760000,27954.86666666,28974.36666666,30583.833333330003,28816.61666666
1737803765000,30823.35,30656.816666659997,32078.78333333,30487.0
1737803770000,28748.333333330003,28864.36666666,29046.23333333,28681.333333330003
1737803775000,29126.28333333,28711.85,29051.66666666,28806.25
1737803780000,29227.816666659997,28648.85,29105.95,28502.883333330003
1737803785000,29201.71666666,29240.383333330003,29246.96666666,29049.21666666
1737803790000,29972.816666659997,29689.266666659998,28751.433333330002,29428.53333333
1737803795000,28685.28333333,28738.0,26879.0,28194.85
1737803800000,26812.4,27777.03333333,29460.516666659998,27666.1
1737803805000,28952.433333330002,29345.4,29434.766666659998,29426.15
1737803810000,29543.316666659997,29169.383333330003,29516.566666659997,28753.066666659997
1737803815000,29613.4,29631.11666666,29462.41666666,29475.833333330003
1737803820000,29565.53333333,29285.1,29750.766666659998,29445.183333330002
1737803825000,29702.4,29537.383333330003,29797.45,29453.41666666
1737803830000,30008.95,29499.71666666,29558.36666666,29348.25
1737803835000,29668.583333330003,29814.083333330003,29711.766666659998,29436.75
1737803840000,30254.66666666,30086.71666666,29662.883333330003,29926.16666666
1737803845000,29757.633333330003,30551.7,30506.86666666,30385.433333330002
1737803850000,29916.35,29767.516666659998,29845.25,29595.0
1737803855000,31335.23333333,29668.5,30809.91666666,29437.45
1737803860000,30934.316666659997,30677.35,29326.6,30649.7
1737803865000,29451.383333330003,28143.133333330003,27966.71666666,27752.516666659998
1737803870000,28293.2,28639.6,30103.25,28401.183333330002
1737803875000,29003.36666666,30001.91666666,30086.883333330003,30299.75
1737803880000,31013.53333333,30514.316666659997,29853.266666659998,30034.816666659997
1737803885000,29953.23333333,30021.383333330003,30157.23333333,30009.066666659997
1737803890000,31034.35,30129.36666666,30085.566666659997,29971.48333333
1737803895000,30181.85,31086.083333330003,31281.583333330003,30638.66666666
1737803900000,29998.4,29828.71666666,29969.48333333,29669.05
1737803905000,30785.16666666,29750.9,30269.36666666,29483.183333330002
1737803910000,30079.16666666,30332.61666666,30226.65,30422.683333330002
1737803915000,30018.433333330002,29971.71666666,30091.4,29810.16666666
1737803920000,30174.433333330002,30253.933333330002,30398.516666659998,30134.21666666
1737803925000,30279.25,30118.85,30139.91666666,29949.36666666
1737803930000,30242.35,30663.21666666,29303.933333330002,30505.016666659998
1737803935000,29350.183333330002,28031.05,27980.45,27900.55
1737803940000,27478.0,27343.083333330003,29090.48333333,27188.766666659998
1737803945000,29183.21666666,29651.266666659998,29846.41666666,29577.15
1737803950000,,,,
