,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1737109440000,0.0,,,,,,,
1737109445000,0.0,0.0,,,,,,
1737109450000,64.4666666667,0.0,,,,,,
1737109455000,382.55,57.2333333333,,,,,,
1737109460000,382.55,383.0666666666,,,,,,
1737109465000,1366.65,383.0666666666,,,,,,
1737109470000,3750.76666667,1363.1,,,,,,
1737109475000,5823.11666667,3735.81666667,,,,,,
1737109480000,7105.83333333,5804.33333333,,,,,,
1737109485000,8375.01666666,6986.08333333,,,,,,
1737109490000,8591.03333333,8337.55,,,,,,
1737109495000,11530.73333333,8575.13333333,,,,,,
1737109500000,11530.73333333,11491.45,,,,,,
1737109505000,12906.91666666,11491.45,,,,,,
1737109510000,15665.36666666,12854.73333333,,,,,,
1737109515000,15347.28333333,15599.73333333,,,,,,
1737109520000,15686.28333333,15273.9,,,,,,
1737109525000,17927.75,15729.73333333,,,,,,
1737109530000,15543.63333333,17927.8,,,,,,
1737109535000,13471.28333333,15555.08333333,,,,,,
1737109540000,16005.31666666,13486.56666666,,,,,,
1737109545000,14736.13333333,16032.33333333,,,,,,
1737109550000,14520.116666659998,14680.866666659998,,,,,,
1737109555000,12311.65,14443.283333329999,,,,,,
1737109560000,15141.83333333,12253.133333329999,,,,,,
1737109565000,18449.983333329998,15067.18333333,,,,,,
1737109570000,16669.88333333,18419.1,,,,,,
1737109575000,19437.66666666,16603.11666666,,,,,,
1737109580000,19381.16666666,19401.33333333,,,,,,
