,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1737109445000,1000.0,1000.0,,,,,,
1737109450000,49.0,1000.0,,,,,,
1737109455000,132.0,0.0,,,,,,
1737109460000,95.0,16.0,,,,,,
1737109465000,178.0,24.0,,,,,,
1737109470000,325.0,112.0,,,,,,
1737109475000,437.0,240.0,,,,,,
1737109480000,517.0,345.0,,,,,,
1737109485000,577.0,419.0,,,,,,
1737109490000,624.0,461.0,,,,,,
1737109495000,661.0,505.0,,,,,,
1737109500000,692.0,532.0,,,,,,
1737109505000,717.0,575.0,,,,,,
1737109510000,796.0,585.0,,,,,,
1737109515000,862.0,669.0,,,,,,
1737109520000,943.0,737.0,,,,,,
1737109525000,991.0,810.0,,,,,,
1737109530000,998.0,846.0,,,,,,
1737109535000,999.0,867.0,,,,,,
1737109540000,999.0,878.0,,,,,,
1737109545000,999.0,857.0,,,,,,
1737109550000,999.0,878.0,,,,,,
1737109555000,1000.0,890.0,,,,,,
1737109560000,1000.0,890.0,,,,,,
1737109565000,1000.0,884.0,,,,,,
1737109570000,1000.0,892.0,,,,,,
1737109575000,1000.0,898.0,,,,,,
1737109580000,1000.0,871.0,,,,,,
1737109585000,1000.0,879.0,,,,,,
1737109590000,1000.0,890.0,,,,,,
1737109595000,1000.0,875.0,,,,,,
1737109600000,997.0,875.0,,,,,,
1737109605000,997.0,905.0,,,,,,
1737109610000,994.0,905.0,,,,,,
1737109615000,994.0,905.0,,,,,,
