,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737212720000,1000.0
1737212725000,470.0
1737212730000,388.0
1737212735000,262.0
1737212740000,372.0
1737212745000,497.0
1737212750000,581.0
1737212755000,641.0
1737212760000,686.0
1737212765000,719.0
1737212770000,747.0
1737212775000,770.0
1737212780000,790.0
1737212785000,834.0
1737212790000,892.0
1737212795000,974.0
1737212800000,999.0
1737212805000,999.0
1737212810000,999.0
1737212815000,999.0
1737212820000,999.0
1737212825000,1000.0
1737212830000,1000.0
1737212835000,1000.0
1737212840000,1000.0
1737212845000,1000.0
1737212850000,1000.0
1737212855000,1000.0
1737212860000,1000.0
1737212865000,1000.0
1737212870000,1000.0
1737212875000,1000.0
1737212880000,1000.0
1737212885000,1000.0
1737212890000,1000.0
1737212895000,1000.0
1737212900000,1000.0
1737212905000,1000.0
1737212910000,1000.0
1737212915000,1000.0
1737212920000,1000.0
1737212925000,1000.0
1737212930000,1000.0
1737212935000,1000.0
1737212940000,1000.0
1737212945000,1000.0
1737212950000,1000.0
1737212955000,1000.0
1737212960000,
