,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737518025000,1000.0
1737518030000,1000.0
1737518035000,0.0
1737518040000,0.0
1737518045000,0.0
1737518050000,0.0
1737518055000,0.0
1737518060000,0.0
1737518065000,0.0
1737518070000,0.0
1737518075000,0.0
1737518080000,0.0
1737518085000,0.0
1737518090000,0.0
1737518095000,129.0
1737518100000,214.0
1737518105000,293.0
1737518110000,366.0
1737518115000,450.0
1737518120000,526.0
1737518125000,600.0
1737518130000,670.0
1737518135000,739.0
1737518140000,820.0
1737518145000,903.0
1737518150000,930.0
1737518155000,931.0
1737518160000,931.0
1737518165000,936.0
1737518170000,947.0
1737518175000,947.0
1737518180000,955.0
1737518185000,966.0
1737518190000,981.0
1737518195000,997.0
1737518200000,1000.0
1737518205000,1000.0
1737518210000,1000.0
1737518215000,1000.0
1737518220000,1000.0
1737518225000,1000.0
1737518230000,1000.0
1737518235000,1000.0
1737518240000,1000.0
1737518245000,1000.0
1737518250000,1000.0
1737518255000,1000.0
1737518260000,1000.0
1737518265000,1000.0
1737518270000,
