,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1708185960000,34444.28333333,34626.983333330005,34125.4,34228.0,33121.28333333
1708185965000,34179.2,34203.9,33892.216666659995,34069.85,32921.7
1708185970000,33616.76666666,34230.16666666,33361.78333333,33749.36666666,32398.316666659997
1708185975000,33856.483333330005,33875.33333333,33553.38333333,33752.2,32601.95
1708185980000,33678.2,33946.7,33243.31666666,33472.93333333,32262.85
1708185985000,33327.55,34141.466666659995,33330.31666666,33451.85,32338.05
1708185990000,33948.9,34057.11666666,33407.78333333,33702.11666666,32537.98333333
1708185995000,33702.31666666,34052.45,33511.78333333,33745.36666666,32569.6
1708186000000,33694.85,33882.88333333,33382.466666659995,33668.91666666,32500.2
1708186005000,33548.11666666,33846.38333333,33202.5,33394.45,32274.2
1708186010000,33472.0,33897.26666666,33146.466666659995,33362.78333333,32224.583333330003
1708186015000,33479.83333333,34025.16666666,33220.65,33446.0,32236.7
1708186020000,33663.483333330005,34229.5,33305.75,33621.16666666,32469.23333333
1708186025000,33910.25,34646.7,33561.78333333,33809.25,32660.61666666
1708186030000,34456.36666666,34776.51666666,34102.08333333,34232.61666666,33217.88333333
1708186035000,34365.81666666,35037.25,34061.6,34252.7,33126.966666659995
1708186040000,34630.63333333,34671.45,34309.6,34540.35,33421.966666659995
1708186045000,34287.43333333,34448.28333333,33951.43333333,34126.65,32995.56666666
1708186050000,33979.966666659995,34422.56666666,33723.66666666,33905.85,32786.65
1708186055000,34033.9,34190.15,33595.11666666,33762.91666666,32665.15
1708186060000,33756.65,34358.966666659995,33475.43333333,33672.05,32446.0
1708186065000,33944.6,34230.2,33678.91666666,33875.716666659995,32731.566666659997
1708186070000,33869.33333333,33975.05,33566.05,33774.95,32633.15
1708186075000,33652.45,33788.7,33334.61666666,33499.08333333,32405.66666666
1708186080000,33378.88333333,33784.51666666,33181.18333333,33284.01666666,32172.65
1708186085000,33374.81666666,33963.13333333,33098.6,33283.2,32186.316666659997
1708186090000,33402.45,33848.18333333,33171.56666666,33404.26666666,32156.7
1708186095000,33460.86666666,34089.53333333,33179.6,33376.81666666,32248.28333333
1708186100000,33737.16666666,34546.35,33420.06666666,33625.1,32481.633333330003
1708186105000,34160.11666666,34503.35,33756.18333333,33975.38333333,32864.66666666
1708186110000,34156.233333330005,34397.05,33823.61666666,34029.5,32858.58333333
1708186115000,33939.1,34592.233333330005,33746.43333333,34011.86666666,32821.63333333
1708186120000,34259.85,34482.95,33924.1,34140.33333333,32981.66666666
1708186125000,34085.38333333,34526.716666659995,33784.51666666,33983.5,32838.716666659995
1708186130000,34062.66666666,34967.5,33785.216666659995,33897.08333333,32869.38333333
1708186135000,34494.75,35149.85,34279.56666666,34341.13333333,33237.68333333
1708186140000,34850.35,34982.78333333,34398.65,34567.53333333,33416.78333333
1708186145000,34639.88333333,34853.216666659995,34302.01666666,34552.83333333,33330.31666666
1708186150000,34463.86666666,35654.58333333,34191.78333333,34345.56666666,33318.38333333
1708186155000,35439.53333333,35401.1,35067.66666666,35418.5,34112.93333333
1708186160000,34771.63333333,33569.483333330005,34543.983333330005,34571.2,33484.86666666
1708186165000,33406.83333333,33655.6,32997.6,33270.53333333,32107.91666666
1708186170000,33254.216666659995,33956.61666666,33013.13333333,33075.11666666,32065.833333330003
1708186175000,33625.15,33990.91666666,33211.65,33364.08333333,32241.98333333
1708186180000,33401.716666659995,34101.95,33199.68333333,33419.13333333,32254.016666659998
1708186185000,33713.38333333,34611.68333333,33424.06666666,33617.35,32474.65
1708186190000,34210.45,34510.81666666,33961.08333333,34191.95,32988.31666666
1708186195000,34161.68333333,34537.51666666,33800.6,34154.55,32905.55
1708186200000,34090.18333333,34166.38333333,33873.3,34131.88333333,32976.83333333
1708186205000,33625.716666659995,34223.216666659995,33420.63333333,33635.65,32444.91666666
1708186210000,33997.88333333,34261.06666666,33598.53333333,33808.33333333,32610.28333333
1708186215000,33844.56666666,34610.68333333,33556.88333333,33738.41666666,32606.266666659998
1708186220000,34206.233333330005,33717.3,33909.15,34121.61666666,32954.33333333
1708186225000,33118.1,33733.76666666,32873.86666666,33072.65,31927.8
1708186230000,33374.26666666,33881.83333333,33056.85,33391.16666666,32172.35
1708186235000,33343.43333333,33778.31666666,33262.13333333,33484.1,32304.73333333
1708186240000,33583.65,33732.56666666,33226.31666666,33361.983333330005,32294.73333333
1708186245000,33334.38333333,33680.06666666,33050.716666659995,33244.36666666,32141.25
1708186250000,33229.966666659995,33770.7,33064.38333333,33289.25,32110.41666666
1708186255000,33201.83333333,33742.28333333,33036.61666666,33223.233333330005,32111.78333333
1708186260000,33196.51666666,33299.86666666,33041.26666666,33170.36666666,32059.383333330003
1708186265000,33049.4,33035.05,32708.03333333,32871.51666666,31866.85
1708186270000,32625.0,33167.86666666,32372.383333330003,32555.25,31459.25
1708186275000,32778.31666666,33111.28333333,32504.8,32673.98333333,31604.9
1708186280000,32751.316666659997,33541.06666666,32459.816666659997,32625.9,31553.66666666
1708186285000,33327.51666666,33417.53333333,32996.95,33176.08333333,32004.85
1708186290000,33042.75,33484.68333333,32749.766666659998,32984.966666659995,31833.75
1708186295000,33160.06666666,33421.983333330005,32798.466666659995,33006.13333333,31947.7
1708186300000,33076.01666666,33358.466666659995,32749.816666659997,32957.216666659995,31840.48333333
1708186305000,32986.6,33211.4,32687.016666659998,32876.35,31767.833333330003
1708186310000,32975.733333330005,33046.6,32477.53333333,32704.15,31622.55
1708186315000,32839.966666659995,32632.016666659998,32435.016666659998,32561.6,31482.083333330003
1708186320000,32451.433333330002,33637.75,32026.2,32292.45,31168.683333330002
1708186325000,33302.733333330005,33712.16666666,32953.11666666,33136.51666666,32021.15
1708186330000,33443.31666666,33443.35,33035.9,33272.11666666,32191.083333330003
1708186335000,32917.86666666,33443.15,32745.53333333,32979.233333330005,31850.45
1708186340000,33057.63333333,33722.216666659995,32783.216666659995,32975.85,31855.73333333
1708186345000,33445.7,33798.06666666,33071.56666666,33275.5,32204.36666666
1708186350000,33450.3,33521.6,33087.233333330005,33228.93333333,32158.566666659997
1708186355000,33268.88333333,33599.9,32835.85,33049.56666666,31891.28333333
1708186360000,33193.63333333,33488.26666666,32905.33333333,33103.03333333,32031.0
1708186365000,33112.8,33310.43333333,32810.233333330005,33009.58333333,31902.96666666
1708186370000,32810.43333333,33265.13333333,32582.5,32736.3,31681.4
1708186375000,32995.88333333,33751.88333333,32605.883333330003,32872.76666666,31766.766666659998
1708186380000,33357.2,33440.38333333,33098.58333333,33260.76666666,32133.9
1708186385000,32962.3,33587.36666666,32771.16666666,32971.31666666,31853.86666666
1708186390000,33185.35,33655.76666666,32958.08333333,33105.58333333,31954.583333330003
1708186395000,33265.06666666,33627.216666659995,33019.1,33160.16666666,32061.85
1708186400000,33244.86666666,33186.41666666,32930.966666659995,33132.7,32016.683333330002
1708186405000,32835.8,33170.93333333,32498.133333330003,32691.36666666,31616.75
1708186410000,32537.066666659997,33237.3,32521.53333333,32631.75,31599.516666659998
1708186415000,32972.03333333,33148.45,32608.41666666,32779.8,31701.183333330002
1708186420000,32655.6,33129.3,32474.566666659997,32654.55,31502.28333333
1708186425000,32743.633333330003,33515.0,32475.5,32655.766666659998,31547.73333333
1708186430000,33308.75,33363.41666666,32914.11666666,33160.43333333,31998.78333333
1708186435000,33007.9,33176.483333330005,32709.183333330002,32929.05,31768.766666659998
1708186440000,32811.78333333,32993.16666666,32525.45,32716.566666659997,31624.183333330002
1708186445000,32729.05,32937.53333333,32363.15,32498.03333333,31386.98333333
1708186450000,32574.066666659997,33189.65,32304.86666666,32468.583333330003,31369.41666666
1708186455000,32853.3,33274.76666666,32444.766666659998,32681.75,31509.73333333
1708186460000,32891.18333333,33774.93333333,32614.3,32800.26666666,31700.9
1708186465000,33176.15,33930.466666659995,33059.966666659995,33244.466666659995,32041.21666666
1708186470000,33817.03333333,33880.26666666,33321.0,33521.16666666,32316.3
1708186475000,33203.53333333,34100.466666659995,33249.83333333,33324.11666666,32235.183333330002
1708186480000,33788.76666666,34206.76666666,33412.18333333,33561.03333333,32475.78333333
1708186485000,33829.0,34078.83333333,33515.11666666,33708.83333333,32585.78333333
1708186490000,33744.216666659995,34392.58333333,33506.68333333,33609.33333333,32492.55
1708186495000,33980.08333333,34392.733333330005,33776.85,33891.16666666,32756.633333330003
1708186500000,34004.28333333,34699.5,33709.483333330005,33896.91666666,32782.56666666
1708186505000,34430.716666659995,34879.35,34067.55,34273.38333333,33102.28333333
1708186510000,34348.1,34697.45,34106.36666666,34347.83333333,33155.483333330005
1708186515000,34572.4,34577.3,34162.3,34352.51666666,33195.55
1708186520000,34188.86666666,34893.16666666,33891.983333330005,34091.9,32943.08333333
1708186525000,34737.6,34869.733333330005,34283.75,34426.8,33311.05
1708186530000,34259.716666659995,34666.43333333,34098.983333330005,34258.78333333,33174.4
1708186535000,34627.53333333,34700.35,33998.966666659995,34264.51666666,33031.15
1708186540000,34306.86666666,34829.88333333,34070.6,34293.38333333,33123.91666666
1708186545000,34407.18333333,34336.15,34136.76666666,34327.58333333,33168.66666666
1708186550000,33610.1,33899.25,33444.38333333,33687.216666659995,32463.883333330003
1708186555000,33480.15,33822.93333333,33172.65,33320.18333333,32222.16666666
1708186560000,33465.83333333,34229.53333333,33052.43333333,33202.76666666,32073.633333330003
1708186565000,33584.216666659995,34214.1,33456.11666666,33616.41666666,32415.766666659998
1708186570000,34025.2,34153.53333333,33629.91666666,33748.31666666,32682.266666659998
1708186575000,33677.58333333,34860.0,33480.483333330005,33543.13333333,32545.016666659998
1708186580000,34493.233333330005,34591.4,34354.81666666,34581.18333333,33391.63333333
1708186585000,33981.1,31776.316666659997,33828.65,33905.93333333,32888.0
1708186590000,31683.316666659997,32141.23333333,31170.45,31433.65,30265.016666659998
1708186595000,31756.583333330003,32098.25,31493.333333330003,31661.583333330003,30629.73333333
1708186600000,31760.91666666,31815.28333333,31440.15,31620.71666666,30553.11666666
1708186605000,31668.633333330003,33188.31666666,31369.2,31656.73333333,30496.766666659998
1708186610000,33057.4,33445.65,32654.516666659998,32735.0,31779.7
1708186615000,32847.483333330005,33377.9,32655.5,32981.13333333,31845.05
1708186620000,32976.5,33233.41666666,32688.883333330003,32866.01666666,32013.433333330002
1708186625000,32780.716666659995,33088.35,32563.9,32759.066666659997,31679.933333330002
1708186630000,32718.71666666,33280.86666666,32373.98333333,32574.183333330002,31473.45
1708186635000,32888.483333330005,33118.38333333,32606.766666659998,32783.16666666,31694.766666659998
1708186640000,32868.76666666,33935.15,32426.066666659997,32732.516666659998,31500.333333330003
1708186645000,33411.03333333,34939.93333333,33137.716666659995,33322.56666666,32199.16666666
1708186650000,34291.55,34414.86666666,34192.93333333,34360.51666666,33239.91666666
1708186655000,33958.95,34208.55,33676.58333333,33938.31666666,32741.066666659997
1708186660000,33603.15,35033.75,33491.4,33424.33333333,32550.016666659998
1708186665000,34698.4,33905.86666666,34353.8,34594.26666666,33393.11666666
1708186670000,33273.733333330005,33107.68333333,33035.86666666,33167.18333333,32111.433333330002
1708186675000,32787.06666666,33178.6,32449.28333333,32550.03333333,31439.7
1708186680000,32839.1,32817.3,32533.516666659998,32736.816666659997,31401.66666666
1708186685000,32629.21666666,32423.183333330002,32161.98333333,32346.133333330003,31372.683333330002
1708186690000,32021.8,31944.48333333,31806.133333330003,31990.75,30935.1
1708186695000,31459.25,31945.46666666,31189.85,31410.73333333,30324.41666666
1708186700000,31516.46666666,31785.4,31297.86666666,31393.9,30437.333333330003
1708186705000,31429.96666666,32521.96666666,31136.316666659997,31334.066666659997,30274.133333330003
1708186710000,32373.36666666,33109.28333333,31907.883333330003,32116.48333333,31034.46666666
1708186715000,32728.8,33165.466666659995,32453.25,32548.383333330003,31564.383333330003
1708186720000,33011.9,33216.43333333,32464.683333330002,32906.38333333,31577.9
1708186725000,32934.0,33345.35,32553.48333333,32711.016666659998,31669.25
1708186730000,32968.28333333,33366.83333333,32680.4,32873.8,31761.66666666
1708186735000,33264.6,33505.966666659995,32862.36666666,33012.11666666,31995.083333330003
1708186740000,33110.83333333,33824.45,32901.11666666,33142.26666666,32001.7
1708186745000,33565.11666666,34385.63333333,33232.63333333,33463.1,32269.9
1708186750000,33969.51666666,34889.55,33650.61666666,33864.483333330005,32714.41666666
1708186755000,34769.41666666,35163.58333333,34345.26666666,34645.85,33386.716666659995
1708186760000,34669.93333333,34169.11666666,34296.95,34437.733333330005,33333.2
1708186765000,33800.8,32162.933333330002,33499.483333330005,33683.36666666,32564.7
1708186770000,31486.2,31398.85,31582.3,31628.183333330002,30668.98333333
1708186775000,30878.71666666,31346.53333333,30797.55,31005.016666659998,29915.66666666
1708186780000,31164.11666666,31475.816666659997,30840.45,31032.55,29984.65
1708186785000,30776.16666666,31578.083333330003,30801.48333333,30920.45,29938.0
1708186790000,31198.11666666,32364.03333333,30943.316666659997,31117.16666666,30077.3
1708186795000,31744.86666666,31962.633333330003,31628.8,31899.53333333,30691.683333330002
1708186800000,31729.21666666,32273.35,31320.66666666,31509.61666666,30424.15
1708186805000,31703.316666659997,32109.383333330003,31571.61666666,31759.6,30692.66666666
1708186810000,31835.55,32155.883333330003,31540.7,31737.35,30625.23333333
1708186815000,31717.25,32051.316666659997,31434.7,31612.61666666,30583.46666666
1708186820000,32027.8,32925.983333330005,31625.083333330003,31945.55,30747.91666666
1708186825000,32533.316666659997,32706.41666666,32261.55,32458.86666666,31343.516666659998
1708186830000,32582.583333330003,33498.56666666,32278.933333330002,32496.5,31398.41666666
1708186835000,33375.3,33634.7,32850.35,33033.2,31954.4
1708186840000,32991.41666666,33488.53333333,32895.966666659995,32992.483333330005,31935.016666659998
1708186845000,33417.31666666,33562.45,32885.33333333,33148.36666666,31934.45
1708186850000,33193.26666666,33163.15,32891.0,33086.51666666,31968.75
1708186855000,33000.5,33154.03333333,32568.883333330003,32689.933333330002,31708.45
1708186860000,32657.266666659998,32944.66666666,32522.633333330003,32691.23333333,31628.61666666
1708186865000,32723.016666659998,32523.61666666,32319.816666659997,32498.7,31425.35
1708186870000,31966.016666659998,31825.183333330002,31767.75,31923.35,30907.66666666
1708186875000,31347.15,31585.9,31165.48333333,31294.933333330002,30277.1
1708186880000,31113.45,31843.46666666,30847.41666666,31008.55,29991.266666659998
1708186885000,31483.28333333,31892.03333333,31191.73333333,31374.61666666,30335.933333330002
1708186890000,31560.85,31418.816666659997,31060.433333330002,31297.73333333,30163.65
1708186895000,30893.566666659997,31327.35,30762.7,30969.86666666,29886.21666666
1708186900000,31048.683333330002,31208.016666659998,30662.86666666,30913.433333330002,29838.36666666
1708186905000,30896.11666666,30927.55,30536.183333330002,30716.016666659998,29710.86666666
1708186910000,30575.86666666,31481.933333330002,30307.933333330002,30701.516666659998,29669.35
1708186915000,31148.816666659997,31610.46666666,30865.66666666,31081.383333330003,29981.03333333
1708186920000,31298.883333330003,31514.46666666,30992.96666666,31181.766666659998,30091.36666666
1708186925000,31211.21666666,31939.71666666,30914.11666666,31017.5,30055.65
1708186930000,31597.61666666,32303.3,31371.78333333,31436.85,30460.316666659997
1708186935000,32038.03333333,32469.4,31696.266666659998,31922.21666666,30811.35
1708186940000,32196.816666659997,31603.3,31899.73333333,32070.016666659998,31016.2
1708186945000,31580.23333333,32513.883333330003,31179.4,31479.933333330002,30302.36666666
1708186950000,31976.71666666,30215.766666659998,31715.85,31808.96666666,30827.05
1708186955000,30026.183333330002,30626.016666659998,29677.85,29794.583333330003,28846.41666666
1708186960000,30321.7,30835.066666659997,30110.65,30196.0,29259.5
1708186965000,30433.53333333,31142.266666659998,30213.78333333,30371.816666659997,29364.53333333
1708186970000,30553.1,31063.86666666,30507.91666666,30483.316666659997,29457.133333330003
1708186975000,30567.583333330003,30926.833333330003,30380.46666666,30533.23333333,29528.683333330002
1708186980000,30450.6,30995.45,30142.16666666,30252.3,29292.03333333
1708186985000,30374.333333330003,30981.96666666,30307.23333333,30463.23333333,29437.383333330003
1708186990000,30800.316666659997,31170.91666666,30373.133333330003,30645.133333330003,29556.35
1708186995000,30905.75,31311.25,30597.383333330003,30811.53333333,29732.91666666
1708187000000,30742.03333333,31685.45,30608.91666666,30676.816666659997,29720.383333330003
1708187005000,31378.35,31925.133333330003,31074.133333330003,31210.98333333,30219.1
1708187010000,31559.35,31491.9,31271.55,31512.633333330003,30413.5
1708187015000,30763.85,31075.833333330003,30751.266666659998,30875.7,29666.95
1708187020000,30636.98333333,31088.4,30387.4,30625.41666666,29508.53333333
1708187025000,30635.1,30984.61666666,30427.383333330003,30520.816666659997,29550.0
1708187030000,30626.85,30937.3,30373.46666666,30531.16666666,29506.066666659997
1708187035000,30535.333333330003,30920.383333330003,30373.5,30445.45,29498.96666666
1708187040000,30709.633333330003,30561.266666659998,30414.16666666,30608.36666666,29575.1
1708187045000,30482.066666659997,30724.016666659998,29983.6,30219.766666659998,29153.6
1708187050000,30314.15,30793.433333330002,30131.933333330002,30289.766666659998,29280.86666666
1708187055000,30449.73333333,30666.566666659997,30156.16666666,30276.86666666,29316.333333330003
1708187060000,30312.73333333,31034.75,30050.61666666,30226.11666666,29207.766666659998
1708187065000,30721.933333330002,30896.316666659997,30437.71666666,30657.4,29580.933333330002
1708187070000,30525.36666666,31230.266666659998,30270.9,30395.7,29405.75
1708187075000,31079.633333330003,31468.23333333,30664.65,30844.266666659998,30005.2
1708187080000,31220.46666666,31477.433333330002,30846.5,31029.3,29982.0
1708187085000,31115.36666666,31610.73333333,30817.933333330002,31013.61666666,29964.133333330003
1708187090000,31398.96666666,31479.05,30988.55,31305.883333330003,30122.53333333
1708187095000,31279.3,31452.7,30842.583333330003,31070.633333330003,30005.98333333
1708187100000,31130.8,32248.3,30768.03333333,31025.2,29660.28333333
1708187105000,31922.6,32264.433333330002,31636.28333333,31780.66666666,30754.41666666
1708187110000,31905.96666666,32239.766666659998,31559.41666666,31780.25,30668.78333333
1708187115000,31929.75,31830.583333330003,31644.11666666,31770.3,30750.016666659998
1708187120000,31807.65,30578.683333330002,31345.85,31577.11666666,30501.083333330003
1708187125000,30008.35,30928.016666659998,29825.98333333,29927.91666666,28977.66666666
1708187130000,30349.3,30566.03333333,30314.41666666,30481.61666666,29460.21666666
1708187135000,30038.083333330003,30408.633333330003,29979.65,30150.91666666,29134.05
1708187140000,30188.05,30260.566666659997,29861.35,30078.1,29034.61666666
1708187145000,30044.266666659998,30144.083333330003,29777.41666666,30047.25,28947.35
1708187150000,30023.61666666,30448.11666666,29576.05,29734.566666659997,28770.45
1708187155000,29998.383333330003,30687.73333333,29859.36666666,30032.7,28988.45
1708187160000,30231.95,29174.266666659998,30075.48333333,30170.35,29465.53333333
1708187165000,28787.9,28909.016666659998,28516.016666659998,28728.883333330003,27695.583333330003
1708187170000,28597.4,28689.85,28341.566666659997,28538.46666666,27526.766666659998
1708187175000,28147.48333333,29140.4,28101.53333333,28302.75,27288.65
1708187180000,28602.05,29347.766666659998,28416.883333330003,28622.683333330002,27602.016666659998
1708187185000,28587.333333330003,29113.6,28660.816666659997,28768.816666659997,27843.183333330002
1708187190000,28920.61666666,29278.41666666,28436.75,28835.23333333,27638.583333330003
1708187195000,28945.16666666,28456.2,28676.53333333,28858.133333330003,27869.03333333
1708187200000,28115.78333333,28395.566666659997,27883.85,28044.86666666,27110.36666666
1708187205000,28172.766666659998,28491.25,27946.2,28026.816666659997,27140.28333333
1708187210000,28017.85,28410.15,27881.3,27917.016666659998,27066.3
1708187215000,28138.383333330003,28487.266666659998,27824.96666666,28006.7,27043.25
1708187220000,28322.133333330003,29597.3,28076.933333330002,28302.73333333,27306.85
1708187225000,29294.91666666,29688.316666659997,29051.73333333,29209.96666666,28259.266666659998
1708187230000,29073.41666666,29589.61666666,28969.36666666,29166.516666659998,28149.266666659998
1708187235000,29344.41666666,29396.28333333,28921.35,29126.9,28109.86666666
1708187240000,28641.7,29592.766666659998,28752.65,28830.3,27692.23333333
1708187245000,29245.266666659998,29736.91666666,29002.8,29168.85,28187.316666659997
1708187250000,29400.11666666,29876.7,29144.5,29317.11666666,28326.71666666
1708187255000,29517.6,29414.03333333,29069.6,29225.28333333,28257.16666666
1708187260000,28811.03333333,29296.36666666,28720.383333330003,28811.11666666,27911.91666666
1708187265000,28962.16666666,29088.2,28567.583333330003,28798.516666659998,27780.91666666
1708187270000,28825.28333333,29397.15,28736.816666659997,28904.383333330003,27706.583333330003
1708187275000,29190.383333330003,29494.71666666,28831.316666659997,28992.95,28038.78333333
1708187280000,29196.15,29516.11666666,28881.46666666,29003.7,28074.61666666
1708187285000,29178.91666666,29253.816666659997,28944.86666666,29077.6,28106.96666666
1708187290000,29089.083333330003,29211.066666659997,28840.78333333,28819.133333330003,28029.0
1708187295000,28778.46666666,29115.65,28672.6,28717.23333333,27863.7
1708187300000,28954.23333333,28915.4,28463.3,28632.083333330003,27895.316666659997
1708187305000,28832.98333333,29329.5,28337.75,28504.433333330002,27554.55
1708187310000,29008.2,29229.45,28751.433333330002,28688.78333333,27941.95
1708187315000,28909.21666666,27791.1,28642.25,28808.28333333,27838.45
1708187320000,27709.316666659997,28013.8,27314.433333330002,27428.383333330003,26546.883333330003
1708187325000,27592.75,27722.833333330003,27381.71666666,27561.566666659997,26593.516666659998
1708187330000,27703.96666666,27975.7,26931.71666666,27445.6,26491.85
1708187335000,27648.73333333,27893.46666666,27382.1,27574.133333330003,26631.583333330003
1708187340000,27533.083333330003,28361.86666666,27360.1,27551.78333333,26602.55
1708187345000,27764.45,28485.86666666,27722.78333333,27824.75,26930.25
1708187350000,28302.25,28595.9,27891.8,28147.75,27143.36666666
1708187355000,28476.85,28016.433333330002,27985.53333333,28296.3,27200.933333330002
1708187360000,27464.566666659997,28015.28333333,27459.41666666,27614.0,26690.683333330002
1708187365000,27443.2,27616.333333330003,27453.35,27612.083333330003,26671.516666659998
1708187370000,27291.133333330003,28503.85,27055.9,27206.933333330002,26298.3
1708187375000,28180.35,28289.03333333,27928.0,28088.266666659998,27154.05
1708187380000,27450.15,27899.66666666,27536.78333333,27676.933333330002,26743.98333333
1708187385000,27665.53333333,28157.1,27428.766666659998,27533.23333333,26683.183333330002
1708187390000,27624.066666659997,27368.4,27626.71666666,27530.1,26797.91666666
1708187395000,27041.6,27371.4,26836.15,26902.816666659997,26059.0
1708187400000,26855.4,26566.333333330003,26734.683333330002,26869.36666666,25961.46666666
1708187405000,26551.0,26886.5,26075.03333333,26339.3,25386.05
1708187410000,26581.9,26956.61666666,26333.633333330003,26524.71666666,25578.016666659998
1708187415000,26442.11666666,27621.6,26327.16666666,26501.36666666,25708.3
1708187420000,27541.78333333,27681.73333333,27058.41666666,27217.683333330002,26309.1
1708187425000,27602.91666666,27916.86666666,27128.05,27513.133333330003,26368.7
1708187430000,27598.85,27902.433333330002,27358.66666666,27516.71666666,26594.933333330002
1708187435000,27583.55,27887.933333330002,27349.833333330003,27511.48333333,26570.816666659997
1708187440000,27977.35,27905.833333330003,27402.766666659998,27621.66666666,26649.316666659997
1708187445000,27305.833333330003,27736.8,27243.6,27448.75,26511.66666666
1708187450000,27630.183333330002,28052.066666659997,27330.8,27512.15,26539.35
1708187455000,27809.933333330002,28143.766666659998,27512.66666666,27791.28333333,26729.85
1708187460000,27958.816666659997,28198.7,27539.75,27744.883333330003,26782.21666666
1708187465000,27803.36666666,27896.21666666,27623.266666659998,27763.333333330003,26847.45
1708187470000,27295.36666666,27785.95,27270.8,27467.833333330003,26497.11666666
1708187475000,27357.61666666,27502.75,27158.75,27212.05,26277.583333330003
1708187480000,27198.55,26369.683333330002,26970.73333333,27125.46666666,26205.5
1708187485000,26449.45,26302.8,26026.5,26021.21666666,25306.55
1708187490000,25782.75,25963.66666666,25778.066666659997,25924.95,25049.78333333
1708187495000,25676.23333333,26309.8,25677.91666666,25824.05,24940.45
1708187500000,26045.61666666,26539.066666659997,25710.016666659998,26014.383333330003,25182.21666666
1708187505000,26412.46666666,26858.433333330002,26038.75,26216.36666666,25251.46666666
1708187510000,26668.96666666,27186.266666659998,26342.91666666,26477.183333330002,25597.566666659997
1708187515000,26872.766666659998,27344.46666666,26678.683333330002,26797.55,25957.65
1708187520000,26965.53333333,27642.73333333,26820.86666666,26944.183333330002,26034.96666666
1708187525000,27345.066666659997,27780.683333330002,27100.4,27290.583333330003,26310.316666659997
1708187530000,27764.85,27783.933333330002,27294.183333330002,27376.016666659998,26542.85
1708187535000,27789.333333330003,26544.28333333,27379.75,27624.35,26609.183333330002
1708187540000,26209.6,27490.766666659998,26004.7,26156.16666666,25275.21666666
1708187545000,26805.183333330002,27357.95,26748.133333330003,26985.78333333,25998.383333330003
1708187550000,27266.73333333,27577.1,26807.933333330002,26965.95,26058.23333333
1708187555000,27255.316666659997,27227.75,26791.16666666,26946.46666666,26057.73333333
1708187560000,26408.933333330002,26846.23333333,26684.35,26622.41666666,25726.16666666
1708187565000,26635.133333330003,27044.05,26321.03333333,26395.96666666,25579.98333333
1708187570000,26041.2,26328.21666666,26246.48333333,26108.266666659998,25560.3
1708187575000,26061.98333333,26390.23333333,25730.53333333,25909.53333333,24981.21666666
1708187580000,26241.2,26493.11666666,25919.1,26054.65,25222.45
1708187585000,26203.266666659998,26244.266666659998,25923.66666666,26052.95,25194.183333330002
1708187590000,25736.383333330003,26100.78333333,25698.183333330002,25825.066666659997,24977.383333330003
1708187595000,25384.566666659997,26068.816666659997,25415.433333330002,25401.05,24705.766666659998
1708187600000,25801.85,25674.3,25552.48333333,25697.21666666,24833.03333333
1708187605000,25653.2,25109.91666666,25257.55,25375.066666659997,24538.066666659997
1708187610000,25099.16666666,25250.61666666,24678.5,24906.7,23992.65
1708187615000,24822.15,25619.883333330003,24743.45,24886.383333330003,24050.4
1708187620000,25697.96666666,26090.066666659997,25262.98333333,25407.11666666,24553.9
1708187625000,25796.05,25817.933333330002,25554.85,25774.316666659997,24840.23333333
1708187630000,25801.11666666,26206.766666659998,25565.883333330003,25898.25,24789.61666666
1708187635000,25944.73333333,26188.833333330003,25764.86666666,25880.083333330003,25057.53333333
1708187640000,25754.91666666,26084.383333330003,25652.53333333,25793.883333330003,24917.95
1708187645000,25702.3,26257.11666666,25567.96666666,25708.583333330003,24850.883333330003
1708187650000,26186.71666666,25178.46666666,25743.73333333,25928.833333330003,25014.91666666
1708187655000,25192.48333333,24532.2,24806.48333333,25034.8,24114.91666666
1708187660000,24706.05,25080.883333330003,24266.61666666,24493.8,23607.41666666
1708187665000,24550.46666666,25741.766666659998,24491.633333330003,24505.96666666,23802.91666666
1708187670000,25186.45,25699.15,25158.583333330003,25228.1,24441.78333333
1708187675000,25554.15,25998.4,25185.25,25335.933333330002,24476.65
1708187680000,25556.083333330003,24391.4,25338.133333330003,25479.3,24624.7
1708187685000,24135.36666666,24793.41666666,23906.85,24046.1,23234.266666659998
1708187690000,24732.28333333,24958.71666666,24295.95,24519.066666659997,23655.083333330003
1708187695000,24492.48333333,24570.883333330003,24285.75,24459.78333333,23612.5
1708187700000,24212.75,24899.2,24165.683333330002,24287.133333330003,23492.61666666
1708187705000,24738.683333330002,25025.03333333,24419.21666666,24590.0,23736.23333333
1708187710000,24797.8,25490.016666659998,24570.03333333,24704.86666666,23866.583333330003
1708187715000,24737.2,25891.11666666,24842.016666659998,24905.61666666,24140.316666659997
1708187720000,25153.05,25818.36666666,25137.2,25212.16666666,24530.25
1708187725000,25468.23333333,25442.766666659998,25301.75,25453.0,24595.566666659997
1708187730000,25392.11666666,24815.95,25184.25,25321.53333333,24477.48333333
1708187735000,24945.566666659997,25125.03333333,24510.78333333,24743.25,23825.86666666
