,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737212070000,1000.0
1737212075000,398.0
1737212080000,361.0
1737212085000,240.0
1737212090000,381.0
1737212095000,502.0
1737212100000,585.0
1737212105000,645.0
1737212110000,689.0
1737212115000,724.0
1737212120000,751.0
1737212125000,774.0
1737212130000,793.0
1737212135000,843.0
1737212140000,900.0
1737212145000,983.0
1737212150000,999.0
1737212155000,1000.0
1737212160000,1000.0
1737212165000,1000.0
1737212170000,1000.0
1737212175000,1000.0
1737212180000,1000.0
1737212185000,1000.0
1737212190000,1000.0
1737212195000,1000.0
1737212200000,1000.0
1737212205000,1000.0
1737212210000,1000.0
1737212215000,1000.0
1737212220000,1000.0
1737212225000,1000.0
1737212230000,1000.0
1737212235000,1000.0
1737212240000,1000.0
1737212245000,1000.0
1737212250000,1000.0
1737212255000,1000.0
1737212260000,1000.0
1737212265000,1000.0
1737212270000,1000.0
1737212275000,1000.0
1737212280000,1000.0
1737212285000,1000.0
1737212290000,1000.0
1737212295000,1000.0
1737212300000,1000.0
1737212305000,1000.0
1737212310000,
