,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737222780000,1000.0
1737222785000,0.0
1737222790000,24.0
1737222795000,349.0
1737222800000,512.0
1737222805000,610.0
1737222810000,675.0
1737222815000,721.0
1737222820000,756.0
1737222825000,783.0
1737222830000,805.0
1737222835000,823.0
1737222840000,838.0
1737222845000,929.0
1737222850000,1000.0
1737222855000,1000.0
1737222860000,1000.0
1737222865000,1000.0
1737222870000,1000.0
1737222875000,1000.0
1737222880000,999.0
1737222885000,999.0
1737222890000,999.0
1737222895000,999.0
1737222900000,999.0
1737222905000,999.0
1737222910000,1000.0
1737222915000,1000.0
1737222920000,1000.0
1737222925000,1000.0
1737222930000,1000.0
1737222935000,1000.0
1737222940000,1000.0
1737222945000,1000.0
1737222950000,1000.0
1737222955000,1000.0
1737222960000,1000.0
1737222965000,1000.0
1737222970000,1000.0
1737222975000,1000.0
1737222980000,1000.0
1737222985000,1000.0
1737222990000,1000.0
1737222995000,1000.0
1737223000000,1000.0
1737223005000,1000.0
1737223010000,1000.0
1737223015000,1000.0
1737223020000,
