,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737221150000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9866000.0,1481.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221155000,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,25.0,10894000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221160000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2964000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221165000,6.0,9.0,1.0,0.0,0.0,9.0,1.0,0.0,6.0,0.0,107196000.0,342000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221170000,7.0,19.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,9.0,88.0,2.0,1994.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221175000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,36009000.0,4.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221180000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,3213000.0,4.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221185000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,24.0,94.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221190000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,94.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221195000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,94.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221200000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,94.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221205000,9.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,1.0,43.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221210000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,42.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221215000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,8.0,2545.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221220000,9.0,19.0,2.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221225000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221230000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,3078000.0,345.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221235000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,345.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221240000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,10.0,4617000.0,75.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221245000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,10.0,2304000.0,75.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221250000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,213.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221255000,2.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,1.0,86.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221260000,1.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,77.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737221265000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
