Parallelism,Throughput_min,Throughput_max,Throughput_mean
1,34632.34310344449,39931.7011904725,37290.91435960239
2,60677.7234374925,71835.51021504677,65828.4682930038
4,113973.47135415376,121538.95416665344,117020.45619286345
8,140139.98645830626,159021.1619791397,150030.90877685504
16,100883.03749999811,132348.8614582822,115092.57479499753
32,102007.99270833278,145835.08064516008,122218.36273521576
52,106574.25752688,162828.26041666398,129240.02595429914
