,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737501875000,1000.0
1737501880000,281.0
1737501885000,141.0
1737501890000,99.0
1737501895000,84.0
1737501900000,66.0
1737501905000,156.0
1737501910000,277.0
1737501915000,366.0
1737501920000,436.0
1737501925000,493.0
1737501930000,539.0
1737501935000,577.0
1737501940000,637.0
1737501945000,721.0
1737501950000,803.0
1737501955000,883.0
1737501960000,967.0
1737501965000,999.0
1737501970000,1000.0
1737501975000,1000.0
1737501980000,1000.0
1737501985000,1000.0
1737501990000,1000.0
1737501995000,1000.0
1737502000000,1000.0
1737502005000,1000.0
1737502010000,1000.0
1737502015000,1000.0
1737502020000,1000.0
1737502025000,1000.0
1737502030000,1000.0
1737502035000,1000.0
1737502040000,1000.0
1737502045000,999.0
1737502050000,999.0
1737502055000,999.0
1737502060000,999.0
1737502065000,999.0
1737502070000,999.0
1737502075000,999.0
1737502080000,999.0
1737502085000,999.0
1737502090000,999.0
1737502095000,999.0
1737502100000,999.0
1737502105000,1000.0
1737502110000,1000.0
1737502115000,
