Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,BackpressureTime,BackpressureTimeStdErr
8,125693.71888886267,1572.756716221749,616.5791666666667,4.246340267959728,596.3,3.37594431233692
16,214546.45202014575,947.4451574615165,535.3958333333334,2.343922233749124,276.030303030303,2.415698903210641
24,249604.19141405908,3472.3910125699945,417.979797979798,5.133788735994676,154.84848484848484,2.1781835096034023
32,267547.05388878536,2052.6488912881996,359.5395833333333,1.9101587506137538,46.016666666666666,3.3928424115525364
